"rt","utterance","target","foil","responses","competitor_type","target_type","test_part","trialtype","trial_type","trial_index","time_elapsed","internal_node_id","id","age","button_pressed"
"9342.79999999702","table ","diningtable.jpg","wardrobe.jpg","{""Q0"":""table ""}","far","familiar","trial","paired","survey-text","19","1288827","0.0-19.0-0.0","40","5",""
"14949.80000000447","bear","grizzlybear.jpg","lion.jpg","{""Q0"":""bear""}","far","familiar","trial","paired","survey-text","20","1304282","0.0-19.0-0.1","40","5",""
"5649.69999999553","car","sedan.jpg","firetruck.jpg","{""Q0"":""car""}","far","familiar","trial","paired","survey-text","21","1310436","0.0-19.0-0.2","40","5",""
"6267.79999999702","jellybeans","jellybeans.jpg","pretzels.jpg","{""Q0"":""jellybeans""}","far","familiar","trial","paired","survey-text","22","1317212","0.0-19.0-0.3","40","5",""
"12379.29999999702","fish","goldfish.jpg","iguana.jpg","{""Q0"":""fish""}","far","familiar","trial","paired","survey-text","23","1330099","0.0-19.0-0.4","40","5",""
"7321.5","dog","germanshepherd.jpg","cow.jpg","{""Q0"":""dog""}","far","familiar","trial","paired","survey-text","24","1337926","0.0-19.0-0.5","40","5",""
"8610.5","shirt ","poloshirt.jpg","dress.jpg","{""Q0"":""shirt ""}","far","familiar","trial","paired","survey-text","25","1347039","0.0-19.0-0.6","40","5",""
"6139","bird","sparrow.jpg","squirrel.jpg","{""Q0"":""bird""}","far","familiar","trial","paired","survey-text","26","1353685","0.0-19.0-0.7","40","5",""
"43655.10000000149","i dont know ","A2.jpg","tangram-99.jpg","{""Q0"":""i dont know ""}","close","tangram","trial","paired","survey-text","28","1412432","0.0-21.0-0.0","40","5",""
"10017.5","person ","tangram-90.jpg","tangram-81.jpg","{""Q0"":""person ""}","close","tangram","trial","paired","survey-text","29","1422954","0.0-21.0-0.1","40","5",""
"11384.29999999702","kid ","tangram-55.jpg","N1.jpg","{""Q0"":""kid ""}","close","tangram","trial","paired","survey-text","30","1434842","0.0-21.0-0.2","40","5",""
"26085.89999999851","i dont know ","B1.jpg","P1.jpg","{""Q0"":""i dont know ""}","close","tangram","trial","paired","survey-text","31","1461435","0.0-21.0-0.3","40","5",""
"22470.39999999851","i dont know ","tangram-48.jpg","tangram-187.jpg","{""Q0"":""i dont know ""}","close","tangram","trial","paired","survey-text","32","1484413","0.0-21.0-0.4","40","5",""
"9260","i dont know ","tangram-164.jpg","tangram-183.jpg","{""Q0"":""i dont know ""}","close","tangram","trial","paired","survey-text","33","1494178","0.0-21.0-0.5","40","5",""
"11787.30000000447","i dont know","H1.jpg","I1.jpg","{""Q0"":""i dont know""}","close","tangram","trial","paired","survey-text","34","1506470","0.0-21.0-0.6","40","5",""
"11641.60000000149","i dont know","tangram-67.jpg","tangram-32.jpg","{""Q0"":""i dont know""}","close","tangram","trial","paired","survey-text","35","1518616","0.0-21.0-0.7","40","5",""
"6332.9000000059605","car ","sedan.jpg","sportscar.jpg","{""Q0"":""car ""}","close","familiar","trial","paired","survey-text","37","1537711","0.0-23.0-0.0","40","5",""
"12145.5","dog","germanshepherd.jpg","pug.jpg","{""Q0"":""dog""}","close","familiar","trial","paired","survey-text","38","1550364","0.0-23.0-0.1","40","5",""
"5668.89999999851","bear","grizzlybear.jpg","polarbear.jpg","{""Q0"":""bear""}","close","familiar","trial","paired","survey-text","39","1556539","0.0-23.0-0.2","40","5",""
"7343.4000000059605","table ","diningtable.jpg","picnictable.jpg","{""Q0"":""table ""}","close","familiar","trial","paired","survey-text","40","1564387","0.0-23.0-0.3","40","5",""
"5222.10000000149","bird ","sparrow.jpg","eagle.jpg","{""Q0"":""bird ""}","close","familiar","trial","paired","survey-text","41","1570114","0.0-23.0-0.4","40","5",""
"5886.19999999553","jellybeans ","jellybeans.jpg","gummybears.jpg","{""Q0"":""jellybeans ""}","close","familiar","trial","paired","survey-text","42","1576504","0.0-23.0-0.5","40","5",""
"5312.69999999553","fish ","goldfish.jpg","swordfish.jpg","{""Q0"":""fish ""}","close","familiar","trial","paired","survey-text","43","1582320","0.0-23.0-0.6","40","5",""
"9591.30000000447","shirt ","poloshirt.jpg","hawaiishirt.jpg","{""Q0"":""shirt ""}","close","familiar","trial","paired","survey-text","44","1592417","0.0-23.0-0.7","40","5",""
"16672.10000000149","i dont know ","H1.jpg","tangram-8.jpg","{""Q0"":""i dont know ""}","far","tangram","trial","paired","survey-text","46","1622557","0.0-25.0-0.0","40","5",""
"6539.5","i dont know ","tangram-67.jpg","G1.jpg","{""Q0"":""i dont know ""}","far","tangram","trial","paired","survey-text","47","1629602","0.0-25.0-0.1","40","5",""
"9905.59999999404","i dont know ","tangram-90.jpg","tangram-120.jpg","{""Q0"":""i dont know ""}","far","tangram","trial","paired","survey-text","48","1640013","0.0-25.0-0.2","40","5",""
"12307.90000000596","i dont know","B1.jpg","tangram-4.jpg","{""Q0"":""i dont know""}","far","tangram","trial","paired","survey-text","49","1652825","0.0-25.0-0.3","40","5",""
"8413.89999999851","i dont know","tangram-164.jpg","tangram-64.jpg","{""Q0"":""i dont know""}","far","tangram","trial","paired","survey-text","50","1661747","0.0-25.0-0.4","40","5",""
"7590.5","i dont know ","tangram-48.jpg","D1.jpg","{""Q0"":""i dont know ""}","far","tangram","trial","paired","survey-text","51","1669840","0.0-25.0-0.5","40","5",""
"12039.89999999851","i dont know","A2.jpg","C1.jpg","{""Q0"":""i dont know""}","far","tangram","trial","paired","survey-text","52","1682383","0.0-25.0-0.6","40","5",""
"8416.39999999851","i dont know ","tangram-55.jpg","tangram-143.jpg","{""Q0"":""i dont know ""}","far","tangram","trial","paired","survey-text","53","1691305","0.0-25.0-0.7","40","5",""
