"rt","utterance","target","foil","responses","competitor_type","target_type","test_part","trialtype","trial_type","trial_index","time_elapsed","internal_node_id","id","age","button_pressed"
"6443.599999904633","dog ","germanshepherd.jpg","cow.jpg","{""Q0"":""dog ""}","far","familiar","trial","paired","survey-text","19","240139","0.0-19.0-0.0","57","5",""
"5161.5","bear ","grizzlybear.jpg","lion.jpg","{""Q0"":""bear ""}","far","familiar","trial","paired","survey-text","20","245808","0.0-19.0-0.1","57","5",""
"4217.899999976158","car","sedan.jpg","firetruck.jpg","{""Q0"":""car""}","far","familiar","trial","paired","survey-text","21","250529","0.0-19.0-0.2","57","5",""
"4026.7000000476837","fish ","goldfish.jpg","iguana.jpg","{""Q0"":""fish ""}","far","familiar","trial","paired","survey-text","22","255060","0.0-19.0-0.3","57","5",""
"3724.2000000476837","shirt ","poloshirt.jpg","dress.jpg","{""Q0"":""shirt ""}","far","familiar","trial","paired","survey-text","23","259287","0.0-19.0-0.4","57","5",""
"4149.200000047684","table ","diningtable.jpg","wardrobe.jpg","{""Q0"":""table ""}","far","familiar","trial","paired","survey-text","24","263940","0.0-19.0-0.5","57","5",""
"3725.399999976158","bird ","sparrow.jpg","squirrel.jpg","{""Q0"":""bird ""}","far","familiar","trial","paired","survey-text","25","268171","0.0-19.0-0.6","57","5",""
"4264","candy ","jellybeans.jpg","pretzels.jpg","{""Q0"":""candy ""}","far","familiar","trial","paired","survey-text","26","272942","0.0-19.0-0.7","57","5",""
"7029.299999952316","person pointing ","H1.jpg","tangram-8.jpg","{""Q0"":""person pointing ""}","far","tangram","trial","paired","survey-text","28","294602","0.0-21.0-0.0","57","5",""
"7073.5","person running ","A2.jpg","C1.jpg","{""Q0"":""person running ""}","far","tangram","trial","paired","survey-text","29","302179","0.0-21.0-0.1","57","5",""
"8258.199999928474","person running really fast ","tangram-55.jpg","tangram-143.jpg","{""Q0"":""person running really fast ""}","far","tangram","trial","paired","survey-text","30","310943","0.0-21.0-0.2","57","5",""
"6666","person running ","tangram-67.jpg","G1.jpg","{""Q0"":""person running ""}","far","tangram","trial","paired","survey-text","31","318115","0.0-21.0-0.3","57","5",""
"9190.199999928474","person balancing on one foot ","tangram-90.jpg","tangram-120.jpg","{""Q0"":""person balancing on one foot ""}","far","tangram","trial","paired","survey-text","32","327807","0.0-21.0-0.4","57","5",""
"4572.899999976158","person walking ","B1.jpg","tangram-4.jpg","{""Q0"":""person walking ""}","far","tangram","trial","paired","survey-text","33","332886","0.0-21.0-0.5","57","5",""
"5568.700000047684","person kicking ","tangram-164.jpg","tangram-64.jpg","{""Q0"":""person kicking ""}","far","tangram","trial","paired","survey-text","34","338957","0.0-21.0-0.6","57","5",""
"6977","person balancing on their toes","tangram-48.jpg","D1.jpg","{""Q0"":""person balancing on their toes""}","far","tangram","trial","paired","survey-text","35","346437","0.0-21.0-0.7","57","5",""
"6133.600000023842","blue car ","sedan.jpg","sportscar.jpg","{""Q0"":""blue car ""}","close","familiar","trial","paired","survey-text","37","365870","0.0-23.0-0.0","57","5",""
"11220.399999976158","dog with black back ","germanshepherd.jpg","pug.jpg","{""Q0"":""dog with black back ""}","close","familiar","trial","paired","survey-text","38","377596","0.0-23.0-0.1","57","5",""
"6768.100000023842","table with no chairs ","diningtable.jpg","picnictable.jpg","{""Q0"":""table with no chairs ""}","close","familiar","trial","paired","survey-text","39","384871","0.0-23.0-0.2","57","5",""
"7255.199999928474","bear thats brown ","grizzlybear.jpg","polarbear.jpg","{""Q0"":""bear thats brown ""}","close","familiar","trial","paired","survey-text","40","392634","0.0-23.0-0.3","57","5",""
"4864.300000071526","bird ","sparrow.jpg","eagle.jpg","{""Q0"":""bird ""}","close","familiar","trial","paired","survey-text","41","398005","0.0-23.0-0.4","57","5",""
"11923.5","blue shirt ","poloshirt.jpg","hawaiishirt.jpg","{""Q0"":""blue shirt ""}","close","familiar","trial","paired","survey-text","42","410434","0.0-23.0-0.5","57","5",""
"14535.700000047684","candy ","jellybeans.jpg","gummybears.jpg","{""Q0"":""candy ""}","close","familiar","trial","paired","survey-text","43","425476","0.0-23.0-0.6","57","5",""
"8878.5","goldfish ","goldfish.jpg","swordfish.jpg","{""Q0"":""goldfish ""}","close","familiar","trial","paired","survey-text","44","434864","0.0-23.0-0.7","57","5",""
"14420.399999976158","a person balancing ","tangram-48.jpg","tangram-187.jpg","{""Q0"":""a person balancing ""}","close","tangram","trial","paired","survey-text","46","463464","0.0-25.0-0.0","57","5",""
"7175.900000095367","person walking ","B1.jpg","P1.jpg","{""Q0"":""person walking ""}","close","tangram","trial","paired","survey-text","47","471146","0.0-25.0-0.1","57","5",""
"11090","person running fast ","tangram-55.jpg","N1.jpg","{""Q0"":""person running fast ""}","close","tangram","trial","paired","survey-text","48","482744","0.0-25.0-0.2","57","5",""
"9398","person running ","tangram-67.jpg","tangram-32.jpg","{""Q0"":""person running ""}","close","tangram","trial","paired","survey-text","49","492647","0.0-25.0-0.3","57","5",""
"10295","person kicking on one foot ","tangram-164.jpg","tangram-183.jpg","{""Q0"":""person kicking on one foot ""}","close","tangram","trial","paired","survey-text","50","503450","0.0-25.0-0.4","57","5",""
"17905","person with their arms open ","tangram-90.jpg","tangram-81.jpg","{""Q0"":""person with their arms open ""}","close","tangram","trial","paired","survey-text","51","521858","0.0-25.0-0.5","57","5",""
"15784.899999976158","person walking with hands behind their head","A2.jpg","tangram-99.jpg","{""Q0"":""person walking with hands behind their head""}","close","tangram","trial","paired","survey-text","52","538146","0.0-25.0-0.6","57","5",""
"7818.5","person pointing ","H1.jpg","I1.jpg","{""Q0"":""person pointing ""}","close","tangram","trial","paired","survey-text","53","546473","0.0-25.0-0.7","57","5",""
"7880.100000023842","M&Ms","mnms.jpg","gummybears.jpg","","check","familiar","check","check","html-button-response-1","55","598910","0.0-27.0-0.0","57","5","0"
"7721.5","bear","firetruck.jpg","ambulance.jpg","","check","familiar","check","check","html-button-response-1","56","607135","0.0-27.0-0.1","57","5","1"
"7273.900000095367","red flower","rose.jpg","daisy.jpg","","check","familiar","check","check","html-button-response-1","57","614910","0.0-27.0-0.2","57","5","0"
"6780.200000047684","polar bear","polarbear.jpg","grizzlybear.jpg","","check","familiar","check","check","html-button-response-1","58","622196","0.0-27.0-0.3","57","5","0"
"7323.100000023842","table","pug.jpg","rabbit.jpg","","check","familiar","check","check","html-button-response-1","59","630026","0.0-27.0-0.4","57","5","1"
"11422.399999976158","dog","husky.jpg","dalmatian.jpg","","check","familiar","check","check","html-button-response-1","60","641953","0.0-27.0-0.5","57","5","1"
"7219.799999952316","cup","apple.jpg","pear.jpg","","check","familiar","check","check","html-button-response-1","61","649677","0.0-27.0-0.6","57","5","1"
"10595.400000095367","bird","parrot.jpg","pigeon.jpg","","check","familiar","check","check","html-button-response-1","62","660777","0.0-27.0-0.7","57","5","0"
"7044","shirt","dressshirt.jpg","campshirt.jpg","","check","familiar","check","check","html-button-response-1","63","668328","0.0-27.0-0.8","57","5","1"
