"rt","utterance","target","foil","responses","competitor_type","target_type","test_part","trialtype","trial_type","trial_index","time_elapsed","internal_node_id","id","age","button_pressed"
"5120.600000023842","bear","grizzlybear.jpg","lion.jpg","{""Q0"":""bear""}","far","familiar","trial","paired","survey-text","19","265346","0.0-19.0-0.0","9","7",""
"7148.800000011921","shirt","poloshirt.jpg","dress.jpg","{""Q0"":""shirt""}","far","familiar","trial","paired","survey-text","20","273002","0.0-19.0-0.1","9","7",""
"5411.300000011921","jellybeans","jellybeans.jpg","pretzels.jpg","{""Q0"":""jellybeans""}","far","familiar","trial","paired","survey-text","21","278920","0.0-19.0-0.2","9","7",""
"4724.799999952316","bird","sparrow.jpg","squirrel.jpg","{""Q0"":""bird""}","far","familiar","trial","paired","survey-text","22","284151","0.0-19.0-0.3","9","7",""
"8335.5","goldfish","goldfish.jpg","iguana.jpg","{""Q0"":""goldfish""}","far","familiar","trial","paired","survey-text","23","292991","0.0-19.0-0.4","9","7",""
"5963.300000011921","car","sedan.jpg","firetruck.jpg","{""Q0"":""car""}","far","familiar","trial","paired","survey-text","24","299463","0.0-19.0-0.5","9","7",""
"5964.599999964237","table","diningtable.jpg","wardrobe.jpg","{""Q0"":""table""}","far","familiar","trial","paired","survey-text","25","305936","0.0-19.0-0.6","9","7",""
"21257.100000023842","wolf","germanshepherd.jpg","cow.jpg","{""Q0"":""wolf""}","far","familiar","trial","paired","survey-text","26","327700","0.0-19.0-0.7","9","7",""
"25224.700000047684","person ","A2.jpg","tangram-99.jpg","{""Q0"":""person ""}","close","tangram","trial","paired","survey-text","28","367801","0.0-21.0-0.0","9","7",""
"7744.800000011921","somebody running","tangram-55.jpg","N1.jpg","{""Q0"":""somebody running""}","close","tangram","trial","paired","survey-text","29","376052","0.0-21.0-0.1","9","7",""
"8509.5","somebody putting their leg up ","tangram-48.jpg","tangram-187.jpg","{""Q0"":""somebody putting their leg up ""}","close","tangram","trial","paired","survey-text","30","385068","0.0-21.0-0.2","9","7",""
"10762.600000023842","somebody running","tangram-67.jpg","tangram-32.jpg","{""Q0"":""somebody running""}","close","tangram","trial","paired","survey-text","31","396338","0.0-21.0-0.3","9","7",""
"9714.300000011921","somebody sitting down","tangram-164.jpg","tangram-183.jpg","{""Q0"":""somebody sitting down""}","close","tangram","trial","paired","survey-text","32","406562","0.0-21.0-0.4","9","7",""
"8512.5","somebody walking","B1.jpg","P1.jpg","{""Q0"":""somebody walking""}","close","tangram","trial","paired","survey-text","33","415579","0.0-21.0-0.5","9","7",""
"14556.399999976158","a waterfountain ","H1.jpg","I1.jpg","{""Q0"":""a waterfountain ""}","close","tangram","trial","paired","survey-text","34","430642","0.0-21.0-0.6","9","7",""
