subid,type,trial,target,person,utterance,selection,correct
55,practice,1,apple,child,,child,Y
55,practice,4,apple,child,,child,Y
55,practice,5,artichoke,parent,,parent,N
55,practice,3,onion,parent,,parent,Y
55,practice,6,onion,child,,child,Y
55,practice,7,,parent,,parent,
55,test,5,A1,child,,child,Y
55,test,15,A1,parent,,parent,Y
55,test,25,A1,child,,child,Y
55,test,39,A1,parent,,parent,Y
55,test,2,B1,parent,,parent,Y
55,test,14,B1,child,,child,Y
55,test,30,B1,parent,,parent,Y
55,test,32,B1,child,,child,Y
55,test,10,C1,parent,,parent,Y
55,test,20,C1,child,,child,Y
55,test,22,C1,parent,,parent,Y
55,test,40,C1,child,,child,Y
55,test,8,D1,parent,,parent,Y
55,test,12,D1,child,,child,Y
55,test,38,D1,child,,child,Y
55,test,7,E1,child,,child,Y
55,test,11,E1,parent,,parent,Y
55,test,23,E1,child,,child,Y
55,test,31,E1,parent,,parent,Y
55,test,9,F1,child,,child,Y
55,test,19,F1,parent,,parent,Y
55,test,29,F1,child,,child,Y
55,test,35,F1,parent,,parent,Y
55,test,1,G1,child,,child,Y
55,test,13,G1,parent,,parent,Y
55,test,27,G1,child,,child,Y
55,test,37,G1,parent,,parent,Y
55,test,3,H1,child,,child,Y
55,test,17,H1,parent,,parent,Y
55,test,21,H1,child,,child,Y
55,test,33,H1,parent,,parent,Y
55,test,4,I1,parent,,parent,Y
55,test,16,I1,child,,child,Y
55,test,26,I1,parent,,parent,Y
55,test,36,I1,child,,child,Y
55,test,6,K1,parent,,parent,Y
55,test,18,K1,child,,child,Y
55,test,28,K1,parent,,parent,Y
55,test,34,K1,child,,child,Y
