subid,type,trial,target,person,utterance,selection,correct
37,practice,1,apple,parent,apple,,Y
37,practice,1,apple,child,,child,Y
37,practice,4,apple,child,apple,,Y
37,practice,4,apple,parent,,parent,Y
37,practice,2,artichoke,child,"um, I forgot the name. It has spines",,Y
37,practice,2,artichoke,parent,,parent,Y
37,practice,5,artichoke,parent,artichoke,,Y
37,practice,5,artichoke,child,,child,Y
37,practice,5,artichoke,child,oh that's what that is!,,Y
37,practice,3,onion,parent,"uh, it's an onion",,Y
37,practice,3,onion,child,,child,Y
37,practice,6,onion,child,onion,,Y
37,practice,6,onion,parent,,parent,Y
37,test,10,A1,child,it looks like a man,,Y
37,test,10,A1,parent,kind of walking?,,Y
37,test,10,A1,child,not jeeves,,Y
37,test,10,A1,parent,,parent,Y
37,test,12,A1,parent,it's a woman walking,,Y
37,test,12,A1,child,,child,Y
37,test,24,A1,child,it's not the airplane,,Y
37,test,24,A1,parent,,parent,Y
37,test,38,A1,parent,"oh, walking",,Y
37,test,38,A1,child,,child,Y
37,test,6,B1,child,it's a man walking,,Y
37,test,6,B1,parent,with his head down?,,Y
37,test,6,B1,child,yeah,,Y
37,test,6,B1,parent,,parent,Y
37,test,20,B1,parent,someone walking with their head down,,Y
37,test,20,B1,child,,child,Y
37,test,28,B1,child,walking with his head down,,Y
37,test,28,B1,parent,,parent,Y
37,test,36,B1,parent,walking with their head down,,Y
37,test,36,B1,child,,child,Y
37,test,2,C1,child,it's person,,Y
37,test,2,C1,parent,are they,,Y
37,test,2,C1,child,laying down,,Y
37,test,2,C1,parent,,parent,Y
37,test,14,C1,parent,it's someone jumping off a diving board,,N
37,test,14,C1,child,,child,N
37,test,26,C1,child,a man ducking like  ‘wah' like he’s afraid,,Y
37,test,26,C1,parent,,parent,Y
37,test,32,C1,parent,diving,,Y
37,test,32,C1,child,,child,Y
37,test,3,D1,parent,it looks like an airplane,,Y
37,test,3,D1,child,,child,Y
37,test,13,D1,child,it's a person laying down,,Y
37,test,13,D1,parent,,parent,Y
37,test,25,D1,parent,airplane,,Y
37,test,25,D1,child,,child,Y
37,test,37,D1,child,airplane,,Y
37,test,37,D1,parent,,parent,Y
37,test,9,E1,parent,this one looks like they're jumping for joy,,Y
37,test,9,E1,child,,child,Y
37,test,11,E1,child,it's a man jumping for joy,,Y
37,test,11,E1,parent,,parent,Y
37,test,23,E1,parent,jumping for joy,,Y
37,test,23,E1,child,,child,Y
37,test,31,E1,child,jumping,,Y
37,test,31,E1,parent,,parent,Y
37,test,4,F1,child,"it's not the tall one, it's the one, it doesn't have the square on top",,Y
37,test,4,F1,parent,does it look more like a bird?,,Y
37,test,4,F1,child,"yeah, it looks like a woman kind of",,Y
37,test,4,F1,parent,,parent,Y
37,test,16,F1,parent,this one is someone who's breakdancing,,Y
37,test,16,F1,child,,child,Y
37,test,16,F1,parent,or dabbing,,Y
37,test,30,F1,child,the person like. the person like. it's a woman and she's like she's running with her purse,,Y
37,test,30,F1,parent,,parent,Y
37,test,40,F1,parent,dabbing or a woman running with a purse,,Y
37,test,40,F1,child,,child,Y
37,test,1,G1,parent,"it's like a building, it's really tall",,Y
37,test,1,G1,child,,child,Y
37,test,15,G1,child,it's like jeeves. it's more like jeeves than the other picture.,,Y
37,test,15,G1,parent,kind of like a seal with a ball on top?,,Y
37,test,15,G1,parent,,parent,Y
37,test,15,G1,child,yeah! that's exactly it! And if you turn it the other way,,Y
37,test,21,G1,parent,"uh, it's a seal",,Y
37,test,21,G1,child,,child,Y
37,test,21,G1,child,it is a seal,,Y
37,test,33,G1,child,not jeeves. uhh a seal,,Y
37,test,33,G1,parent,,parent,Y
37,test,7,H1,parent,this one looks like someone who's singing and holding a,,Y
37,test,7,H1,child,,child,Y
37,test,19,H1,child,it's a woman singing,,Y
37,test,19,H1,parent,,parent,Y
37,test,27,H1,parent,singing,,Y
37,test,27,H1,child,,child,Y
37,test,35,H1,child,singing,,Y
37,test,35,H1,parent,,parent,Y
37,test,5,I1,parent,this looks like it’s jeeves,,Y
37,test,5,I1,child,,child,Y
37,test,17,I1,child,it's jeeves,,Y
37,test,17,I1,parent,,parent,Y
37,test,29,I1,parent,jeeves,,Y
37,test,29,I1,child,,child,Y
37,test,39,I1,child,jeeves,,Y
37,test,39,I1,parent,,parent,Y
37,test,8,K1,child,it's like jeeves,,Y
37,test,8,K1,parent,,parent,Y
37,test,18,K1,parent,jeeves,,Y
37,test,18,K1,child,,child,Y
37,test,22,K1,child,it's jeeves,,Y
37,test,22,K1,parent,,parent,Y
37,test,34,K1,parent,jeeves,,Y
37,test,34,K1,child,,child,Y
