subid,type,trial,target,person,utterance,selection,correct
38,practice,1,apple,child,,child,Y
38,practice,4,apple,child,"apple, and a banana",,Y
38,practice,4,apple,parent,"okay, which one is in the blue box?",,Y
38,practice,4,apple,child,"it's the one, the apple",,Y
38,practice,4,apple,parent,,parent,Y
38,practice,2,artichoke,child,"it's a xxx, a pineapple",,N
38,practice,2,artichoke,parent,,parent,N
38,practice,5,artichoke,parent,pineapple,,Y
38,practice,5,artichoke,child,,child,Y
38,practice,3,onion,parent,this is an onion,,Y
38,practice,3,onion,child,onion,,Y
38,practice,3,onion,parent,which one is the onion?,,Y
38,practice,3,onion,child,that one,,Y
38,practice,3,onion,child,,child,Y
38,practice,6,onion,child,the onion,,Y
38,practice,6,onion,parent,,parent,Y
38,test,7,A1,parent,"this one, it has a tail",,N
38,test,7,A1,child,a tail?,,N
38,test,7,A1,parent,"it's real tall, and it has a leg, one leg",,N
38,test,7,A1,parent,you see the foot?,,N
38,test,7,A1,child,,child,N
38,test,19,A1,parent,"which one is it? is it the one with big arrow, or is the other one?",,Y
38,test,19,A1,child,the other one,,Y
38,test,19,A1,parent,,parent,Y
38,test,25,A1,parent,"this one is the one that has a diamond at the very- it's the tall one, has the diamond on the very top of it",,Y
38,test,25,A1,child,,child,Y
38,test,35,A1,parent,"which one is it? is it the big one with the big diamond, or the small diamond?",,N
38,test,35,A1,child,the big one,,N
38,test,35,A1,parent,,parent,N
38,test,3,B1,parent,ok this one,,N
38,test,3,B1,child,,child,N
38,test,15,B1,parent,which one is it? is it the one that's kinda flat or the one that's tall?,,Y
38,test,15,B1,child,the one that's tall,,Y
38,test,15,B1,parent,,parent,Y
38,test,21,B1,parent,"this one is not the one with the big fat arrow, but it's the other one, the one with the small square on top of his head",,Y
38,test,21,B1,child,,child,Y
38,test,39,B1,child,"um, it's a square",,Y
38,test,39,B1,parent,"they both squares, is it the one laying flat? or the one standing up?",,Y
38,test,39,B1,child,the one standing up,,Y
38,test,39,B1,parent,,parent,Y
38,test,8,C1,parent,"which one is it? the one that's, the big square or the small square?",,Y
38,test,8,C1,child,the small square,,Y
38,test,8,C1,parent,,parent,Y
38,test,14,C1,parent,"okay this one is the one that's not the tall one, but the one that's small, the one that's kinda",,Y
38,test,14,C1,child,flat?,,Y
38,test,14,C1,parent,yeah,,Y
38,test,14,C1,child,,child,Y
38,test,30,C1,parent,which one is it? the one that's standing halfway or the one that's kinda laying down,,Y
38,test,30,C1,child,the kinda laying down,,Y
38,test,30,C1,parent,,parent,Y
38,test,32,C1,parent,"this is the one that's, the small one. not the one that's standing up",,Y
38,test,32,C1,child,,child,Y
38,test,1,D1,parent,"this one, is a , is a flat shape, do you see it? it's not the one standing up, it's the one laying down",,Y
38,test,1,D1,child,,child,Y
38,test,13,D1,parent,"okay, what do you have? is it the one that's flat, or the one that's kinda tall?",,N
38,test,13,D1,child,the on that's kind of tall,,N
38,test,13,D1,parent,,parent,N
38,test,27,D1,parent,this one is the one that's laying down,,Y
38,test,27,D1,child,,child,Y
38,test,31,D1,parent,"which one? the one laying down, or the one, the big one?",,N
38,test,31,D1,child,the big one,,N
38,test,31,D1,parent,,parent,N
38,test,10,E1,child,the square,,Y
38,test,10,E1,parent,"okay there's two squares, so is it the one that look like it got a leg",,Y
38,test,10,E1,child,a leg,,Y
38,test,10,E1,parent,or the one that look like it got two legs,,Y
38,test,10,E1,child,the one that look like two legs,,Y
38,test,10,E1,parent,the big one?,,Y
38,test,10,E1,child,yes,,Y
38,test,10,E1,parent,,parent,Y
38,test,18,E1,parent,"okay this one has the two legs too, the one you just said",,Y
38,test,18,E1,child,,child,Y
38,test,24,E1,parent,which one is it? is it the one with the two legs?,,N
38,test,24,E1,child,the diamond,,N
38,test,24,E1,parent,"they both diamond, so which one is it, the one with the diamond with the two legs, or the other one?",,N
38,test,24,E1,child,the other one,,N
38,test,24,E1,parent,,parent,N
38,test,38,E1,parent,"okay this one has the one, it's real big and it has a big diamond",,Y
38,test,38,E1,child,,child,Y
38,test,2,F1,child,it's standing up,,N
38,test,2,F1,parent,,parent,N
38,test,12,F1,parent,"okay this one has, it's big and it has a square, and then it has two triang- well they both have, uh, what is that? a triangle, a half of a triangle at the bottom? not the one that look like it's walking, but the other one",,Y
38,test,12,F1,child,,child,Y
38,test,22,F1,child,flat,,N
38,test,22,F1,parent,,parent,N
38,test,34,F1,parent,"okay this one is the one that has a square, and it has two half triangles",,Y
38,test,34,F1,parent,which one has the square? and which has the two half triangles at the bottom,,Y
38,test,34,F1,child,,child,Y
38,test,9,G1,parent,"okay this one is standing up straight, it's not the one that's laying down, it's the one that's tall",,Y
38,test,9,G1,child,pick it?,,Y
38,test,9,G1,parent,mhm,,Y
38,test,9,G1,child,,child,Y
38,test,11,G1,parent,which one is it? is it the one that's tall or the one that's small?,,Y
38,test,11,G1,child,"the, the tall",,Y
38,test,11,G1,parent,,parent,Y
38,test,23,G1,parent,this one is the one with the square on top again,,N
38,test,23,G1,child,,child,N
38,test,33,G1,parent,which one is it? is it the one with the two little legs sticking out from the sides? or is it the other one?,,Y
38,test,33,G1,child,the other one,,Y
38,test,33,G1,parent,,parent,Y
38,test,5,H1,parent,"okay this one has a - a diamond at the top of it, you know how a diamond looks?",,Y
38,test,5,H1,child,,child,Y
38,test,5,H1,child,yep,,Y
38,test,17,H1,parent,"is it the one with two legs, sticking out on the side? or is it the other one?",,N
38,test,17,H1,child,the two legs,,N
38,test,17,H1,parent,,parent,N
38,test,29,H1,parent,okay this one is the one with the big big diamond,,Y
38,test,29,H1,child,,child,Y
38,test,37,H1,parent,"which one is it, is it the big diamond, or the one that's laying down, kinda",,N
38,test,37,H1,child,the one laying down,,N
38,test,37,H1,parent,,parent,N
