subid,type,trial,target,person,utterance,selection,correct
33,practice,1,apple,child,,child,Y
33,practice,4,apple,child,Apple,,Y
33,practice,4,apple,parent,,parent,Y
33,practice,2,artichoke,child,The ma mango,,N
33,practice,2,artichoke,parent,Mango,,N
33,practice,2,artichoke,child,Yeah,,N
33,practice,2,artichoke,parent,,parent,N
33,practice,5,artichoke,child,I don't I think you don't know what this vegetable is it's called an artichoke it has a lot of leaves on it it almost,,Y
33,practice,5,artichoke,parent,Looks like a pine cone,,Y
33,practice,5,artichoke,child,,child,Y
33,practice,3,onion,parent,OK so uh it's an onion do you know you know what an onion looks like,,Y
33,practice,3,onion,child,,child,Y
33,practice,6,onion,child,Onion,,Y
33,practice,6,onion,parent,,parent,Y
33,test,9,A1,parent,Uh like a person maybe running a person running,,Y
33,test,9,A1,child,,child,Y
33,test,17,A1,parent,Um a person running,,Y
33,test,17,A1,parent,,parent,Y
33,test,21,A1,parent,OK a person running,,Y
33,test,21,A1,child,,child,Y
33,test,31,A1,child,A person on one leg,,Y
33,test,31,A1,parent,,parent,Y
33,test,4,B1,child,Something walking,,Y
33,test,4,B1,parent,,parent,Y
33,test,18,B1,child,A person crawling,,Y
33,test,18,B1,parent,No this is a person walking,,Y
33,test,18,B1,child,,child,Y
33,test,28,B1,child,A person that looks like a old man walking,,Y
33,test,28,B1,parent,,parent,Y
33,test,36,B1,parent,Um a person walking like an old man,,Y
33,test,36,B1,child,,child,Y
33,test,8,C1,child,Uh the person crawling,,Y
33,test,8,C1,parent,,parent,Y
33,test,16,C1,parent,Alright how bout a person crawling,,Y
33,test,16,C1,child,,child,Y
33,test,26,C1,parent,,parent,N
33,test,26,C1,child,They're crawling,,N
33,test,34,C1,parent,Which one do you think it is it's a person crawling,,Y
33,test,34,C1,child,,child,Y
33,test,7,D1,parent,OK like a person maybe lying down,,Y
33,test,7,D1,child,,child,Y
33,test,7,D1,parent,With their legs up yup,,Y
33,test,11,D1,child,Um a person lying down,,Y
33,test,11,D1,parent,,parent,Y
33,test,23,D1,parent,A person lying down,,Y
33,test,23,D1,child,,child,Y
33,test,37,D1,child,A person lying down and right his zzz down,,Y
33,test,37,D1,parent,Lying down,,Y
33,test,37,D1,child,Yeah,,Y
33,test,37,D1,parent,,parent,Y
33,test,5,E1,parent,It looks like somebody it looks like a person maybe jumping in the air,,Y
33,test,5,E1,child,,child,Y
33,test,13,E1,child,Um a person jumping,,Y
33,test,13,E1,parent,,parent,Y
33,test,25,E1,parent,OK a perosn jumping up in the air,,Y
33,test,25,E1,child,,child,Y
33,test,39,E1,child,A person jumping,,Y
33,test,39,E1,parent,,parent,Y
33,test,3,F1,parent,Oh this one's tricky um uh um,,Y
33,test,3,F1,parent,It looks like a maybe like a clown with a funny hat on like a birthday hat,,Y
33,test,3,F1,child,,child,Y
33,test,15,F1,child,Um a person running like this,,Y
33,test,15,F1,parent,,parent,Y
33,test,27,F1,parent,Like a person taking a really big step like a person like like walking,,Y
33,test,27,F1,child,,child,Y
33,test,35,F1,child,A person zzz like this,,Y
33,test,35,F1,parent,,parent,Y
33,test,2,G1,child,A a tower,,Y
33,test,2,G1,parent,,parent,Y
33,test,12,G1,parent,OK like a tower,,Y
33,test,12,G1,child,,child,Y
33,test,22,G1,child,Um a tower,,Y
33,test,22,G1,parent,,parent,Y
33,test,38,G1,parent,Like a tower,,Y
33,test,38,G1,child,,child,Y
33,test,1,H1,parent,OK the uh OK so um it looks like a tower,,Y
33,test,1,H1,parent,The tower,,Y
33,test,1,H1,child,,child,Y
33,test,19,H1,child,A person that looks like they're giving something,,Y
33,test,19,H1,parent,,parent,Y
33,test,29,H1,parent,OK a person holding a bowl maybe with a robe on,,Y
33,test,29,H1,child,,child,Y
33,test,33,H1,child,A person giving a bowl,,Y
33,test,33,H1,parent,,parent,Y
33,test,6,I1,child,Somebody giving something to something that looks like someboy stealing something,,Y
33,test,6,I1,parent,,parent,Y
33,test,20,I1,parent,Uh a person giving somebody a bowl like somebody giving a bowl,,Y
33,test,20,I1,child,,child,Y
33,test,24,I1,child,A person with a bowl in their hand,,Y
33,test,24,I1,parent,,parent,Y
33,test,32,I1,parent,Which one do you think it is,,Y
33,test,32,I1,child,A person crawling,,Y
33,test,32,I1,parent,Nope it's the person giving a bowl,,Y
33,test,32,I1,child,,child,Y
33,test,10,K1,child,Um a person with a house playing on top of them,,Y
33,test,10,K1,parent,,parent,Y
33,test,14,K1,parent,Uh like a person uh with that with a house on top of them,,N
33,test,14,K1,parent,Got it giving something maybe,,N
33,test,14,K1,child,,child,N
33,test,30,K1,child,A person with a house top on him,,Y
33,test,30,K1,parent,,parent,Y
33,test,40,K1,parent,Uh like a person bending over to give something to someone,,Y
33,test,40,K1,child,,child,Y
