,experiment,subid,rep_num,target,person,age,word,final_match
0,adult-child,4,1,A1,child,6.0,walk,True
1,adult-child,4,1,B1,child,6.0,hand,False
2,adult-child,4,1,B1,child,6.0,pocket,False
3,adult-child,4,1,B1,child,6.0,walk,False
4,adult-child,4,1,C1,child,6.0,bend,False
5,adult-child,4,1,D1,parent,6.0,swim,True
6,adult-child,4,1,E1,child,6.0,jump,True
7,adult-child,4,1,E1,child,6.0,joy,False
8,adult-child,4,1,F1,child,6.0,raise,False
9,adult-child,4,1,F1,child,6.0,make,False
10,adult-child,4,1,F1,child,6.0,hand,False
11,adult-child,4,1,F1,child,6.0,triangle,False
12,adult-child,4,1,F1,child,6.0,shape,False
13,adult-child,4,1,F1,child,6.0,foot,False
14,adult-child,4,1,G1,parent,6.0,kneel,False
15,adult-child,4,1,G1,parent,6.0,ground,False
16,adult-child,4,1,H1,parent,6.0,hungry,False
17,adult-child,4,1,I1,parent,6.0,carry,False
18,adult-child,4,1,I1,parent,6.0,tray,False
19,adult-child,4,1,I1,parent,6.0,say,False
20,adult-child,4,1,K1,parent,6.0,tangrams,False
21,adult-child,4,1,K1,parent,6.0,remember,False
22,adult-child,4,1,K1,parent,6.0,little,False
23,adult-child,4,1,K1,parent,6.0,hat,False
24,adult-child,4,1,K1,parent,6.0,go,False
25,adult-child,4,2,A1,parent,6.0,run,False
26,adult-child,4,2,B1,parent,6.0,bad,False
27,adult-child,4,2,B1,parent,6.0,day,False
28,adult-child,4,2,C1,parent,6.0,drop,False
29,adult-child,4,2,C1,parent,6.0,key,False
30,adult-child,4,2,C1,parent,6.0,ground,False
31,adult-child,4,2,D1,child,6.0,swim,True
32,adult-child,4,2,E1,parent,6.0,good,False
33,adult-child,4,2,E1,parent,6.0,job,False
34,adult-child,4,2,F1,parent,6.0,okay,False
35,adult-child,4,2,F1,parent,6.0,say,False
36,adult-child,4,2,F1,parent,6.0,wait,False
37,adult-child,4,2,F1,parent,6.0,wait,False
38,adult-child,4,2,G1,child,6.0,sit,False
39,adult-child,4,2,G1,child,6.0,bench,False
40,adult-child,4,2,H1,child,6.0,monk,False
41,adult-child,4,2,I1,child,6.0,water,False
42,adult-child,4,2,I1,child,6.0,dog,False
43,adult-child,4,2,K1,child,6.0,ready,False
44,adult-child,4,2,K1,child,6.0,eat,False
45,adult-child,4,2,K1,child,6.0,wait,False
46,adult-child,4,2,K1,child,6.0,food,False
47,adult-child,4,3,A1,child,6.0,they're,False
48,adult-child,4,3,A1,child,6.0,they're,False
49,adult-child,4,3,A1,child,6.0,walk,True
50,adult-child,4,3,A1,child,6.0,good,False
51,adult-child,4,3,A1,child,6.0,day,False
52,adult-child,4,3,B1,child,6.0,sad,False
53,adult-child,4,3,C1,child,6.0,drop,False
54,adult-child,4,3,C1,child,6.0,penny,False
55,adult-child,4,3,E1,child,6.0,jump,True
56,adult-child,4,3,E1,child,6.0,joy,False
57,adult-child,4,3,F1,child,6.0,wait,False
58,adult-child,4,3,F1,child,6.0,bus,False
59,adult-child,4,3,F1,child,6.0,bus,False
60,adult-child,4,3,F1,child,6.0,run,False
61,adult-child,4,3,G1,parent,6.0,sit,False
62,adult-child,4,3,G1,parent,6.0,quiet,False
63,adult-child,4,3,G1,parent,6.0,break,False
64,adult-child,4,3,H1,parent,6.0,monk,False
65,adult-child,4,3,H1,parent,6.0,hold,False
66,adult-child,4,3,H1,parent,6.0,bowl,False
67,adult-child,4,3,I1,parent,6.0,turn,False
68,adult-child,4,3,I1,parent,6.0,say,False
69,adult-child,4,3,I1,parent,6.0,bring,False
70,adult-child,4,3,I1,parent,6.0,flower,True
71,adult-child,4,3,K1,parent,6.0,lean,False
72,adult-child,4,3,K1,parent,6.0,hold,True
73,adult-child,4,3,K1,parent,6.0,hand,False
74,adult-child,4,4,A1,parent,6.0,walk,True
75,adult-child,4,4,A1,parent,6.0,street,True
76,adult-child,4,4,A1,parent,6.0,miss,True
77,adult-child,4,4,B1,parent,6.0,rock,True
78,adult-child,4,4,B1,parent,6.0,play,True
79,adult-child,4,4,B1,parent,6.0,pinecone,True
80,adult-child,4,4,C1,parent,6.0,dive,True
81,adult-child,4,4,C1,parent,6.0,poo,True
82,adult-child,4,4,C1,parent,6.0,arm,True
83,adult-child,4,4,D1,child,6.0,swim,True
84,adult-child,4,4,D1,child,6.0,end,True
85,adult-child,4,4,D1,child,6.0,ocean,True
86,adult-child,4,4,E1,parent,6.0,jump,True
87,adult-child,4,4,E1,parent,6.0,catch,True
88,adult-child,4,4,H1,child,6.0,give,True
89,adult-child,4,4,H1,child,6.0,flower,True
90,adult-child,4,4,I1,child,6.0,hold,True
91,adult-child,4,4,I1,child,6.0,hold,True
92,adult-child,4,4,I1,child,6.0,bucket,True
93,adult-child,4,4,I1,child,6.0,flower,True
94,adult-child,4,4,I1,child,6.0,hold,True
95,adult-child,4,4,I1,child,6.0,flower,True
96,adult-child,4,4,I1,child,6.0,put,True
97,adult-child,4,4,I1,child,6.0,garden,True
98,adult-child,4,4,K1,child,6.0,hold,True
99,adult-child,4,4,K1,child,6.0,water,True
100,adult-child,4,4,K1,child,6.0,mean,True
101,adult-child,4,4,K1,child,6.0,hold,True
102,adult-child,4,4,K1,child,6.0,pot,True
103,adult-child,4,4,K1,child,6.0,soup,True
104,adult-child,4,4,K1,child,6.0,want,True
105,adult-child,5,1,A1,parent,4.0,shape,False
106,adult-child,5,1,A1,parent,4.0,standing,False
107,adult-child,5,1,A1,parent,4.0,leg,False
108,adult-child,5,1,B1,child,4.0,have,False
109,adult-child,5,1,B1,child,4.0,traingle,False
110,adult-child,5,1,B1,child,4.0,face,False
111,adult-child,5,1,B1,child,4.0,way,False
112,adult-child,5,1,B1,child,4.0,go,True
113,adult-child,5,1,B1,child,4.0,walk,False
114,adult-child,5,1,D1,child,4.0,airplane,False
115,adult-child,5,1,D1,child,4.0,jump,False
116,adult-child,5,1,D1,child,4.0,crawl,False
117,adult-child,5,1,F1,child,4.0,point,False
118,adult-child,5,1,F1,child,4.0,point,False
119,adult-child,5,1,F1,child,4.0,point,False
120,adult-child,5,1,F1,child,4.0,line,False
121,adult-child,5,1,F1,child,4.0,line,False
122,adult-child,5,1,F1,child,4.0,think,False
123,adult-child,5,1,F1,child,4.0,walk,False
124,adult-child,5,1,G1,child,4.0,crawl,False
125,adult-child,5,1,G1,child,4.0,shape,False
126,adult-child,5,1,G1,child,4.0,diamond,False
127,adult-child,5,1,G1,child,4.0,go,False
128,adult-child,5,1,G1,child,4.0,way,False
129,adult-child,5,1,G1,child,4.0,walk,False
130,adult-child,5,1,G1,child,4.0,hold,False
131,adult-child,5,1,G1,child,4.0,hand,False
132,adult-child,5,1,G1,child,4.0,way,False
133,adult-child,5,1,H1,child,4.0,jump,False
134,adult-child,5,1,H1,child,4.0,air,False
135,adult-child,5,1,H1,child,4.0,go,False
136,adult-child,5,1,H1,child,4.0,fall,False
137,adult-child,5,1,H1,child,4.0,diamond,False
138,adult-child,5,1,H1,child,4.0,turn,False
139,adult-child,5,1,I1,parent,4.0,picture,False
140,adult-child,5,1,I1,parent,4.0,thing,False
141,adult-child,5,1,I1,parent,4.0,jump,False
142,adult-child,5,1,I1,parent,4.0,want,False
143,adult-child,5,1,I1,parent,4.0,doggy,True
144,adult-child,5,1,I1,parent,4.0,standing,False
145,adult-child,5,1,K1,parent,4.0,shape,False
146,adult-child,5,1,K1,parent,4.0,shape,False
147,adult-child,5,1,K1,parent,4.0,airplane,False
148,adult-child,5,1,K1,parent,4.0,doggy,True
149,adult-child,5,1,K1,parent,4.0,right,False
150,adult-child,5,1,K1,parent,4.0,doggy,True
151,adult-child,5,1,K1,parent,4.0,tryna,False
152,adult-child,5,1,K1,parent,4.0,stand,True
153,adult-child,5,1,K1,parent,4.0,leg,True
154,adult-child,5,1,K1,parent,4.0,think,True
155,adult-child,5,2,A1,child,4.0,doggy,False
156,adult-child,5,2,A1,child,4.0,standing,False
157,adult-child,5,2,A1,child,4.0,leg,False
158,adult-child,5,2,A1,child,4.0,run,True
159,adult-child,5,2,B1,parent,4.0,describe,True
160,adult-child,5,2,B1,parent,4.0,walk,False
161,adult-child,5,2,B1,parent,4.0,shape,False
162,adult-child,5,2,B1,parent,4.0,diamond,False
163,adult-child,5,2,D1,parent,4.0,jump,False
164,adult-child,5,2,D1,parent,4.0,airplane,False
165,adult-child,5,2,E1,child,4.0,jump,True
166,adult-child,5,2,E1,child,4.0,run,False
167,adult-child,5,2,E1,child,4.0,hit,False
168,adult-child,5,2,E1,child,4.0,jumping,False
169,adult-child,5,2,F1,parent,4.0,diamond,False
170,adult-child,5,2,G1,parent,4.0,kneel,True
171,adult-child,5,2,H1,parent,4.0,hand,False
172,adult-child,5,2,H1,parent,4.0,face,False
173,adult-child,5,2,H1,parent,4.0,way,False
174,adult-child,5,2,H1,parent,4.0,shape,False
175,adult-child,5,2,H1,parent,4.0,shape,False
176,adult-child,5,2,H1,parent,4.0,want,False
177,adult-child,5,2,H1,parent,4.0,describe,True
178,adult-child,5,2,H1,parent,4.0,see,False
179,adult-child,5,2,H1,parent,4.0,right,False
180,adult-child,5,2,I1,child,4.0,triangle,False
181,adult-child,5,2,I1,child,4.0,face,False
182,adult-child,5,2,I1,child,4.0,way,False
183,adult-child,5,2,I1,child,4.0,walk,False
184,adult-child,5,2,I1,child,4.0,triangle,False
185,adult-child,5,2,I1,child,4.0,face,False
186,adult-child,5,2,I1,child,4.0,diamond,False
187,adult-child,5,2,K1,child,4.0,doggy,True
188,adult-child,5,2,K1,child,4.0,stand,True
189,adult-child,5,2,K1,child,4.0,leg,True
190,adult-child,5,2,K1,child,4.0,run,True
191,adult-child,5,2,K1,child,4.0,doggy,True
192,adult-child,5,3,A1,parent,4.0,type,False
193,adult-child,5,3,A1,parent,4.0,describe,False
194,adult-child,5,3,A1,parent,4.0,left,True
195,adult-child,5,3,A1,parent,4.0,describe,False
196,adult-child,5,3,B1,child,4.0,crawl,False
197,adult-child,5,3,B1,child,4.0,walk,False
198,adult-child,5,3,B1,child,4.0,diamond,False
199,adult-child,5,3,B1,child,4.0,face,False
200,adult-child,5,3,B1,child,4.0,square,False
201,adult-child,5,3,B1,child,4.0,face,False
202,adult-child,5,3,B1,child,4.0,walk,False
203,adult-child,5,3,B1,child,4.0,slow,False
204,adult-child,5,3,C1,parent,4.0,crawl,True
205,adult-child,5,3,C1,parent,4.0,floor,False
206,adult-child,5,3,C1,parent,4.0,four,False
207,adult-child,5,3,C1,parent,4.0,kind,False
208,adult-child,5,3,C1,parent,4.0,shape,False
209,adult-child,5,3,D1,child,4.0,airplane,False
210,adult-child,5,3,D1,child,4.0,doggy,False
211,adult-child,5,3,D1,child,4.0,standing,False
212,adult-child,5,3,D1,child,4.0,leg,False
213,adult-child,5,3,D1,child,4.0,triangle,True
214,adult-child,5,3,D1,child,4.0,doggy,False
215,adult-child,5,3,D1,child,4.0,head,False
216,adult-child,5,3,D1,child,4.0,airplane,False
217,adult-child,5,3,D1,child,4.0,square,False
218,adult-child,5,3,D1,child,4.0,triangle,True
219,adult-child,5,3,E1,parent,4.0,jump,True
220,adult-child,5,3,E1,parent,4.0,kind,False
221,adult-child,5,3,E1,parent,4.0,shape,False
222,adult-child,5,3,F1,child,4.0,doggy,False
223,adult-child,5,3,F1,child,4.0,stand,False
224,adult-child,5,3,F1,child,4.0,leg,False
225,adult-child,5,3,G1,child,4.0,triangle,False
226,adult-child,5,3,G1,child,4.0,face,False
227,adult-child,5,3,G1,child,4.0,way,False
228,adult-child,5,3,G1,child,4.0,point,False
229,adult-child,5,3,G1,child,4.0,thing,False
230,adult-child,5,3,G1,child,4.0,doggy,False
231,adult-child,5,3,G1,child,4.0,standing,False
232,adult-child,5,3,G1,child,4.0,leg,True
233,adult-child,5,3,G1,child,4.0,triangle,False
234,adult-child,5,3,G1,child,4.0,face,False
235,adult-child,5,3,G1,child,4.0,way,False
236,adult-child,5,3,H1,child,4.0,airplane,False
237,adult-child,5,3,H1,child,4.0,triangle,False
238,adult-child,5,3,H1,child,4.0,face,False
239,adult-child,5,3,H1,child,4.0,way,False
240,adult-child,5,3,H1,child,4.0,square,False
241,adult-child,5,3,H1,child,4.0,pointing,False
242,adult-child,5,3,H1,child,4.0,triangle,False
243,adult-child,5,3,I1,parent,4.0,hold,False
244,adult-child,5,3,I1,parent,4.0,hold,False
245,adult-child,5,3,I1,parent,4.0,hurry,False
246,adult-child,5,3,I1,parent,4.0,hold,False
247,adult-child,5,3,K1,parent,4.0,doggy,True
248,adult-child,5,3,K1,parent,4.0,shape,False
249,adult-child,5,3,K1,parent,4.0,think,True
250,adult-child,5,3,K1,parent,4.0,decide,False
251,adult-child,5,4,A1,child,4.0,run,True
252,adult-child,5,4,A1,child,4.0,triangle,True
253,adult-child,5,4,A1,child,4.0,head,True
254,adult-child,5,4,A1,child,4.0,face,True
255,adult-child,5,4,A1,child,4.0,triangle,True
256,adult-child,5,4,A1,child,4.0,way,True
257,adult-child,5,4,A1,child,4.0,right,True
258,adult-child,5,4,A1,child,4.0,left,True
259,adult-child,5,4,A1,child,4.0,run,True
260,adult-child,5,4,B1,parent,4.0,stay,True
261,adult-child,5,4,B1,parent,4.0,go,True
262,adult-child,5,4,B1,parent,4.0,crash,True
263,adult-child,5,4,B1,parent,4.0,describe,True
264,adult-child,5,4,B1,parent,4.0,describe,True
265,adult-child,5,4,B1,parent,4.0,airplane,True
266,adult-child,5,4,B1,parent,4.0,triangle,True
267,adult-child,5,4,B1,parent,4.0,think,True
268,adult-child,5,4,B1,parent,4.0,think,True
269,adult-child,5,4,B1,parent,4.0,good,True
270,adult-child,5,4,B1,parent,4.0,choice,True
271,adult-child,5,4,B1,parent,4.0,say,True
272,adult-child,5,4,B1,parent,4.0,think,True
273,adult-child,5,4,B1,parent,4.0,good,True
274,adult-child,5,4,B1,parent,4.0,choice,True
275,adult-child,5,4,C1,child,4.0,crawl,True
276,adult-child,5,4,C1,child,4.0,run,True
277,adult-child,5,4,C1,child,4.0,diamond,True
278,adult-child,5,4,C1,child,4.0,diamond,True
279,adult-child,5,4,D1,parent,4.0,triangle,True
280,adult-child,5,4,D1,parent,4.0,thing,True
281,adult-child,5,4,D1,parent,4.0,triangle,True
282,adult-child,5,4,D1,parent,4.0,good,True
283,adult-child,5,4,D1,parent,4.0,choice,True
284,adult-child,5,4,D1,parent,4.0,rocket,True
285,adult-child,5,4,E1,child,4.0,jump,True
286,adult-child,5,4,E1,child,4.0,triangle,True
287,adult-child,5,4,E1,child,4.0,point,True
288,adult-child,5,4,E1,child,4.0,face,True
289,adult-child,5,4,E1,child,4.0,jump,True
290,adult-child,5,4,F1,parent,4.0,ready,True
291,adult-child,5,4,F1,parent,4.0,bird,True
292,adult-child,5,4,F1,parent,4.0,school,True
293,adult-child,5,4,G1,parent,4.0,kneel,True
294,adult-child,5,4,G1,parent,4.0,applesauce,True
295,adult-child,5,4,G1,parent,4.0,tell,True
296,adult-child,5,4,G1,parent,4.0,leg,True
297,adult-child,5,4,G1,parent,4.0,fold,True
298,adult-child,5,4,G1,parent,4.0,push,True
299,adult-child,5,4,G1,parent,4.0,think,True
300,adult-child,5,4,G1,parent,4.0,good,True
301,adult-child,5,4,G1,parent,4.0,choice,True
302,adult-child,5,4,G1,parent,4.0,ok,True
303,adult-child,5,4,H1,parent,4.0,describe,True
304,adult-child,5,4,H1,parent,4.0,hold,True
305,adult-child,5,4,H1,parent,4.0,say,True
306,adult-child,5,4,H1,parent,4.0,describethe,True
307,adult-child,5,4,H1,parent,4.0,hold,True
308,adult-child,5,4,H1,parent,4.0,describe,True
309,adult-child,5,4,H1,parent,4.0,tell,True
310,adult-child,5,4,H1,parent,4.0,think,True
311,adult-child,5,4,H1,parent,4.0,good,True
312,adult-child,5,4,H1,parent,4.0,choice,True
313,adult-child,5,4,I1,child,4.0,doggy,True
314,adult-child,5,4,K1,child,4.0,doggy,True
315,adult-child,5,4,K1,child,4.0,stand,True
316,adult-child,5,4,K1,child,4.0,leg,True
317,adult-child,5,4,K1,child,4.0,stand,True
318,adult-child,5,4,K1,child,4.0,run,True
319,adult-child,5,4,K1,child,4.0,think,True
320,adult-child,5,4,K1,child,4.0,run,True
321,adult-child,5,4,K1,child,4.0,doggy,True
322,adult-child,5,4,K1,child,4.0,stand,True
323,adult-child,5,4,K1,child,4.0,leg,True
324,adult-child,5,4,K1,child,4.0,run,True
325,adult-child,5,4,K1,child,4.0,doggy,True
326,adult-child,5,4,K1,child,4.0,standing,True
327,adult-child,5,4,K1,child,4.0,leg,True
328,adult-child,7,1,B1,child,6.0,walk,True
329,adult-child,7,1,C1,child,6.0,lie,False
330,adult-child,7,1,D1,parent,6.0,lay,True
331,adult-child,7,1,D1,parent,6.0,belly,False
332,adult-child,7,1,D1,parent,6.0,read,True
333,adult-child,7,1,D1,parent,6.0,floor,False
334,adult-child,7,1,D1,parent,6.0,kick,False
335,adult-child,7,1,D1,parent,6.0,knee,False
336,adult-child,7,1,E1,child,6.0,jump,True
337,adult-child,7,1,F1,parent,6.0,dab,False
338,adult-child,7,1,G1,parent,6.0,sit,True
339,adult-child,7,1,G1,parent,6.0,chair,True
340,adult-child,7,1,H1,parent,6.0,stand,False
341,adult-child,7,1,H1,parent,6.0,row,False
342,adult-child,7,1,H1,parent,6.0,hold,True
343,adult-child,7,1,H1,parent,6.0,plate,False
344,adult-child,7,1,I1,parent,6.0,hold,False
345,adult-child,7,1,I1,parent,6.0,tray,False
346,adult-child,7,1,I1,parent,6.0,food,False
347,adult-child,7,1,K1,child,6.0,lean,True
348,adult-child,7,1,K1,child,6.0,bow,False
349,adult-child,7,2,A1,parent,6.0,run,True
350,adult-child,7,2,A1,parent,6.0,foot,True
351,adult-child,7,2,B1,parent,6.0,walk,True
352,adult-child,7,2,B1,parent,6.0,ground,False
353,adult-child,7,2,C1,parent,6.0,elbow,True
354,adult-child,7,2,C1,parent,6.0,knee,True
355,adult-child,7,2,C1,parent,6.0,floor,False
356,adult-child,7,2,D1,child,6.0,read,True
357,adult-child,7,2,D1,child,6.0,book,True
358,adult-child,7,2,D1,child,6.0,lay,True
359,adult-child,7,2,E1,parent,6.0,jump,True
360,adult-child,7,2,E1,parent,6.0,joy,True
361,adult-child,7,2,F1,child,6.0,dabbing,False
362,adult-child,7,2,G1,child,6.0,sit,True
363,adult-child,7,2,H1,child,6.0,hold,True
364,adult-child,7,2,I1,child,6.0,hold,False
365,adult-child,7,2,I1,child,6.0,book,False
366,adult-child,7,2,K1,parent,6.0,bend,False
367,adult-child,7,2,K1,parent,6.0,little,False
368,adult-child,7,2,K1,parent,6.0,bit,True
369,adult-child,7,2,K1,parent,6.0,sky,False
370,adult-child,7,3,A1,child,6.0,run,True
371,adult-child,7,3,B1,child,6.0,walk,True
372,adult-child,7,3,C1,child,6.0,knee,True
373,adult-child,7,3,C1,child,6.0,hamd,False
374,adult-child,7,3,D1,parent,6.0,lay,True
375,adult-child,7,3,D1,parent,6.0,floor,False
376,adult-child,7,3,D1,parent,6.0,read,True
377,adult-child,7,3,D1,parent,6.0,book,True
378,adult-child,7,3,E1,child,6.0,jump,True
379,adult-child,7,3,F1,parent,6.0,dab,False
380,adult-child,7,3,G1,parent,6.0,sit,True
381,adult-child,7,3,G1,parent,6.0,chair,True
382,adult-child,7,3,H1,parent,6.0,robe,False
383,adult-child,7,3,H1,parent,6.0,hold,True
384,adult-child,7,3,H1,parent,6.0,bowl,True
385,adult-child,7,3,K1,child,6.0,lean,True
386,adult-child,7,3,K1,child,6.0,go,False
387,adult-child,7,3,K1,child,6.0,slide,False
388,adult-child,7,4,A1,parent,6.0,run,True
389,adult-child,7,4,A1,parent,6.0,get,True
390,adult-child,7,4,A1,parent,6.0,foot,True
391,adult-child,7,4,A1,parent,6.0,ground,True
392,adult-child,7,4,B1,parent,6.0,walk,True
393,adult-child,7,4,C1,parent,6.0,elbow,True
394,adult-child,7,4,C1,parent,6.0,knee,True
395,adult-child,7,4,D1,child,6.0,lay,True
396,adult-child,7,4,D1,child,6.0,read,True
397,adult-child,7,4,D1,child,6.0,book,True
398,adult-child,7,4,E1,parent,6.0,jump,True
399,adult-child,7,4,E1,parent,6.0,joy,True
400,adult-child,7,4,G1,child,6.0,sit,True
401,adult-child,7,4,G1,child,6.0,chair,True
402,adult-child,7,4,H1,child,6.0,hold,True
403,adult-child,7,4,H1,child,6.0,bowl,True
404,adult-child,7,4,K1,parent,6.0,get,True
405,adult-child,7,4,K1,parent,6.0,triangle,True
406,adult-child,7,4,K1,parent,6.0,tush,True
407,adult-child,7,4,K1,parent,6.0,lean,True
408,adult-child,7,4,K1,parent,6.0,bit,True
409,adult-child,9,1,A1,child,6.0,good,False
410,adult-child,9,1,A1,child,6.0,day,False
411,adult-child,9,1,B1,parent,6.0,walk,False
412,adult-child,9,1,B1,parent,6.0,head,False
413,adult-child,9,1,C1,parent,6.0,turn,False
414,adult-child,9,1,C1,parent,6.0,kneel,False
415,adult-child,9,1,C1,parent,6.0,pray,True
416,adult-child,9,1,D1,parent,6.0,lay,False
417,adult-child,9,1,D1,parent,6.0,read,False
418,adult-child,9,1,D1,parent,6.0,foot,False
419,adult-child,9,1,E1,parent,6.0,find,False
420,adult-child,9,1,E1,parent,6.0,good,False
421,adult-child,9,1,E1,parent,6.0,news,False
422,adult-child,9,1,E1,parent,6.0,fly,False
423,adult-child,9,1,E1,parent,6.0,jet,False
424,adult-child,9,1,E1,parent,6.0,fly,False
425,adult-child,9,1,E1,parent,6.0,jet,False
426,adult-child,9,1,F1,parent,6.0,run,False
427,adult-child,9,1,F1,parent,6.0,go,False
428,adult-child,9,1,F1,parent,6.0,hand,False
429,adult-child,9,1,F1,parent,6.0,air,False
430,adult-child,9,1,G1,child,6.0,sit,True
431,adult-child,9,1,G1,child,6.0,dress,True
432,adult-child,9,1,H1,child,6.0,diamond,False
433,adult-child,9,1,H1,child,6.0,head,False
434,adult-child,9,1,H1,child,6.0,weird,False
435,adult-child,9,1,H1,child,6.0,shape,False
436,adult-child,9,1,H1,child,6.0,hand,False
437,adult-child,9,1,H1,child,6.0,foot,False
438,adult-child,9,1,H1,child,6.0,table,False
439,adult-child,9,1,H1,child,6.0,weird,False
440,adult-child,9,1,H1,child,6.0,tray,False
441,adult-child,9,1,I1,child,6.0,offer,True
442,adult-child,9,1,K1,child,6.0,dog,True
443,adult-child,9,1,K1,child,6.0,time,False
444,adult-child,9,1,K1,child,6.0,dog,True
445,adult-child,9,1,K1,child,6.0,lean,False
446,adult-child,9,2,A1,parent,6.0,skip,False
447,adult-child,9,2,B1,child,6.0,walk,False
448,adult-child,9,2,B1,child,6.0,sad,True
449,adult-child,9,2,B1,child,6.0,day,True
450,adult-child,9,2,C1,child,6.0,pray,True
451,adult-child,9,2,C1,child,6.0,kneel,False
452,adult-child,9,2,D1,child,6.0,jet,True
453,adult-child,9,2,D1,child,6.0,little,False
454,adult-child,9,2,D1,child,6.0,cart,False
455,adult-child,9,2,E1,child,6.0,fly,False
456,adult-child,9,2,E1,child,6.0,jet,False
457,adult-child,9,2,F1,child,6.0,run,False
458,adult-child,9,2,F1,child,6.0,shark,False
459,adult-child,9,2,G1,parent,6.0,sit,True
460,adult-child,9,2,G1,parent,6.0,dress,True
461,adult-child,9,2,H1,parent,6.0,stand,False
462,adult-child,9,2,H1,parent,6.0,tray,False
463,adult-child,9,2,I1,parent,6.0,start,False
464,adult-child,9,2,I1,parent,6.0,offer,True
465,adult-child,9,2,I1,parent,6.0,tray,False
466,adult-child,9,2,I1,parent,6.0,bend,False
467,adult-child,9,2,K1,parent,6.0,lean,False
468,adult-child,9,2,K1,parent,6.0,offer,True
469,adult-child,9,2,K1,parent,6.0,butt,False
470,adult-child,9,2,K1,parent,6.0,stick,False
471,adult-child,9,3,A1,child,6.0,skip,False
472,adult-child,9,3,B1,parent,6.0,sad,True
473,adult-child,9,3,B1,parent,6.0,day,True
474,adult-child,9,3,C1,parent,6.0,kneel,False
475,adult-child,9,3,C1,parent,6.0,pray,True
476,adult-child,9,3,D1,parent,6.0,ride,False
477,adult-child,9,3,D1,parent,6.0,jet,True
478,adult-child,9,3,E1,parent,6.0,jump,False
479,adult-child,9,3,E1,parent,6.0,cliff,True
480,adult-child,9,3,E1,parent,6.0,good,False
481,adult-child,9,3,E1,parent,6.0,day,False
482,adult-child,9,3,E1,parent,6.0,skydiving,False
483,adult-child,9,3,F1,parent,6.0,run,False
484,adult-child,9,3,F1,parent,6.0,shark,False
485,adult-child,9,3,G1,child,6.0,sit,True
486,adult-child,9,3,G1,child,6.0,dress,True
487,adult-child,9,3,H1,child,6.0,offer,True
488,adult-child,9,3,H1,child,6.0,tray,False
489,adult-child,9,3,I1,child,6.0,offer,True
490,adult-child,9,3,K1,child,6.0,dog,True
491,adult-child,9,3,K1,child,6.0,offer,True
492,adult-child,9,4,A1,parent,6.0,walk,True
493,adult-child,9,4,A1,parent,6.0,run,True
494,adult-child,9,4,B1,child,6.0,sad,True
495,adult-child,9,4,B1,child,6.0,day,True
496,adult-child,9,4,C1,child,6.0,pray,True
497,adult-child,9,4,D1,child,6.0,fly,True
498,adult-child,9,4,D1,child,6.0,jet,True
499,adult-child,9,4,E1,child,6.0,skydive,True
500,adult-child,9,4,E1,child,6.0,cliff,True
501,adult-child,9,4,F1,child,6.0,see,True
502,adult-child,9,4,F1,child,6.0,scary,True
503,adult-child,9,4,G1,parent,6.0,sit,True
504,adult-child,9,4,G1,parent,6.0,dress,True
505,adult-child,9,4,H1,parent,6.0,pointy,True
506,adult-child,9,4,H1,parent,6.0,hat,True
507,adult-child,9,4,H1,parent,6.0,offer,True
508,adult-child,9,4,I1,parent,6.0,offer,True
509,adult-child,9,4,K1,parent,6.0,dog,True
510,adult-child,9,4,K1,parent,6.0,tray,True
511,adult-child,9,4,K1,parent,6.0,offer,True
512,adult-child,10,1,A1,child,8.0,run,True
513,adult-child,10,1,B1,parent,8.0,walk,False
514,adult-child,10,1,C1,child,8.0,push,False
515,adult-child,10,1,D1,parent,8.0,lay,False
516,adult-child,10,1,D1,parent,8.0,long,False
517,adult-child,10,1,D1,parent,8.0,leg,True
518,adult-child,10,1,D1,parent,8.0,stick,False
519,adult-child,10,1,D1,parent,8.0,air,False
520,adult-child,10,1,E1,parent,8.0,press,False
521,adult-child,10,1,E1,parent,8.0,jump,False
522,adult-child,10,1,E1,parent,8.0,air,False
523,adult-child,10,1,E1,parent,8.0,arm,False
524,adult-child,10,1,F1,child,8.0,jump,False
525,adult-child,10,1,F1,child,8.0,arm,False
526,adult-child,10,1,G1,parent,8.0,sit,True
527,adult-child,10,1,G1,parent,8.0,chair,False
528,adult-child,10,1,H1,child,8.0,sit,False
529,adult-child,10,1,I1,child,8.0,carry,False
530,adult-child,10,1,I1,child,8.0,bowl,True
531,adult-child,10,1,K1,parent,8.0,stick,True
532,adult-child,10,1,K1,parent,8.0,bum,False
533,adult-child,10,2,A1,parent,8.0,run,True
534,adult-child,10,2,B1,child,8.0,walk,False
535,adult-child,10,2,B1,child,8.0,head,False
536,adult-child,10,2,C1,parent,8.0,kneel,False
537,adult-child,10,2,C1,parent,8.0,prayer,True
538,adult-child,10,2,D1,child,8.0,mom,False
539,adult-child,10,2,D1,child,8.0,yoga,False
540,adult-child,10,2,E1,child,8.0,jump,False
541,adult-child,10,2,G1,child,8.0,sit,True
542,adult-child,10,2,H1,parent,8.0,hold,True
543,adult-child,10,2,H1,parent,8.0,bowl,True
544,adult-child,10,2,H1,parent,8.0,close,False
545,adult-child,10,2,I1,parent,8.0,hold,True
546,adult-child,10,2,I1,parent,8.0,bowl,True
547,adult-child,10,2,K1,child,8.0,stick,True
548,adult-child,10,2,K1,child,8.0,butt,True
