,experiment,subid,rep_num,target,person,age,word,final_match
2101,adult-child,27,3,C1,child,4.0,man,False
2102,adult-child,27,3,C1,child,4.0,crawl,True
2103,adult-child,27,3,D1,parent,4.0,swimming,False
2104,adult-child,27,3,E1,child,4.0,man,False
2105,adult-child,27,3,E1,child,4.0,jump,False
2106,adult-child,27,3,F1,parent,4.0,go,False
2107,adult-child,27,3,F1,parent,4.0,phew,True
2108,adult-child,27,3,H1,child,4.0,man,True
2109,adult-child,27,3,H1,child,4.0,serve,True
2110,adult-child,27,3,I1,parent,4.0,man,True
2111,adult-child,27,3,I1,parent,4.0,serve,True
2112,adult-child,27,4,A1,parent,4.0,run,True
2113,adult-child,27,4,B1,child,4.0,man,True
2114,adult-child,27,4,B1,child,4.0,sad,True
2115,adult-child,27,4,B1,child,4.0,walk,True
2116,adult-child,27,4,C1,parent,4.0,crawl,True
2117,adult-child,27,4,D1,child,4.0,man,True
2118,adult-child,27,4,D1,child,4.0,swim,True
2119,adult-child,27,4,G1,child,4.0,lady,True
2120,adult-child,27,4,G1,child,4.0,sit,True
2121,adult-child,27,4,H1,parent,4.0,man,True
2122,adult-child,27,4,H1,parent,4.0,serve,True
2123,adult-child,27,4,H1,parent,4.0,king,True
2124,adult-child,27,4,I1,child,4.0,man,True
2125,adult-child,27,4,I1,child,4.0,serve,True
2126,adult-child,27,4,K1,parent,4.0,man,True
2127,adult-child,27,4,K1,parent,4.0,serve,True
2128,adult-child,28,1,A1,child,4.0,press,False
2129,adult-child,28,1,A1,child,4.0,press,False
2130,adult-child,28,1,A1,child,4.0,foot,True
2131,adult-child,28,1,B1,parent,4.0,press,True
2132,adult-child,28,1,B1,parent,4.0,walk,True
2133,adult-child,28,1,C1,child,4.0,press,False
2134,adult-child,28,1,C1,child,4.0,kneel,False
2135,adult-child,28,1,C1,child,4.0,ground,False
2136,adult-child,28,1,D1,child,4.0,press,False
2137,adult-child,28,1,D1,child,4.0,stand,False
2138,adult-child,28,1,E1,parent,4.0,press,True
2139,adult-child,28,1,E1,parent,4.0,foot,True
2140,adult-child,28,1,E1,parent,4.0,jump,False
2141,adult-child,28,1,F1,parent,4.0,press,True
2142,adult-child,28,1,F1,parent,4.0,raise,False
2143,adult-child,28,1,F1,parent,4.0,arm,False
2144,adult-child,28,1,F1,parent,4.0,air,False
2145,adult-child,28,1,G1,child,4.0,press,False
2146,adult-child,28,1,G1,child,4.0,jump,False
2147,adult-child,28,1,H1,parent,4.0,press,True
2148,adult-child,28,1,H1,parent,4.0,head,False
2149,adult-child,28,1,H1,parent,4.0,diamond,False
2150,adult-child,28,1,H1,parent,4.0,head,False
2151,adult-child,28,1,H1,parent,4.0,diamond,False
2152,adult-child,28,1,H1,parent,4.0,arm,False
2153,adult-child,28,1,H1,parent,4.0,body,False
2154,adult-child,28,1,H1,parent,4.0,thick,False
2155,adult-child,28,1,I1,child,4.0,press,False
2156,adult-child,28,1,I1,child,4.0,tumble,False
2157,adult-child,28,1,K1,parent,4.0,press,True
2158,adult-child,28,1,K1,parent,4.0,lean,True
2159,adult-child,28,1,K1,parent,4.0,head,False
2160,adult-child,28,1,K1,parent,4.0,hat,False
2161,adult-child,28,1,K1,parent,4.0,triangle,False
2162,adult-child,28,1,K1,parent,4.0,hat,False
2163,adult-child,28,2,A1,parent,4.0,press,False
2164,adult-child,28,2,A1,parent,4.0,touch,True
2165,adult-child,28,2,A1,parent,4.0,stand,False
2166,adult-child,28,2,B1,child,4.0,press,True
2167,adult-child,28,2,B1,child,4.0,dog,False
2168,adult-child,28,2,B1,child,4.0,hat,False
2169,adult-child,28,2,C1,parent,4.0,press,False
2170,adult-child,28,2,C1,parent,4.0,kneel,False
2171,adult-child,28,2,D1,parent,4.0,touch,True
2172,adult-child,28,2,D1,parent,4.0,lie,True
2173,adult-child,28,2,E1,child,4.0,press,True
2174,adult-child,28,2,E1,child,4.0,foot,True
2175,adult-child,28,2,G1,parent,4.0,touch,True
2176,adult-child,28,2,G1,parent,4.0,sit,True
2177,adult-child,28,2,H1,child,4.0,press,True
2178,adult-child,28,2,H1,child,4.0,press,True
2179,adult-child,28,2,H1,child,4.0,lean,False
2180,adult-child,28,2,I1,parent,4.0,press,False
2181,adult-child,28,2,I1,parent,4.0,press,False
2182,adult-child,28,2,I1,parent,4.0,hold,True
2183,adult-child,28,2,I1,parent,4.0,upside,False
2184,adult-child,28,2,I1,parent,4.0,triangle,True
2185,adult-child,28,2,K1,child,4.0,press,True
2186,adult-child,28,2,K1,child,4.0,jump,False
2187,adult-child,28,3,A1,child,4.0,press,False
2188,adult-child,28,3,A1,child,4.0,walk,True
2189,adult-child,28,3,A1,child,4.0,foot,True
2190,adult-child,28,3,B1,parent,4.0,touch,False
2191,adult-child,28,3,B1,parent,4.0,walk,True
2192,adult-child,28,3,C1,child,4.0,press,False
2193,adult-child,28,3,C1,child,4.0,lean,True
2194,adult-child,28,3,C1,child,4.0,ground,False
2195,adult-child,28,3,D1,child,4.0,press,False
2196,adult-child,28,3,D1,child,4.0,lie,True
2197,adult-child,28,3,E1,parent,4.0,touch,False
2198,adult-child,28,3,E1,parent,4.0,jump,False
2199,adult-child,28,3,E1,parent,4.0,air,False
2200,adult-child,28,3,F1,parent,4.0,touch,False
2201,adult-child,28,3,F1,parent,4.0,hand,False
2202,adult-child,28,3,F1,parent,4.0,air,False
2203,adult-child,28,3,G1,child,4.0,press,False
2204,adult-child,28,3,G1,child,4.0,diamond,False
2205,adult-child,28,3,G1,child,4.0,head,False
2206,adult-child,28,3,G1,child,4.0,stand,False
2207,adult-child,28,3,H1,parent,4.0,touch,False
2208,adult-child,28,3,H1,parent,4.0,stand,False
2209,adult-child,28,3,I1,child,4.0,press,False
2210,adult-child,28,3,I1,child,4.0,walk,False
2211,adult-child,28,3,I1,child,4.0,foot,False
2212,adult-child,28,3,K1,parent,4.0,touch,False
2213,adult-child,28,3,K1,parent,4.0,triangle,False
2214,adult-child,28,3,K1,parent,4.0,hat,False
2215,adult-child,28,4,A1,parent,4.0,touch,True
2216,adult-child,28,4,A1,parent,4.0,walk,True
2217,adult-child,28,4,A1,parent,4.0,foot,True
2218,adult-child,28,4,B1,child,4.0,press,True
2219,adult-child,28,4,B1,child,4.0,walk,True
2220,adult-child,28,4,C1,parent,4.0,touch,True
2221,adult-child,28,4,C1,parent,4.0,lean,True
2222,adult-child,28,4,D1,parent,4.0,touch,True
2223,adult-child,28,4,D1,parent,4.0,lie,True
2224,adult-child,28,4,E1,child,4.0,press,True
2225,adult-child,28,4,E1,child,4.0,walk,True
2226,adult-child,28,4,E1,child,4.0,foot,True
2227,adult-child,28,4,F1,child,4.0,press,True
2228,adult-child,28,4,F1,child,4.0,walk,True
2229,adult-child,28,4,G1,parent,4.0,touch,True
2230,adult-child,28,4,G1,parent,4.0,sit,True
2231,adult-child,28,4,H1,child,4.0,press,True
2232,adult-child,28,4,H1,child,4.0,jump,True
2233,adult-child,28,4,I1,parent,4.0,yo,True
2234,adult-child,28,4,I1,parent,4.0,utouch,True
2235,adult-child,28,4,I1,parent,4.0,hold,True
2236,adult-child,28,4,I1,parent,4.0,triangle,True
2237,adult-child,28,4,K1,child,4.0,press,True
2238,adult-child,28,4,K1,child,4.0,lean,True
2239,adult-child,28,4,K1,child,4.0,foot,True
2240,adult-child,28,4,K1,child,4.0,ground,True
2241,adult-child,28,4,K1,child,4.0,foot,True
2242,adult-child,28,4,K1,child,4.0,air,True
2243,adult-child,30,1,A1,child,8.0,church,False
2244,adult-child,30,1,A1,child,8.0,clothe,False
2245,adult-child,30,1,A1,child,8.0,picture,False
2246,adult-child,30,1,A1,child,8.0,square,False
2247,adult-child,30,1,A1,child,8.0,triangle,False
2248,adult-child,30,1,A1,child,8.0,point,False
2249,adult-child,30,1,A1,child,8.0,triangle,False
2250,adult-child,30,1,A1,child,8.0,foot,False
2251,adult-child,30,1,A1,child,8.0,way,False
2252,adult-child,30,1,A1,child,8.0,point,False
2253,adult-child,30,1,A1,child,8.0,like-,False
2254,adult-child,30,1,B1,child,8.0,walk,True
2255,adult-child,30,1,B1,child,8.0,kneel,False
2256,adult-child,30,1,B1,child,8.0,walk,True
2257,adult-child,30,1,B1,child,8.0,walk,True
2258,adult-child,30,1,C1,child,8.0,kneel,True
2259,adult-child,30,1,D1,parent,8.0,airplane,True
2260,adult-child,30,1,E1,parent,8.0,jump,True
2261,adult-child,30,1,E1,parent,8.0,excited,False
2262,adult-child,30,1,E1,parent,8.0,get,False
2263,adult-child,30,1,E1,parent,8.0,good,False
2264,adult-child,30,1,E1,parent,8.0,news,False
2265,adult-child,30,1,E1,parent,8.0,graduate,False
2266,adult-child,30,1,E1,parent,8.0,college,False
2267,adult-child,30,1,E1,parent,8.0,jump,True
2268,adult-child,30,1,F1,parent,8.0,kneel,False
2269,adult-child,30,1,G1,parent,8.0,kneel,False
2270,adult-child,30,1,G1,parent,8.0,woman,False
2271,adult-child,30,1,G1,parent,8.0,stand,False
2272,adult-child,30,1,G1,parent,8.0,lady,True
2273,adult-child,30,1,G1,parent,8.0,stand,False
2274,adult-child,30,1,H1,child,8.0,swimming,False
2275,adult-child,30,1,H1,child,8.0,hold,False
2276,adult-child,30,1,H1,child,8.0,church,False
2277,adult-child,30,1,H1,child,8.0,dress,False
2278,adult-child,30,1,H1,child,8.0,cloak,False
2279,adult-child,30,1,H1,child,8.0,thing,False
2280,adult-child,30,1,H1,child,8.0,cause,False
2281,adult-child,30,1,H1,child,8.0,church,False
2282,adult-child,30,1,I1,parent,8.0,serve,False
2283,adult-child,30,1,I1,parent,8.0,tray,False
2284,adult-child,30,1,I1,parent,8.0,serve,False
2285,adult-child,30,1,I1,parent,8.0,tray,False
2286,adult-child,30,1,I1,parent,8.0,restaurant,False
2287,adult-child,30,1,K1,child,8.0,man,False
2288,adult-child,30,1,K1,child,8.0,hat,False
2289,adult-child,30,1,K1,child,8.0,triangle,False
2290,adult-child,30,1,K1,child,8.0,hat,False
2291,adult-child,30,2,A1,parent,8.0,run,True
2292,adult-child,30,2,A1,parent,8.0,race,False
2293,adult-child,30,2,B1,parent,8.0,sad,False
2294,adult-child,30,2,C1,parent,8.0,choice,False
2295,adult-child,30,2,C1,parent,8.0,kneel,True
2296,adult-child,30,2,D1,child,8.0,airplane,True
2297,adult-child,30,2,D1,child,8.0,circle,False
2298,adult-child,30,2,D1,child,8.0,square,False
2299,adult-child,30,2,E1,child,8.0,jump,True
2300,adult-child,30,2,E1,child,8.0,joy,True
2301,adult-child,30,2,F1,child,8.0,tower,False
2302,adult-child,30,2,F1,child,8.0,triangle,False
2303,adult-child,30,2,F1,child,8.0,triangle,False
2304,adult-child,30,2,F1,child,8.0,square,False
2305,adult-child,30,2,F1,child,8.0,walk,False
2306,adult-child,30,2,F1,child,8.0,sad,False
2307,adult-child,30,2,G1,child,8.0,sit,True
2308,adult-child,30,2,H1,parent,8.0,hold,False
2309,adult-child,30,2,H1,parent,8.0,diploma,False
2310,adult-child,30,2,H1,parent,8.0,cap,True
2311,adult-child,30,2,H1,parent,8.0,gown,True
2312,adult-child,30,2,I1,child,8.0,hold,True
2313,adult-child,30,2,I1,child,8.0,bowl,True
2314,adult-child,30,2,K1,parent,8.0,bend,False
2315,adult-child,30,3,A1,child,8.0,cape,True
2316,adult-child,30,3,A1,child,8.0,run,True
2317,adult-child,30,3,B1,child,8.0,walk,True
2318,adult-child,30,3,C1,child,8.0,kneel,True
2319,adult-child,30,3,C1,child,8.0,head,False
2320,adult-child,30,3,D1,parent,8.0,airplane,True
2321,adult-child,30,3,D1,parent,8.0,cube,True
2322,adult-child,30,3,E1,parent,8.0,jump,True
2323,adult-child,30,3,E1,parent,8.0,joy,True
2324,adult-child,30,3,F1,parent,8.0,dab,False
2325,adult-child,30,3,G1,parent,8.0,lady,True
2326,adult-child,30,3,H1,child,8.0,church,False
2327,adult-child,30,3,H1,child,8.0,cloak,False
2328,adult-child,30,3,H1,child,8.0,run,False
2329,adult-child,30,3,I1,parent,8.0,hold,True
2330,adult-child,30,3,I1,parent,8.0,tray,False
2331,adult-child,30,3,K1,child,8.0,hold,False
2332,adult-child,30,3,K1,child,8.0,hand,True
2333,adult-child,30,4,A1,parent,8.0,run,True
2334,adult-child,30,4,A1,parent,8.0,cape,True
2335,adult-child,30,4,B1,parent,8.0,walk,True
2336,adult-child,30,4,B1,parent,8.0,head,True
2337,adult-child,30,4,C1,parent,8.0,kneel,True
2338,adult-child,30,4,D1,child,8.0,airplane,True
2339,adult-child,30,4,D1,child,8.0,cube,True
2340,adult-child,30,4,E1,child,8.0,jump,True
2341,adult-child,30,4,E1,child,8.0,joy,True
2342,adult-child,30,4,G1,child,8.0,lady,True
2343,adult-child,30,4,G1,child,8.0,sit,True
2344,adult-child,30,4,G1,child,8.0,church,True
2345,adult-child,30,4,H1,parent,8.0,cap,True
2346,adult-child,30,4,H1,parent,8.0,gown,True
2347,adult-child,30,4,I1,child,8.0,xxx,True
2348,adult-child,30,4,I1,child,8.0,hold,True
2349,adult-child,30,4,I1,child,8.0,bowl,True
2350,adult-child,30,4,K1,parent,8.0,hand,True
2351,adult-child,30,4,K1,parent,8.0,receive,True
2352,adult-child,31,1,A1,parent,6.0,walk,False
2353,adult-child,31,1,B1,parent,6.0,walk,True
2354,adult-child,31,1,B1,parent,6.0,head,True
2355,adult-child,31,1,B1,parent,6.0,sad,False
2356,adult-child,31,1,C1,parent,6.0,kneel,False
2357,adult-child,31,1,C1,parent,6.0,ground,False
2358,adult-child,31,1,C1,parent,6.0,arm,False
2359,adult-child,31,1,D1,child,6.0,lie,False
2360,adult-child,31,1,F1,child,6.0,dab,False
2361,adult-child,31,1,G1,parent,6.0,straight,False
2362,adult-child,31,1,G1,parent,6.0,bent,False
2363,adult-child,31,1,G1,parent,6.0,knee,False
2364,adult-child,31,1,H1,parent,6.0,sit,False
2365,adult-child,31,1,H1,parent,6.0,stand,False
2366,adult-child,31,1,H1,parent,6.0,read,False
2367,adult-child,31,1,H1,parent,6.0,book,False
2368,adult-child,31,1,H1,parent,6.0,straight,False
2369,adult-child,31,1,I1,child,6.0,give,False
2370,adult-child,31,1,I1,child,6.0,stew,False
2371,adult-child,31,1,I1,child,6.0,apple,False
2372,adult-child,31,1,I1,child,6.0,xxx,False
2373,adult-child,31,2,A1,child,6.0,lady,False
2374,adult-child,31,2,A1,child,6.0,girl,False
2375,adult-child,31,2,A1,child,6.0,run,True
2376,adult-child,31,2,B1,child,6.0,girl,False
2377,adult-child,31,2,B1,child,6.0,sad,False
2378,adult-child,31,2,B1,child,6.0,walk,True
2379,adult-child,31,2,C1,child,6.0,leg,True
2380,adult-child,31,2,C1,child,6.0,try,False
2381,adult-child,31,2,C1,child,6.0,find,False
2382,adult-child,31,2,C1,child,6.0,bed,False
2383,adult-child,31,2,D1,parent,6.0,lay,False
2384,adult-child,31,2,D1,parent,6.0,floor,False
2385,adult-child,31,2,E1,parent,6.0,jump,True
2386,adult-child,31,2,E1,parent,6.0,reach,False
2387,adult-child,31,2,E1,parent,6.0,high,False
2388,adult-child,31,2,F1,parent,6.0,triangle,True
2389,adult-child,31,2,F1,parent,6.0,foot,False
2390,adult-child,31,2,F1,parent,6.0,spread,False
2391,adult-child,31,2,F1,parent,6.0,triangle,True
2392,adult-child,31,2,F1,parent,6.0,foot,False
2393,adult-child,31,2,G1,child,6.0,lady,True
2394,adult-child,31,2,G1,child,6.0,bath-,False
2395,adult-child,31,2,G1,child,6.0,toilet,False
2396,adult-child,31,2,H1,child,6.0,minister,True
2397,adult-child,31,2,H1,child,6.0,get,False
2398,adult-child,31,2,H1,child,6.0,book,False
2399,adult-child,31,2,I1,parent,6.0,describe,False
2400,adult-child,31,2,I1,parent,6.0,give,False
2401,adult-child,31,2,I1,parent,6.0,stew,False
2402,adult-child,31,2,I1,parent,6.0,soup,False
2403,adult-child,31,2,I1,parent,6.0,baby,False
2404,adult-child,31,2,K1,parent,6.0,hand,False
2405,adult-child,31,3,A1,parent,6.0,walk,False
2406,adult-child,31,3,B1,parent,6.0,head,True
2407,adult-child,31,3,C1,parent,6.0,kneel,False
2408,adult-child,31,3,C1,parent,6.0,ground,False
2409,adult-child,31,3,C1,parent,6.0,pray,False
2410,adult-child,31,3,D1,child,6.0,lady,False
2411,adult-child,31,3,D1,child,6.0,wasasa,False
2412,adult-child,31,3,D1,child,6.0,play,False
2413,adult-child,31,3,D1,child,6.0,wasasawing,False
2414,adult-child,31,3,D1,child,6.0,know,False
2415,adult-child,31,3,D1,child,6.0,mean,False
2416,adult-child,31,3,D1,child,6.0,lay,False
2417,adult-child,31,3,D1,child,6.0,langauge,False
2418,adult-child,31,3,E1,child,6.0,girl,False
2419,adult-child,31,3,E1,child,6.0,jump,True
2420,adult-child,31,3,E1,child,6.0,cute,False
2421,adult-child,31,3,E1,child,6.0,little,False
2422,adult-child,31,3,E1,child,6.0,sneaker,False
2423,adult-child,31,3,F1,child,6.0,woman,False
2424,adult-child,31,3,F1,child,6.0,leg,False
2425,adult-child,31,3,F1,child,6.0,spread,False
2426,adult-child,31,3,F1,child,6.0,ready,False
2427,adult-child,31,3,F1,child,6.0,fly,False
2428,adult-child,31,3,G1,parent,6.0,lady,True
2429,adult-child,31,3,G1,parent,6.0,sit,False
2430,adult-child,31,3,G1,parent,6.0,dress,False
2431,adult-child,31,3,G1,parent,6.0,bench,False
2432,adult-child,31,3,G1,parent,6.0,xxx,False
2433,adult-child,31,3,H1,parent,6.0,stand,False
2434,adult-child,31,3,H1,parent,6.0,read,False
2435,adult-child,31,3,H1,parent,6.0,book,False
2436,adult-child,31,3,H1,parent,6.0,podium,False
2437,adult-child,31,3,I1,child,6.0,give,False
2438,adult-child,31,3,I1,child,6.0,stew,False
2439,adult-child,31,3,K1,child,6.0,lady,False
2440,adult-child,31,3,K1,child,6.0,give,False
2441,adult-child,31,3,K1,child,6.0,little,False
2442,adult-child,31,3,K1,child,6.0,present,False
2443,adult-child,31,3,K1,child,6.0,money,False
2444,adult-child,31,4,A1,child,6.0,run,True
2445,adult-child,31,4,B1,child,6.0,say,True
2446,adult-child,31,4,B1,child,6.0,head,True
2447,adult-child,31,4,B1,child,6.0,walk,True
2448,adult-child,31,4,C1,child,6.0,kick,True
2449,adult-child,31,4,C1,child,6.0,leg,True
2450,adult-child,31,4,D1,parent,6.0,foot,True
2451,adult-child,31,4,D1,parent,6.0,air,True
2452,adult-child,31,4,D1,parent,6.0,foot,True
2453,adult-child,31,4,E1,parent,6.0,jump,True
2454,adult-child,31,4,E1,parent,6.0,joy,True
2455,adult-child,31,4,F1,parent,6.0,triangle,True
2456,adult-child,31,4,F1,parent,6.0,wear,True
2457,adult-child,31,4,F1,parent,6.0,dress,True
2458,adult-child,31,4,F1,parent,6.0,triangular,True
2459,adult-child,31,4,F1,parent,6.0,heel,True
2460,adult-child,31,4,G1,child,6.0,lady,True
2461,adult-child,31,4,G1,child,6.0,potty,True
2462,adult-child,31,4,H1,child,6.0,minister,True
2463,adult-child,31,4,I1,parent,6.0,butler,True
2464,adult-child,31,4,I1,parent,6.0,hold,True
2465,adult-child,31,4,I1,parent,6.0,basin,True
2466,adult-child,31,4,I1,parent,6.0,bowl,True
2467,adult-child,31,4,K1,parent,6.0,triangular,True
2468,adult-child,31,4,K1,parent,6.0,hat,True
2469,adult-child,32,1,A1,child,6.0,boy,False
2470,adult-child,32,1,A1,child,6.0,foot,True
2471,adult-child,32,1,A1,child,6.0,foot,True
2472,adult-child,32,1,B1,child,6.0,man,False
2473,adult-child,32,1,B1,child,6.0,walk,True
2474,adult-child,32,1,C1,parent,6.0,crawl,False
2475,adult-child,32,1,D1,child,6.0,man,False
2476,adult-child,32,1,D1,child,6.0,floor,False
2477,adult-child,32,1,E1,parent,6.0,man,False
2478,adult-child,32,1,E1,parent,6.0,jump,False
2479,adult-child,32,1,F1,child,6.0,girl,False
2480,adult-child,32,1,F1,child,6.0,run,False
2481,adult-child,32,1,G1,parent,6.0,turn,False
2482,adult-child,32,1,G1,parent,6.0,man,True
2483,adult-child,32,1,G1,parent,6.0,stand,False
2484,adult-child,32,1,G1,parent,6.0,stand,False
2485,adult-child,32,1,G1,parent,6.0,lay,False
2486,adult-child,32,1,G1,parent,6.0,stand,False
2487,adult-child,32,1,G1,parent,6.0,stand,False
2488,adult-child,32,1,G1,parent,6.0,stand,False
2489,adult-child,32,1,G1,parent,6.0,tall,False
2490,adult-child,32,1,H1,parent,6.0,shape,False
2491,adult-child,32,1,H1,parent,6.0,stand,False
2492,adult-child,32,1,I1,parent,6.0,waiter,False
2493,adult-child,32,1,I1,parent,6.0,know,False
2494,adult-child,32,1,I1,parent,6.0,waiter,False
2495,adult-child,32,1,I1,parent,6.0,waiter,False
2496,adult-child,32,1,I1,parent,6.0,eat,False
2497,adult-child,32,1,I1,parent,6.0,come,False
2498,adult-child,32,1,I1,parent,6.0,plate,False
2499,adult-child,32,1,I1,parent,6.0,hand,True
2500,adult-child,32,1,K1,child,6.0,man,False
2501,adult-child,32,1,K1,child,6.0,hand,False
2502,adult-child,32,1,K1,child,6.0,foot,True
2503,adult-child,32,1,K1,child,6.0,shape,False
2504,adult-child,32,1,K1,child,6.0,man,False
2505,adult-child,32,1,K1,child,6.0,bend,False
2506,adult-child,32,2,A1,parent,6.0,girl,False
2507,adult-child,32,2,A1,parent,6.0,foot,True
2508,adult-child,32,2,A1,parent,6.0,foot,True
2509,adult-child,32,2,B1,parent,6.0,walk,True
2510,adult-child,32,2,C1,child,6.0,man,True
2511,adult-child,32,2,C1,child,6.0,bend,True
2512,adult-child,32,2,D1,parent,6.0,lay,True
2513,adult-child,32,2,D1,parent,6.0,flat,True
2514,adult-child,32,2,E1,child,6.0,man,False
2515,adult-child,32,2,E1,child,6.0,sky,False
2516,adult-child,32,2,F1,parent,6.0,man,False
2517,adult-child,32,2,F1,parent,6.0,walk,False
2518,adult-child,32,2,F1,parent,6.0,man,False
2519,adult-child,32,2,G1,child,6.0,man,True
2520,adult-child,32,2,G1,child,6.0,gesture,False
2521,adult-child,32,2,G1,child,6.0,girl,True
2522,adult-child,32,2,H1,child,6.0,girl,False
2523,adult-child,32,2,H1,child,6.0,cup,True
2524,adult-child,32,2,H1,child,6.0,hand,True
2525,adult-child,32,2,H1,child,6.0,girl,False
2526,adult-child,32,2,H1,child,6.0,attempt,False
2527,adult-child,32,2,I1,child,6.0,cup,True
2528,adult-child,32,2,I1,child,6.0,hand,True
2529,adult-child,32,2,I1,child,6.0,serve,False
2530,adult-child,32,2,I1,child,6.0,food,False
2531,adult-child,32,2,K1,parent,6.0,bend,False
2532,adult-child,32,2,K1,parent,6.0,hand,False
2533,adult-child,32,3,A1,child,6.0,boy,False
2534,adult-child,32,3,A1,child,6.0,leg,False
2535,adult-child,32,3,A1,child,6.0,leg,False
2536,adult-child,32,3,B1,child,6.0,turn,False
2537,adult-child,32,3,B1,child,6.0,man,False
2538,adult-child,32,3,B1,child,6.0,walk,True
2539,adult-child,32,3,C1,parent,6.0,man,True
2540,adult-child,32,3,C1,parent,6.0,persont,False
2541,adult-child,32,3,C1,parent,6.0,hat,False
2542,adult-child,32,3,C1,parent,6.0,jump,False
2543,adult-child,32,3,C1,parent,6.0,bend,True
2544,adult-child,32,3,C1,parent,6.0,bend,True
2545,adult-child,32,3,D1,child,6.0,boy,False
2546,adult-child,32,3,D1,child,6.0,flat,True
2547,adult-child,32,3,E1,parent,6.0,jump,False
2548,adult-child,32,3,E1,parent,6.0,air,False
2549,adult-child,32,3,E1,parent,6.0,waiter,False
2550,adult-child,32,3,E1,parent,6.0,opposite,False
2551,adult-child,32,3,F1,child,6.0,turn,False
2552,adult-child,32,3,F1,child,6.0,put,False
2553,adult-child,32,3,F1,child,6.0,hand,False
2554,adult-child,32,3,F1,child,6.0,get,False
2555,adult-child,32,3,F1,child,6.0,leg,False
2556,adult-child,32,3,F1,child,6.0,leg,False
2557,adult-child,32,3,G1,parent,6.0,jump,False
2558,adult-child,32,3,G1,parent,6.0,air,False
2559,adult-child,32,3,G1,parent,6.0,opposite,False
2560,adult-child,32,3,H1,parent,6.0,waiter,False
2561,adult-child,32,3,H1,parent,6.0,hand,True
2562,adult-child,32,3,H1,parent,6.0,lay,False
2563,adult-child,32,3,I1,parent,6.0,waiter,False
2564,adult-child,32,3,I1,parent,6.0,waiter,False
2565,adult-child,32,3,I1,parent,6.0,plate,False
2566,adult-child,32,3,I1,parent,6.0,hand,True
2567,adult-child,32,3,K1,child,6.0,turn,False
2568,adult-child,32,3,K1,child,6.0,go,False
2569,adult-child,32,3,K1,child,6.0,hand,False
2570,adult-child,32,3,K1,child,6.0,mm,False
2571,adult-child,32,3,K1,child,6.0,sound,False
2572,adult-child,32,4,A1,parent,6.0,foot,True
2573,adult-child,32,4,A1,parent,6.0,foot,True
2574,adult-child,32,4,B1,parent,6.0,walk,True
2575,adult-child,32,4,C1,child,6.0,man,True
2576,adult-child,32,4,C1,child,6.0,bend,True
2577,adult-child,32,4,D1,parent,6.0,lay,True
2578,adult-child,32,4,D1,parent,6.0,flat,True
2579,adult-child,32,4,D1,parent,6.0,jump,True
2580,adult-child,32,4,D1,parent,6.0,lay,True
2581,adult-child,32,4,D1,parent,6.0,flat,True
2582,adult-child,32,4,D1,parent,6.0,ground,True
2583,adult-child,32,4,E1,child,6.0,boy,True
2584,adult-child,32,4,E1,child,6.0,fly,True
2585,adult-child,32,4,F1,parent,6.0,opposite,True
2586,adult-child,32,4,F1,parent,6.0,opposite,True
2587,adult-child,32,4,F1,parent,6.0,lay,True
2588,adult-child,32,4,F1,parent,6.0,bend,True
2589,adult-child,32,4,G1,child,6.0,man,True
2590,adult-child,32,4,G1,child,6.0,girl,True
2591,adult-child,32,4,G1,child,6.0,poor,True
2592,adult-child,32,4,G1,child,6.0,xxx,True
2593,adult-child,32,4,G1,child,6.0,girl,True
2594,adult-child,32,4,G1,child,6.0,big,True
2595,adult-child,32,4,G1,child,6.0,square,True
2596,adult-child,32,4,G1,child,6.0,girl,True
2597,adult-child,32,4,H1,child,6.0,boy,True
2598,adult-child,32,4,H1,child,6.0,cup,True
2599,adult-child,32,4,H1,child,6.0,hand,True
2600,adult-child,32,4,I1,child,6.0,boy,True
2601,adult-child,32,4,I1,child,6.0,cup,True
2602,adult-child,32,4,I1,child,6.0,hand,True
2603,adult-child,32,4,K1,parent,6.0,foot,True
2604,adult-child,32,4,K1,parent,6.0,foot,True
2605,adult-child,32,4,K1,parent,6.0,opposite,True
2606,adult-child,33,1,A1,parent,8.0,run,False
2607,adult-child,33,1,A1,parent,8.0,run,False
2608,adult-child,33,1,B1,child,8.0,walk,True
2609,adult-child,33,1,C1,child,8.0,crawl,True
2610,adult-child,33,1,D1,parent,8.0,lie,True
2611,adult-child,33,1,E1,parent,8.0,jump,True
2612,adult-child,33,1,E1,parent,8.0,air,False
2613,adult-child,33,1,F1,parent,8.0,tricky,False
2614,adult-child,33,1,F1,parent,8.0,clown,False
2615,adult-child,33,1,F1,parent,8.0,funny,False
2616,adult-child,33,1,F1,parent,8.0,hat,False
2617,adult-child,33,1,F1,parent,8.0,birthday,False
2618,adult-child,33,1,F1,parent,8.0,hat,False
2619,adult-child,33,1,G1,child,8.0,tower,True
2620,adult-child,33,1,H1,parent,8.0,tower,False
2621,adult-child,33,1,H1,parent,8.0,tower,False
2622,adult-child,33,1,I1,child,8.0,give,True
2623,adult-child,33,1,I1,child,8.0,steal,False
2624,adult-child,33,1,K1,child,8.0,house,False
2625,adult-child,33,1,K1,child,8.0,play,False
2626,adult-child,33,2,B1,parent,8.0,walk,True
2627,adult-child,33,2,C1,parent,8.0,bout,False
2628,adult-child,33,2,C1,parent,8.0,crawl,True
2629,adult-child,33,2,D1,child,8.0,lie,True
