experiment,subid,target,final_round_person,age,earlier_rep,later_rep,word,match
adult-child,4,A1,parent,6.0,1,2,run,False
adult-child,4,B1,parent,6.0,1,2,bad,False
adult-child,4,B1,parent,6.0,1,2,day,False
adult-child,4,C1,parent,6.0,1,2,drop,False
adult-child,4,C1,parent,6.0,1,2,ground,False
adult-child,4,C1,parent,6.0,1,2,key,False
adult-child,4,D1,child,6.0,1,2,swim,True
adult-child,4,E1,parent,6.0,1,2,good,False
adult-child,4,E1,parent,6.0,1,2,job,False
adult-child,4,F1,parent,6.0,1,2,okay,False
adult-child,4,F1,parent,6.0,1,2,say,False
adult-child,4,F1,parent,6.0,1,2,wait,False
adult-child,4,G1,child,6.0,1,2,bench,False
adult-child,4,G1,child,6.0,1,2,sit,False
adult-child,4,H1,child,6.0,1,2,monk,False
adult-child,4,I1,child,6.0,1,2,dog,False
adult-child,4,I1,child,6.0,1,2,water,False
adult-child,4,K1,child,6.0,1,2,eat,False
adult-child,4,K1,child,6.0,1,2,food,False
adult-child,4,K1,child,6.0,1,2,ready,False
adult-child,4,K1,child,6.0,1,2,wait,False
adult-child,4,A1,child,6.0,1,3,day,False
adult-child,4,A1,child,6.0,2,3,day,False
adult-child,4,A1,child,6.0,1,3,good,False
adult-child,4,A1,child,6.0,2,3,good,False
adult-child,4,A1,child,6.0,1,3,they're,False
adult-child,4,A1,child,6.0,2,3,they're,False
adult-child,4,A1,child,6.0,1,3,walk,True
adult-child,4,A1,child,6.0,2,3,walk,False
adult-child,4,B1,child,6.0,1,3,sad,False
adult-child,4,B1,child,6.0,2,3,sad,False
adult-child,4,C1,child,6.0,1,3,drop,False
adult-child,4,C1,child,6.0,2,3,drop,True
adult-child,4,C1,child,6.0,1,3,penny,False
adult-child,4,C1,child,6.0,2,3,penny,False
adult-child,4,E1,child,6.0,1,3,joy,True
adult-child,4,E1,child,6.0,2,3,joy,False
adult-child,4,E1,child,6.0,1,3,jump,True
adult-child,4,E1,child,6.0,2,3,jump,False
adult-child,4,F1,child,6.0,1,3,bus,False
adult-child,4,F1,child,6.0,2,3,bus,False
adult-child,4,F1,child,6.0,1,3,run,False
adult-child,4,F1,child,6.0,2,3,run,False
adult-child,4,F1,child,6.0,1,3,wait,False
adult-child,4,F1,child,6.0,2,3,wait,True
adult-child,4,G1,parent,6.0,1,3,break,False
adult-child,4,G1,parent,6.0,2,3,break,False
adult-child,4,G1,parent,6.0,1,3,quiet,False
adult-child,4,G1,parent,6.0,2,3,quiet,False
adult-child,4,G1,parent,6.0,1,3,sit,False
adult-child,4,G1,parent,6.0,2,3,sit,True
adult-child,4,H1,parent,6.0,1,3,bowl,False
adult-child,4,H1,parent,6.0,2,3,bowl,False
adult-child,4,H1,parent,6.0,1,3,hold,False
adult-child,4,H1,parent,6.0,2,3,hold,False
adult-child,4,H1,parent,6.0,1,3,monk,False
adult-child,4,H1,parent,6.0,2,3,monk,True
adult-child,4,I1,parent,6.0,1,3,bring,False
adult-child,4,I1,parent,6.0,2,3,bring,False
adult-child,4,I1,parent,6.0,1,3,flower,False
adult-child,4,I1,parent,6.0,2,3,flower,False
adult-child,4,I1,parent,6.0,1,3,say,True
adult-child,4,I1,parent,6.0,2,3,say,False
adult-child,4,I1,parent,6.0,1,3,turn,False
adult-child,4,I1,parent,6.0,2,3,turn,False
adult-child,4,K1,parent,6.0,1,3,hand,False
adult-child,4,K1,parent,6.0,2,3,hand,False
adult-child,4,K1,parent,6.0,1,3,hold,False
adult-child,4,K1,parent,6.0,2,3,hold,False
adult-child,4,K1,parent,6.0,1,3,lean,False
adult-child,4,K1,parent,6.0,2,3,lean,False
adult-child,4,A1,parent,6.0,1,4,miss,False
adult-child,4,A1,parent,6.0,2,4,miss,False
adult-child,4,A1,parent,6.0,3,4,miss,False
adult-child,4,A1,parent,6.0,1,4,street,False
adult-child,4,A1,parent,6.0,2,4,street,False
adult-child,4,A1,parent,6.0,3,4,street,False
adult-child,4,A1,parent,6.0,1,4,walk,True
adult-child,4,A1,parent,6.0,2,4,walk,False
adult-child,4,A1,parent,6.0,3,4,walk,True
adult-child,4,B1,parent,6.0,1,4,kick,False
adult-child,4,B1,parent,6.0,2,4,kick,False
adult-child,4,B1,parent,6.0,3,4,kick,False
adult-child,4,B1,parent,6.0,1,4,pinecone,False
adult-child,4,B1,parent,6.0,2,4,pinecone,False
adult-child,4,B1,parent,6.0,3,4,pinecone,False
adult-child,4,B1,parent,6.0,1,4,play,False
adult-child,4,B1,parent,6.0,2,4,play,False
adult-child,4,B1,parent,6.0,3,4,play,False
adult-child,4,B1,parent,6.0,1,4,rocket,False
adult-child,4,B1,parent,6.0,2,4,rocket,False
adult-child,4,B1,parent,6.0,3,4,rocket,False
adult-child,4,C1,parent,6.0,1,4,arm,False
adult-child,4,C1,parent,6.0,2,4,arm,False
adult-child,4,C1,parent,6.0,3,4,arm,False
adult-child,4,C1,parent,6.0,1,4,dive,False
adult-child,4,C1,parent,6.0,2,4,dive,False
adult-child,4,C1,parent,6.0,3,4,dive,False
adult-child,4,C1,parent,6.0,1,4,pool,False
adult-child,4,C1,parent,6.0,2,4,pool,False
adult-child,4,C1,parent,6.0,3,4,pool,False
adult-child,4,D1,child,6.0,1,4,end,False
adult-child,4,D1,child,6.0,2,4,end,False
adult-child,4,D1,child,6.0,3,4,end,False
adult-child,4,D1,child,6.0,1,4,ocean,False
adult-child,4,D1,child,6.0,2,4,ocean,False
adult-child,4,D1,child,6.0,3,4,ocean,False
adult-child,4,D1,child,6.0,1,4,swim,True
adult-child,4,D1,child,6.0,2,4,swim,True
adult-child,4,D1,child,6.0,3,4,swim,False
adult-child,4,E1,parent,6.0,1,4,catch,False
adult-child,4,E1,parent,6.0,2,4,catch,False
adult-child,4,E1,parent,6.0,3,4,catch,False
adult-child,4,E1,parent,6.0,1,4,jump,True
adult-child,4,E1,parent,6.0,2,4,jump,False
adult-child,4,E1,parent,6.0,3,4,jump,True
adult-child,4,F1,parent,6.0,1,4,run,False
adult-child,4,F1,parent,6.0,2,4,run,False
adult-child,4,F1,parent,6.0,3,4,run,True
adult-child,4,F1,parent,6.0,1,4,say,False
adult-child,4,F1,parent,6.0,2,4,say,True
adult-child,4,F1,parent,6.0,3,4,say,False
adult-child,4,F1,parent,6.0,1,4,street,False
adult-child,4,F1,parent,6.0,2,4,street,False
adult-child,4,F1,parent,6.0,3,4,street,False
adult-child,4,G1,child,6.0,1,4,bench,False
adult-child,4,G1,child,6.0,2,4,bench,True
adult-child,4,G1,child,6.0,3,4,bench,False
adult-child,4,G1,child,6.0,1,4,bus,False
adult-child,4,G1,child,6.0,2,4,bus,False
adult-child,4,G1,child,6.0,3,4,bus,False
adult-child,4,G1,child,6.0,1,4,turn,False
adult-child,4,G1,child,6.0,2,4,turn,False
adult-child,4,G1,child,6.0,3,4,turn,False
adult-child,4,G1,child,6.0,1,4,wait,False
adult-child,4,G1,child,6.0,2,4,wait,False
adult-child,4,G1,child,6.0,3,4,wait,False
adult-child,4,H1,child,6.0,1,4,flower,False
adult-child,4,H1,child,6.0,2,4,flower,False
adult-child,4,H1,child,6.0,3,4,flower,False
adult-child,4,H1,child,6.0,1,4,give,False
adult-child,4,H1,child,6.0,2,4,give,False
adult-child,4,H1,child,6.0,3,4,give,False
adult-child,4,I1,child,6.0,1,4,bucket,False
adult-child,4,I1,child,6.0,2,4,bucket,False
adult-child,4,I1,child,6.0,3,4,bucket,False
adult-child,4,I1,child,6.0,1,4,flower,False
adult-child,4,I1,child,6.0,2,4,flower,False
adult-child,4,I1,child,6.0,3,4,flower,True
adult-child,4,I1,child,6.0,1,4,garden,False
adult-child,4,I1,child,6.0,2,4,garden,False
adult-child,4,I1,child,6.0,3,4,garden,False
adult-child,4,I1,child,6.0,1,4,hold,False
adult-child,4,I1,child,6.0,2,4,hold,False
adult-child,4,I1,child,6.0,3,4,hold,False
adult-child,4,I1,child,6.0,1,4,put,False
adult-child,4,I1,child,6.0,2,4,put,False
adult-child,4,I1,child,6.0,3,4,put,False
adult-child,4,K1,child,6.0,1,4,hold,False
adult-child,4,K1,child,6.0,2,4,hold,False
adult-child,4,K1,child,6.0,3,4,hold,True
adult-child,4,K1,child,6.0,1,4,mean,False
adult-child,4,K1,child,6.0,2,4,mean,False
adult-child,4,K1,child,6.0,3,4,mean,False
adult-child,4,K1,child,6.0,1,4,pot,False
adult-child,4,K1,child,6.0,2,4,pot,False
adult-child,4,K1,child,6.0,3,4,pot,False
adult-child,4,K1,child,6.0,1,4,soup,False
adult-child,4,K1,child,6.0,2,4,soup,False
adult-child,4,K1,child,6.0,3,4,soup,False
adult-child,4,K1,child,6.0,1,4,want,False
adult-child,4,K1,child,6.0,2,4,want,False
adult-child,4,K1,child,6.0,3,4,want,False
adult-child,4,K1,child,6.0,1,4,water,False
adult-child,4,K1,child,6.0,2,4,water,False
adult-child,4,K1,child,6.0,3,4,water,False
adult-child,5,A1,child,4.0,1,2,doggy,False
adult-child,5,A1,child,4.0,1,2,leg,True
adult-child,5,A1,child,4.0,1,2,run,False
adult-child,5,A1,child,4.0,1,2,standing,True
adult-child,5,B1,parent,4.0,1,2,describe,False
adult-child,5,B1,parent,4.0,1,2,diamond,False
adult-child,5,B1,parent,4.0,1,2,shape,False
adult-child,5,B1,parent,4.0,1,2,walk,True
adult-child,5,D1,parent,4.0,1,2,airplane,True
adult-child,5,D1,parent,4.0,1,2,jump,True
adult-child,5,E1,child,4.0,1,2,hit,False
adult-child,5,E1,child,4.0,1,2,jump,False
adult-child,5,E1,child,4.0,1,2,jumping,False
adult-child,5,E1,child,4.0,1,2,run,False
adult-child,5,F1,parent,4.0,1,2,diamond,False
adult-child,5,G1,parent,4.0,1,2,kneel,False
adult-child,5,H1,parent,4.0,1,2,describe,False
adult-child,5,H1,parent,4.0,1,2,face,False
adult-child,5,H1,parent,4.0,1,2,hand,False
adult-child,5,H1,parent,4.0,1,2,right,False
adult-child,5,H1,parent,4.0,1,2,see,False
adult-child,5,H1,parent,4.0,1,2,shape,False
adult-child,5,H1,parent,4.0,1,2,want,False
adult-child,5,H1,parent,4.0,1,2,way,False
adult-child,5,I1,child,4.0,1,2,diamond,False
adult-child,5,I1,child,4.0,1,2,face,False
adult-child,5,I1,child,4.0,1,2,triangle,False
adult-child,5,I1,child,4.0,1,2,walk,False
adult-child,5,I1,child,4.0,1,2,way,False
adult-child,5,K1,child,4.0,1,2,doggy,True
adult-child,5,K1,child,4.0,1,2,leg,True
adult-child,5,K1,child,4.0,1,2,run,False
adult-child,5,K1,child,4.0,1,2,stand,True
adult-child,5,A1,parent,4.0,1,3,describe,False
adult-child,5,A1,parent,4.0,2,3,describe,False
adult-child,5,A1,parent,4.0,1,3,left,False
adult-child,5,A1,parent,4.0,2,3,left,False
adult-child,5,A1,parent,4.0,1,3,type,False
adult-child,5,A1,parent,4.0,2,3,type,False
adult-child,5,B1,child,4.0,1,3,crawl,False
adult-child,5,B1,child,4.0,2,3,crawl,False
adult-child,5,B1,child,4.0,1,3,diamond,False
adult-child,5,B1,child,4.0,2,3,diamond,True
adult-child,5,B1,child,4.0,1,3,face,True
adult-child,5,B1,child,4.0,2,3,face,False
adult-child,5,B1,child,4.0,1,3,slow,False
adult-child,5,B1,child,4.0,2,3,slow,False
adult-child,5,B1,child,4.0,1,3,square,False
adult-child,5,B1,child,4.0,2,3,square,False
adult-child,5,B1,child,4.0,1,3,walk,True
adult-child,5,B1,child,4.0,2,3,walk,True
adult-child,5,C1,parent,4.0,1,3,crawl,False
adult-child,5,C1,parent,4.0,2,3,crawl,False
adult-child,5,C1,parent,4.0,1,3,floor,False
adult-child,5,C1,parent,4.0,2,3,floor,False
adult-child,5,C1,parent,4.0,1,3,four,False
adult-child,5,C1,parent,4.0,2,3,four,False
adult-child,5,C1,parent,4.0,1,3,kind,False
adult-child,5,C1,parent,4.0,2,3,kind,False
adult-child,5,C1,parent,4.0,1,3,shape,False
adult-child,5,C1,parent,4.0,2,3,shape,False
adult-child,5,D1,child,4.0,1,3,airplane,True
adult-child,5,D1,child,4.0,2,3,airplane,True
adult-child,5,D1,child,4.0,1,3,doggy,False
adult-child,5,D1,child,4.0,2,3,doggy,False
adult-child,5,D1,child,4.0,1,3,head,False
adult-child,5,D1,child,4.0,2,3,head,False
adult-child,5,D1,child,4.0,1,3,leg,False
adult-child,5,D1,child,4.0,2,3,leg,False
adult-child,5,D1,child,4.0,1,3,square,False
adult-child,5,D1,child,4.0,2,3,square,False
adult-child,5,D1,child,4.0,1,3,standing,False
adult-child,5,D1,child,4.0,2,3,standing,False
adult-child,5,D1,child,4.0,1,3,triangle,False
adult-child,5,D1,child,4.0,2,3,triangle,False
adult-child,5,E1,parent,4.0,1,3,jump,False
adult-child,5,E1,parent,4.0,2,3,jump,True
adult-child,5,E1,parent,4.0,1,3,kind,False
adult-child,5,E1,parent,4.0,2,3,kind,False
adult-child,5,E1,parent,4.0,1,3,shape,False
adult-child,5,E1,parent,4.0,2,3,shape,False
adult-child,5,F1,child,4.0,1,3,doggy,False
adult-child,5,F1,child,4.0,2,3,doggy,False
adult-child,5,F1,child,4.0,1,3,leg,False
adult-child,5,F1,child,4.0,2,3,leg,False
adult-child,5,F1,child,4.0,1,3,stand,False
adult-child,5,F1,child,4.0,2,3,stand,False
adult-child,5,G1,child,4.0,1,3,doggy,False
adult-child,5,G1,child,4.0,2,3,doggy,False
adult-child,5,G1,child,4.0,1,3,face,False
adult-child,5,G1,child,4.0,2,3,face,False
adult-child,5,G1,child,4.0,1,3,leg,False
adult-child,5,G1,child,4.0,2,3,leg,False
adult-child,5,G1,child,4.0,1,3,point,False
adult-child,5,G1,child,4.0,2,3,point,False
adult-child,5,G1,child,4.0,1,3,standing,False
adult-child,5,G1,child,4.0,2,3,standing,False
adult-child,5,G1,child,4.0,1,3,thing,False
adult-child,5,G1,child,4.0,2,3,thing,False
adult-child,5,G1,child,4.0,1,3,triangle,False
adult-child,5,G1,child,4.0,2,3,triangle,False
adult-child,5,G1,child,4.0,1,3,way,True
adult-child,5,G1,child,4.0,2,3,way,False
adult-child,5,H1,child,4.0,1,3,airplane,False
adult-child,5,H1,child,4.0,2,3,airplane,False
adult-child,5,H1,child,4.0,1,3,face,False
adult-child,5,H1,child,4.0,2,3,face,True
adult-child,5,H1,child,4.0,1,3,pointing,False
adult-child,5,H1,child,4.0,2,3,pointing,False
adult-child,5,H1,child,4.0,1,3,square,False
adult-child,5,H1,child,4.0,2,3,square,False
adult-child,5,H1,child,4.0,1,3,triangle,False
adult-child,5,H1,child,4.0,2,3,triangle,False
adult-child,5,H1,child,4.0,1,3,way,False
adult-child,5,H1,child,4.0,2,3,way,True
adult-child,5,I1,parent,4.0,1,3,hold,False
adult-child,5,I1,parent,4.0,2,3,hold,False
adult-child,5,I1,parent,4.0,1,3,hurry,False
adult-child,5,I1,parent,4.0,2,3,hurry,False
adult-child,5,K1,parent,4.0,1,3,decide,False
adult-child,5,K1,parent,4.0,2,3,decide,False
adult-child,5,K1,parent,4.0,1,3,doggy,True
adult-child,5,K1,parent,4.0,2,3,doggy,True
adult-child,5,K1,parent,4.0,1,3,shape,True
adult-child,5,K1,parent,4.0,2,3,shape,False
adult-child,5,K1,parent,4.0,1,3,think,True
adult-child,5,K1,parent,4.0,2,3,think,False
adult-child,5,A1,child,4.0,1,4,face,False
adult-child,5,A1,child,4.0,2,4,face,False
adult-child,5,A1,child,4.0,3,4,face,False
adult-child,5,A1,child,4.0,1,4,head,False
adult-child,5,A1,child,4.0,2,4,head,False
adult-child,5,A1,child,4.0,3,4,head,False
adult-child,5,A1,child,4.0,1,4,left,False
adult-child,5,A1,child,4.0,2,4,left,False
adult-child,5,A1,child,4.0,3,4,left,True
adult-child,5,A1,child,4.0,1,4,right,True
adult-child,5,A1,child,4.0,2,4,right,False
adult-child,5,A1,child,4.0,3,4,right,False
adult-child,5,A1,child,4.0,1,4,run,False
adult-child,5,A1,child,4.0,2,4,run,True
adult-child,5,A1,child,4.0,3,4,run,False
adult-child,5,A1,child,4.0,1,4,triangle,False
adult-child,5,A1,child,4.0,2,4,triangle,False
adult-child,5,A1,child,4.0,3,4,triangle,False
adult-child,5,A1,child,4.0,1,4,way,False
adult-child,5,A1,child,4.0,2,4,way,False
adult-child,5,A1,child,4.0,3,4,way,False
adult-child,5,B1,parent,4.0,1,4,airplane,False
adult-child,5,B1,parent,4.0,2,4,airplane,False
adult-child,5,B1,parent,4.0,3,4,airplane,False
adult-child,5,B1,parent,4.0,1,4,choice,False
adult-child,5,B1,parent,4.0,2,4,choice,False
adult-child,5,B1,parent,4.0,3,4,choice,False
adult-child,5,B1,parent,4.0,1,4,crash,False
adult-child,5,B1,parent,4.0,2,4,crash,False
adult-child,5,B1,parent,4.0,3,4,crash,False
adult-child,5,B1,parent,4.0,1,4,describe,False
adult-child,5,B1,parent,4.0,2,4,describe,True
adult-child,5,B1,parent,4.0,3,4,describe,False
adult-child,5,B1,parent,4.0,1,4,go,True
adult-child,5,B1,parent,4.0,2,4,go,False
adult-child,5,B1,parent,4.0,3,4,go,False
adult-child,5,B1,parent,4.0,1,4,good,False
adult-child,5,B1,parent,4.0,2,4,good,False
adult-child,5,B1,parent,4.0,3,4,good,False
adult-child,5,B1,parent,4.0,1,4,say,False
adult-child,5,B1,parent,4.0,2,4,say,False
adult-child,5,B1,parent,4.0,3,4,say,False
adult-child,5,B1,parent,4.0,1,4,stay,False
adult-child,5,B1,parent,4.0,2,4,stay,False
adult-child,5,B1,parent,4.0,3,4,stay,False
adult-child,5,B1,parent,4.0,1,4,think,False
adult-child,5,B1,parent,4.0,2,4,think,False
adult-child,5,B1,parent,4.0,3,4,think,False
adult-child,5,B1,parent,4.0,1,4,triangle,False
adult-child,5,B1,parent,4.0,2,4,triangle,False
adult-child,5,B1,parent,4.0,3,4,triangle,False
adult-child,5,C1,child,4.0,1,4,crawl,False
adult-child,5,C1,child,4.0,2,4,crawl,False
adult-child,5,C1,child,4.0,3,4,crawl,True
adult-child,5,C1,child,4.0,1,4,diamond,False
adult-child,5,C1,child,4.0,2,4,diamond,False
adult-child,5,C1,child,4.0,3,4,diamond,False
adult-child,5,C1,child,4.0,1,4,run,False
adult-child,5,C1,child,4.0,2,4,run,False
adult-child,5,C1,child,4.0,3,4,run,False
adult-child,5,D1,parent,4.0,1,4,choice,False
adult-child,5,D1,parent,4.0,2,4,choice,False
adult-child,5,D1,parent,4.0,3,4,choice,False
adult-child,5,D1,parent,4.0,1,4,good,False
adult-child,5,D1,parent,4.0,2,4,good,False
adult-child,5,D1,parent,4.0,3,4,good,False
adult-child,5,D1,parent,4.0,1,4,rocket,False
adult-child,5,D1,parent,4.0,2,4,rocket,False
adult-child,5,D1,parent,4.0,3,4,rocket,False
adult-child,5,D1,parent,4.0,1,4,thing,False
adult-child,5,D1,parent,4.0,2,4,thing,False
adult-child,5,D1,parent,4.0,3,4,thing,False
adult-child,5,D1,parent,4.0,1,4,triangle,False
adult-child,5,D1,parent,4.0,2,4,triangle,False
adult-child,5,D1,parent,4.0,3,4,triangle,True
adult-child,5,E1,child,4.0,1,4,face,False
adult-child,5,E1,child,4.0,2,4,face,False
adult-child,5,E1,child,4.0,3,4,face,False
adult-child,5,E1,child,4.0,1,4,jump,False
adult-child,5,E1,child,4.0,2,4,jump,True
adult-child,5,E1,child,4.0,3,4,jump,True
adult-child,5,E1,child,4.0,1,4,point,False
adult-child,5,E1,child,4.0,2,4,point,False
adult-child,5,E1,child,4.0,3,4,point,False
adult-child,5,E1,child,4.0,1,4,triangle,False
adult-child,5,E1,child,4.0,2,4,triangle,False
adult-child,5,E1,child,4.0,3,4,triangle,False
adult-child,5,F1,parent,4.0,1,4,ready,False
adult-child,5,F1,parent,4.0,2,4,ready,False
adult-child,5,F1,parent,4.0,3,4,ready,False
adult-child,5,G1,parent,4.0,1,4,applesauce,False
adult-child,5,G1,parent,4.0,2,4,applesauce,False
adult-child,5,G1,parent,4.0,3,4,applesauce,False
adult-child,5,G1,parent,4.0,1,4,choice,False
adult-child,5,G1,parent,4.0,2,4,choice,False
adult-child,5,G1,parent,4.0,3,4,choice,False
adult-child,5,G1,parent,4.0,1,4,fold,False
adult-child,5,G1,parent,4.0,2,4,fold,False
adult-child,5,G1,parent,4.0,3,4,fold,False
adult-child,5,G1,parent,4.0,1,4,good,False
adult-child,5,G1,parent,4.0,2,4,good,False
adult-child,5,G1,parent,4.0,3,4,good,False
adult-child,5,G1,parent,4.0,1,4,kneel,False
adult-child,5,G1,parent,4.0,2,4,kneel,True
adult-child,5,G1,parent,4.0,3,4,kneel,False
adult-child,5,G1,parent,4.0,1,4,leg,False
adult-child,5,G1,parent,4.0,2,4,leg,False
adult-child,5,G1,parent,4.0,3,4,leg,True
adult-child,5,G1,parent,4.0,1,4,ok,False
adult-child,5,G1,parent,4.0,2,4,ok,False
adult-child,5,G1,parent,4.0,3,4,ok,False
adult-child,5,G1,parent,4.0,1,4,push,False
adult-child,5,G1,parent,4.0,2,4,push,False
adult-child,5,G1,parent,4.0,3,4,push,False
adult-child,5,G1,parent,4.0,1,4,tell,False
adult-child,5,G1,parent,4.0,2,4,tell,False
adult-child,5,G1,parent,4.0,3,4,tell,False
adult-child,5,G1,parent,4.0,1,4,think,False
adult-child,5,G1,parent,4.0,2,4,think,False
adult-child,5,G1,parent,4.0,3,4,think,False
adult-child,5,H1,parent,4.0,1,4,choice,False
adult-child,5,H1,parent,4.0,2,4,choice,False
adult-child,5,H1,parent,4.0,3,4,choice,False
adult-child,5,H1,parent,4.0,1,4,describe,False
adult-child,5,H1,parent,4.0,2,4,describe,True
adult-child,5,H1,parent,4.0,3,4,describe,False
adult-child,5,H1,parent,4.0,1,4,good,False
adult-child,5,H1,parent,4.0,2,4,good,False
adult-child,5,H1,parent,4.0,3,4,good,False
adult-child,5,H1,parent,4.0,1,4,hold,False
adult-child,5,H1,parent,4.0,2,4,hold,False
adult-child,5,H1,parent,4.0,3,4,hold,False
adult-child,5,H1,parent,4.0,1,4,say,False
adult-child,5,H1,parent,4.0,2,4,say,False
adult-child,5,H1,parent,4.0,3,4,say,False
adult-child,5,H1,parent,4.0,1,4,tell,False
adult-child,5,H1,parent,4.0,2,4,tell,False
adult-child,5,H1,parent,4.0,3,4,tell,False
adult-child,5,H1,parent,4.0,1,4,think,False
adult-child,5,H1,parent,4.0,2,4,think,False
adult-child,5,H1,parent,4.0,3,4,think,False
adult-child,5,I1,child,4.0,1,4,doggy,True
adult-child,5,I1,child,4.0,2,4,doggy,False
adult-child,5,I1,child,4.0,3,4,doggy,False
adult-child,5,K1,child,4.0,1,4,doggy,True
adult-child,5,K1,child,4.0,2,4,doggy,True
adult-child,5,K1,child,4.0,3,4,doggy,True
adult-child,5,K1,child,4.0,1,4,leg,True
adult-child,5,K1,child,4.0,2,4,leg,True
adult-child,5,K1,child,4.0,3,4,leg,False
adult-child,5,K1,child,4.0,1,4,run,False
adult-child,5,K1,child,4.0,2,4,run,True
adult-child,5,K1,child,4.0,3,4,run,False
adult-child,5,K1,child,4.0,1,4,stand,True
adult-child,5,K1,child,4.0,2,4,stand,True
adult-child,5,K1,child,4.0,3,4,stand,False
adult-child,5,K1,child,4.0,1,4,standing,False
adult-child,5,K1,child,4.0,2,4,standing,False
adult-child,5,K1,child,4.0,3,4,standing,False
adult-child,5,K1,child,4.0,1,4,think,True
adult-child,5,K1,child,4.0,2,4,think,False
adult-child,5,K1,child,4.0,3,4,think,True
adult-child,7,A1,parent,6.0,1,2,foot,False
adult-child,7,A1,parent,6.0,1,2,run,False
adult-child,7,B1,parent,6.0,1,2,ground,False
adult-child,7,B1,parent,6.0,1,2,walk,True
adult-child,7,C1,parent,6.0,1,2,elbow,False
adult-child,7,C1,parent,6.0,1,2,floor,False
adult-child,7,C1,parent,6.0,1,2,knee,False
adult-child,7,D1,child,6.0,1,2,book,False
adult-child,7,D1,child,6.0,1,2,lay,True
adult-child,7,D1,child,6.0,1,2,read,True
adult-child,7,E1,parent,6.0,1,2,joy,False
adult-child,7,E1,parent,6.0,1,2,jump,True
adult-child,7,F1,child,6.0,1,2,dabbing,False
adult-child,7,G1,child,6.0,1,2,sit,True
adult-child,7,H1,child,6.0,1,2,hold,True
adult-child,7,I1,child,6.0,1,2,book,False
adult-child,7,I1,child,6.0,1,2,hold,True
adult-child,7,K1,parent,6.0,1,2,bend,False
adult-child,7,K1,parent,6.0,1,2,bit,False
adult-child,7,K1,parent,6.0,1,2,little,False
adult-child,7,K1,parent,6.0,1,2,sky,False
adult-child,7,A1,child,6.0,1,3,run,False
adult-child,7,A1,child,6.0,2,3,run,True
adult-child,7,B1,child,6.0,1,3,walk,True
adult-child,7,B1,child,6.0,2,3,walk,True
adult-child,7,C1,child,6.0,1,3,hamd,False
adult-child,7,C1,child,6.0,2,3,hamd,False
adult-child,7,C1,child,6.0,1,3,knee,False
adult-child,7,C1,child,6.0,2,3,knee,True
adult-child,7,D1,parent,6.0,1,3,book,False
adult-child,7,D1,parent,6.0,2,3,book,True
adult-child,7,D1,parent,6.0,1,3,floor,True
adult-child,7,D1,parent,6.0,2,3,floor,False
adult-child,7,D1,parent,6.0,1,3,lay,True
adult-child,7,D1,parent,6.0,2,3,lay,True
adult-child,7,D1,parent,6.0,1,3,read,True
adult-child,7,D1,parent,6.0,2,3,read,True
adult-child,7,E1,child,6.0,1,3,jump,True
adult-child,7,E1,child,6.0,2,3,jump,True
adult-child,7,F1,parent,6.0,1,3,dab,True
adult-child,7,F1,parent,6.0,2,3,dab,False
adult-child,7,G1,parent,6.0,1,3,chair,True
adult-child,7,G1,parent,6.0,2,3,chair,False
adult-child,7,G1,parent,6.0,1,3,sit,True
adult-child,7,G1,parent,6.0,2,3,sit,True
adult-child,7,H1,parent,6.0,1,3,bowl,False
adult-child,7,H1,parent,6.0,2,3,bowl,False
adult-child,7,H1,parent,6.0,1,3,hold,True
adult-child,7,H1,parent,6.0,2,3,hold,True
adult-child,7,H1,parent,6.0,1,3,robe,False
adult-child,7,H1,parent,6.0,2,3,robe,False
adult-child,7,K1,child,6.0,1,3,go,False
adult-child,7,K1,child,6.0,2,3,go,False
adult-child,7,K1,child,6.0,1,3,lean,True
adult-child,7,K1,child,6.0,2,3,lean,False
adult-child,7,K1,child,6.0,1,3,slide,False
adult-child,7,K1,child,6.0,2,3,slide,False
adult-child,7,A1,parent,6.0,1,4,foot,False
adult-child,7,A1,parent,6.0,2,4,foot,True
adult-child,7,A1,parent,6.0,3,4,foot,False
adult-child,7,A1,parent,6.0,1,4,get,False
adult-child,7,A1,parent,6.0,2,4,get,False
adult-child,7,A1,parent,6.0,3,4,get,False
adult-child,7,A1,parent,6.0,1,4,ground,False
adult-child,7,A1,parent,6.0,2,4,ground,False
adult-child,7,A1,parent,6.0,3,4,ground,False
adult-child,7,A1,parent,6.0,1,4,run,False
adult-child,7,A1,parent,6.0,2,4,run,True
adult-child,7,A1,parent,6.0,3,4,run,True
adult-child,7,B1,parent,6.0,1,4,walk,True
adult-child,7,B1,parent,6.0,2,4,walk,True
adult-child,7,B1,parent,6.0,3,4,walk,True
adult-child,7,C1,parent,6.0,1,4,elbow,False
adult-child,7,C1,parent,6.0,2,4,elbow,True
adult-child,7,C1,parent,6.0,3,4,elbow,False
adult-child,7,C1,parent,6.0,1,4,knee,False
adult-child,7,C1,parent,6.0,2,4,knee,True
adult-child,7,C1,parent,6.0,3,4,knee,True
adult-child,7,D1,child,6.0,1,4,book,False
adult-child,7,D1,child,6.0,2,4,book,True
adult-child,7,D1,child,6.0,3,4,book,True
adult-child,7,D1,child,6.0,1,4,lay,True
adult-child,7,D1,child,6.0,2,4,lay,True
adult-child,7,D1,child,6.0,3,4,lay,True
adult-child,7,D1,child,6.0,1,4,read,True
