"i","rt","response","trial_type","trial_index","time_elapsed","internal_node_id","group1","group2","pair"
52,3455,46,"html-slider-response",14,84841,"0.0-2.0-0.12","A2","Q1","A2 Q1"
52,3374,81,"html-slider-response",15,88319,"0.0-2.0-0.13","O1","R1","O1 R1"
52,4415,21,"html-slider-response",16,92839,"0.0-2.0-0.14","E1","M1","E1 M1"
52,3536,52,"html-slider-response",17,96479,"0.0-2.0-0.15","F1","R1","F1 R1"
52,3492,8,"html-slider-response",18,100075,"0.0-2.0-0.16","C2","R1","C2 R1"
52,3310,56,"html-slider-response",19,103489,"0.0-2.0-0.17","R1","T1","R1 T1"
52,2573,43,"html-slider-response",20,106167,"0.0-2.0-0.18","C2","L1","C2 L1"
52,4920,81,"html-slider-response",21,111189,"0.0-2.0-0.19","N1","U1","N1 U1"
52,3530,21,"html-slider-response",22,114824,"0.0-2.0-0.20","B2","E1","B2 E1"
52,3749,53,"html-slider-response",23,118679,"0.0-2.0-0.21","I1","P1","I1 P1"
52,2225,41,"html-slider-response",24,121009,"0.0-2.0-0.22","K1","P1","K1 P1"
52,4305,52,"html-slider-response",25,125417,"0.0-2.0-0.23","J1","V1","J1 V1"
52,2205,40,"html-slider-response",26,127725,"0.0-2.0-0.24","C2","E1","C2 E1"
52,4214,69,"html-slider-response",27,132045,"0.0-2.0-0.25","G1","Y1","G1 Y1"
52,4754,69,"html-slider-response",28,136911,"0.0-2.0-0.26","G1","M1","G1 M1"
53,4112,52,"html-slider-response",2,10870,"0.0-2.0-0.0","M1","O1","M1 O1"
53,3271,12,"html-slider-response",3,14245,"0.0-2.0-0.1","W1","Y1","W1 Y1"
53,1883,39,"html-slider-response",4,16232,"0.0-2.0-0.2","B1","U1","B1 U1"
53,1913,69,"html-slider-response",5,18250,"0.0-2.0-0.3","S1","W1","S1 W1"
53,2379,56,"html-slider-response",6,20732,"0.0-2.0-0.4","A1","P1","A1 P1"
53,2157,63,"html-slider-response",7,22992,"0.0-2.0-0.5","A2","S1","A2 S1"
53,2121,35,"html-slider-response",8,25216,"0.0-2.0-0.6","F1","Y1","F1 Y1"
53,2075,19,"html-slider-response",9,27395,"0.0-2.0-0.7","A1","V1","A1 V1"
53,2505,45,"html-slider-response",10,30001,"0.0-2.0-0.8","A1","C2","A1 C2"
53,2100,59,"html-slider-response",11,32204,"0.0-2.0-0.9","O1","X1","O1 X1"
53,2021,14,"html-slider-response",12,34327,"0.0-2.0-0.10","G1","N1","G1 N1"
53,1513,53,"html-slider-response",13,35942,"0.0-2.0-0.11","P1","T1","P1 T1"
53,2351,36,"html-slider-response",14,38395,"0.0-2.0-0.12","A2","G1","A2 G1"
53,2043,65,"html-slider-response",15,40540,"0.0-2.0-0.13","E1","T1","E1 T1"
53,2061,46,"html-slider-response",16,42704,"0.0-2.0-0.14","A2","W1","A2 W1"
53,1991,64,"html-slider-response",17,44798,"0.0-2.0-0.15","I1","X1","I1 X1"
53,3023,17,"html-slider-response",18,47923,"0.0-2.0-0.16","I1","R1","I1 R1"
53,2371,24,"html-slider-response",19,50398,"0.0-2.0-0.17","O1","Y1","O1 Y1"
53,17284,40,"html-slider-response",20,67783,"0.0-2.0-0.18","O1","T1","O1 T1"
53,1962,56,"html-slider-response",21,69849,"0.0-2.0-0.19","B1","P1","B1 P1"
53,3684,15,"html-slider-response",22,73635,"0.0-2.0-0.20","E1","U1","E1 U1"
53,3049,30,"html-slider-response",23,76787,"0.0-2.0-0.21","E1","W1","E1 W1"
53,2351,42,"html-slider-response",24,79240,"0.0-2.0-0.22","H1","P1","H1 P1"
53,1888,58,"html-slider-response",25,81231,"0.0-2.0-0.23","C2","I1","C2 I1"
53,2092,55,"html-slider-response",26,83426,"0.0-2.0-0.24","A2","V1","A2 V1"
53,1969,30,"html-slider-response",27,85497,"0.0-2.0-0.25","G1","X1","G1 X1"
53,1710,66,"html-slider-response",28,87309,"0.0-2.0-0.26","R1","U1","R1 U1"
54,8055,13,"html-slider-response",2,27425,"0.0-2.0-0.0","C2","F1","C2 F1"
54,5990,77,"html-slider-response",3,33532,"0.0-2.0-0.1","E1","Q1","E1 Q1"
54,6956,37,"html-slider-response",4,40605,"0.0-2.0-0.2","M1","Q1","M1 Q1"
54,4745,65,"html-slider-response",5,45455,"0.0-2.0-0.3","F1","W1","F1 W1"
54,4424,86,"html-slider-response",6,49988,"0.0-2.0-0.4","I1","T1","I1 T1"
54,5436,39,"html-slider-response",7,55530,"0.0-2.0-0.5","F1","U1","F1 U1"
54,18658,44,"html-slider-response",8,74292,"0.0-2.0-0.6","B1","O1","B1 O1"
54,8619,54,"html-slider-response",9,83020,"0.0-2.0-0.7","I1","L1","I1 L1"
54,4258,44,"html-slider-response",10,87387,"0.0-2.0-0.8","Q1","X1","Q1 X1"
54,4644,83,"html-slider-response",11,92139,"0.0-2.0-0.9","T1","X1","T1 X1"
54,4430,59,"html-slider-response",12,96675,"0.0-2.0-0.10","S1","U1","S1 U1"
54,4600,43,"html-slider-response",13,101381,"0.0-2.0-0.11","B2","N1","B2 N1"
54,3083,30,"html-slider-response",14,104573,"0.0-2.0-0.12","B1","W1","B1 W1"
54,3322,63,"html-slider-response",15,108001,"0.0-2.0-0.13","B2","X1","B2 X1"
54,4246,57,"html-slider-response",16,112355,"0.0-2.0-0.14","H1","Y1","H1 Y1"
54,4005,47,"html-slider-response",17,116469,"0.0-2.0-0.15","P1","S1","P1 S1"
54,3871,60,"html-slider-response",18,120450,"0.0-2.0-0.16","P1","W1","P1 W1"
54,6475,61,"html-slider-response",19,127034,"0.0-2.0-0.17","L1","Q1","L1 Q1"
54,4330,42,"html-slider-response",20,131469,"0.0-2.0-0.18","M1","X1","M1 X1"
54,4443,91,"html-slider-response",21,136022,"0.0-2.0-0.19","W1","Z1","W1 Z1"
54,3910,74,"html-slider-response",22,140039,"0.0-2.0-0.20","J1","Z1","J1 Z1"
54,3329,7,"html-slider-response",23,143475,"0.0-2.0-0.21","E1","G1","E1 G1"
54,6559,33,"html-slider-response",24,150143,"0.0-2.0-0.22","M1","Z1","M1 Z1"
54,3714,46,"html-slider-response",25,153964,"0.0-2.0-0.23","J1","S1","J1 S1"
54,3389,15,"html-slider-response",26,157457,"0.0-2.0-0.24","B1","E1","B1 E1"
54,10187,48,"html-slider-response",27,167753,"0.0-2.0-0.25","V1","W1","V1 W1"
54,3095,42,"html-slider-response",28,170953,"0.0-2.0-0.26","A1","B2","A1 B2"
55,3516,58,"html-slider-response",2,22868,"0.0-2.0-0.0","A1","H1","A1 H1"
55,3536,36,"html-slider-response",3,26508,"0.0-2.0-0.1","P1","Y1","P1 Y1"
55,3418,68,"html-slider-response",4,30029,"0.0-2.0-0.2","F1","M1","F1 M1"
55,3188,55,"html-slider-response",5,33322,"0.0-2.0-0.3","K1","T1","K1 T1"
55,2776,37,"html-slider-response",6,36202,"0.0-2.0-0.4","A2","I1","A2 I1"
55,2357,66,"html-slider-response",7,38664,"0.0-2.0-0.5","S1","Z1","S1 Z1"
55,3137,73,"html-slider-response",8,41906,"0.0-2.0-0.6","C2","U1","C2 U1"
55,2571,33,"html-slider-response",9,44581,"0.0-2.0-0.7","J1","R1","J1 R1"
55,2201,35,"html-slider-response",10,46884,"0.0-2.0-0.8","G1","J1","G1 J1"
55,1978,65,"html-slider-response",11,48966,"0.0-2.0-0.9","A2","N1","A2 N1"
55,2174,68,"html-slider-response",12,51245,"0.0-2.0-0.10","C2","W1","C2 W1"
55,4100,30,"html-slider-response",13,55447,"0.0-2.0-0.11","L1","T1","L1 T1"
55,1861,62,"html-slider-response",14,57411,"0.0-2.0-0.12","E1","Z1","E1 Z1"
55,2386,66,"html-slider-response",15,59899,"0.0-2.0-0.13","L1","P1","L1 P1"
55,2597,41,"html-slider-response",16,62599,"0.0-2.0-0.14","E1","P1","E1 P1"
55,2335,59,"html-slider-response",17,65039,"0.0-2.0-0.15","B1","H1","B1 H1"
55,2853,40,"html-slider-response",18,67995,"0.0-2.0-0.16","K1","L1","K1 L1"
55,2469,63,"html-slider-response",19,70569,"0.0-2.0-0.17","B2","H1","B2 H1"
55,2051,64,"html-slider-response",20,72725,"0.0-2.0-0.18","A2","Z1","A2 Z1"
55,4286,61,"html-slider-response",21,77114,"0.0-2.0-0.19","C2","T1","C2 T1"
55,2950,33,"html-slider-response",22,80170,"0.0-2.0-0.20","B2","Q1","B2 Q1"
55,2601,57,"html-slider-response",23,82876,"0.0-2.0-0.21","E1","X1","E1 X1"
55,2583,67,"html-slider-response",24,85563,"0.0-2.0-0.22","A1","Q1","A1 Q1"
55,2497,32,"html-slider-response",25,88163,"0.0-2.0-0.23","G1","Q1","G1 Q1"
55,2899,34,"html-slider-response",26,91165,"0.0-2.0-0.24","G1","L1","G1 L1"
55,2661,60,"html-slider-response",27,93931,"0.0-2.0-0.25","L1","Y1","L1 Y1"
55,2657,34,"html-slider-response",28,96691,"0.0-2.0-0.26","N1","Q1","N1 Q1"
56,4771,0,"html-slider-response",2,53184,"0.0-2.0-0.0","E1","S1","E1 S1"
56,9375,54,"html-slider-response",3,62668,"0.0-2.0-0.1","B1","Z1","B1 Z1"
56,7083,51,"html-slider-response",4,69854,"0.0-2.0-0.2","A2","P1","A2 P1"
56,5158,71,"html-slider-response",5,75116,"0.0-2.0-0.3","M1","S1","M1 S1"
56,4728,0,"html-slider-response",6,79948,"0.0-2.0-0.4","A2","Y1","A2 Y1"
56,5221,11,"html-slider-response",7,85275,"0.0-2.0-0.5","G1","I1","G1 I1"
56,3419,28,"html-slider-response",8,88804,"0.0-2.0-0.6","A1","N1","A1 N1"
56,3452,5,"html-slider-response",9,92362,"0.0-2.0-0.7","M1","V1","M1 V1"
56,3782,0,"html-slider-response",10,96257,"0.0-2.0-0.8","A1","I1","A1 I1"
56,3089,0,"html-slider-response",11,99472,"0.0-2.0-0.9","E1","K1","E1 K1"
56,6161,43,"html-slider-response",12,105736,"0.0-2.0-0.10","A1","B1","A1 B1"
56,3907,10,"html-slider-response",13,109782,"0.0-2.0-0.11","C2","M1","C2 M1"
56,4088,34,"html-slider-response",14,113976,"0.0-2.0-0.12","A1","S1","A1 S1"
56,5935,2,"html-slider-response",15,120017,"0.0-2.0-0.13","B1","F1","B1 F1"
56,5379,93,"html-slider-response",16,125501,"0.0-2.0-0.14","N1","R1","N1 R1"
56,4484,8,"html-slider-response",17,130089,"0.0-2.0-0.15","G1","P1","G1 P1"
56,5097,3,"html-slider-response",18,135292,"0.0-2.0-0.16","G1","R1","G1 R1"
56,4448,0,"html-slider-response",19,139849,"0.0-2.0-0.17","A2","J1","A2 J1"
56,4661,57,"html-slider-response",20,144614,"0.0-2.0-0.18","A2","U1","A2 U1"
56,3298,0,"html-slider-response",21,148032,"0.0-2.0-0.19","F1","G1","F1 G1"
56,4041,0,"html-slider-response",22,152178,"0.0-2.0-0.20","P1","Q1","P1 Q1"
56,3983,71,"html-slider-response",23,156264,"0.0-2.0-0.21","R1","V1","R1 V1"
56,3547,0,"html-slider-response",24,159928,"0.0-2.0-0.22","Q1","S1","Q1 S1"
56,3899,83,"html-slider-response",25,163930,"0.0-2.0-0.23","B2","I1","B2 I1"
56,4128,0,"html-slider-response",26,168161,"0.0-2.0-0.24","K1","N1","K1 N1"
56,3853,23,"html-slider-response",27,172118,"0.0-2.0-0.25","C2","H1","C2 H1"
56,4485,15,"html-slider-response",28,176718,"0.0-2.0-0.26","B2","L1","B2 L1"
57,3469,42,"html-slider-response",2,14405,"0.0-2.0-0.0","B2","O1","B2 O1"
57,1723,22,"html-slider-response",3,16230,"0.0-2.0-0.1","B1","Q1","B1 Q1"
57,2243,24,"html-slider-response",4,18576,"0.0-2.0-0.2","B1","T1","B1 T1"
57,2157,54,"html-slider-response",5,20834,"0.0-2.0-0.3","U1","Y1","U1 Y1"
57,1681,25,"html-slider-response",6,22619,"0.0-2.0-0.4","J1","Q1","J1 Q1"
57,1764,27,"html-slider-response",7,24485,"0.0-2.0-0.5","B2","Y1","B2 Y1"
57,1642,26,"html-slider-response",8,26230,"0.0-2.0-0.6","S1","V1","S1 V1"
57,2013,73,"html-slider-response",9,28346,"0.0-2.0-0.7","S1","T1","S1 T1"
57,2031,79,"html-slider-response",10,30481,"0.0-2.0-0.8","V1","X1","V1 X1"
57,1629,60,"html-slider-response",11,32211,"0.0-2.0-0.9","N1","W1","N1 W1"
57,1649,59,"html-slider-response",12,33962,"0.0-2.0-0.10","B2","K1","B2 K1"
57,1939,31,"html-slider-response",13,36003,"0.0-2.0-0.11","C2","S1","C2 S1"
57,1938,63,"html-slider-response",14,38043,"0.0-2.0-0.12","V1","Z1","V1 Z1"
57,1531,61,"html-slider-response",15,39676,"0.0-2.0-0.13","F1","V1","F1 V1"
57,1827,31,"html-slider-response",16,41606,"0.0-2.0-0.14","R1","W1","R1 W1"
57,1532,24,"html-slider-response",17,43240,"0.0-2.0-0.15","B1","V1","B1 V1"
57,1553,19,"html-slider-response",18,44895,"0.0-2.0-0.16","B1","G1","B1 G1"
57,2868,23,"html-slider-response",19,47865,"0.0-2.0-0.17","B1","C2","B1 C2"
57,1640,27,"html-slider-response",20,49607,"0.0-2.0-0.18","N1","T1","N1 T1"
57,1689,13,"html-slider-response",21,51399,"0.0-2.0-0.19","A1","E1","A1 E1"
57,1510,32,"html-slider-response",22,53010,"0.0-2.0-0.20","G1","Z1","G1 Z1"
57,1559,63,"html-slider-response",23,54671,"0.0-2.0-0.21","J1","N1","J1 N1"
57,1591,72,"html-slider-response",24,56363,"0.0-2.0-0.22","W1","X1","W1 X1"
57,2002,31,"html-slider-response",25,58467,"0.0-2.0-0.23","I1","O1","I1 O1"
57,1850,77,"html-slider-response",26,60419,"0.0-2.0-0.24","R1","X1","R1 X1"
57,1378,30,"html-slider-response",27,61901,"0.0-2.0-0.25","O1","P1","O1 P1"
57,1564,26,"html-slider-response",28,63567,"0.0-2.0-0.26","M1","N1","M1 N1"
58,4853,56,"html-slider-response",2,22969,"0.0-2.0-0.0","K1","U1","K1 U1"
58,2500,40,"html-slider-response",3,25576,"0.0-2.0-0.1","O1","V1","O1 V1"
58,2397,67,"html-slider-response",4,28078,"0.0-2.0-0.2","O1","W1","O1 W1"
58,2422,59,"html-slider-response",5,30602,"0.0-2.0-0.3","T1","U1","T1 U1"
58,2534,26,"html-slider-response",6,33240,"0.0-2.0-0.4","I1","S1","I1 S1"
58,2301,63,"html-slider-response",7,35644,"0.0-2.0-0.5","K1","Z1","K1 Z1"
58,2677,22,"html-slider-response",8,38425,"0.0-2.0-0.6","F1","N1","F1 N1"
58,5488,67,"html-slider-response",9,44018,"0.0-2.0-0.7","J1","T1","J1 T1"
58,3347,14,"html-slider-response",10,47471,"0.0-2.0-0.8","A2","T1","A2 T1"
58,2589,36,"html-slider-response",11,50162,"0.0-2.0-0.9","I1","U1","I1 U1"
58,2548,29,"html-slider-response",12,52814,"0.0-2.0-0.10","B1","X1","B1 X1"
58,2271,22,"html-slider-response",13,55190,"0.0-2.0-0.11","H1","V1","H1 V1"
58,2022,47,"html-slider-response",14,57316,"0.0-2.0-0.12","J1","U1","J1 U1"
58,2167,56,"html-slider-response",15,59587,"0.0-2.0-0.13","O1","Z1","O1 Z1"
58,2198,43,"html-slider-response",16,61890,"0.0-2.0-0.14","L1","O1","L1 O1"
58,2651,25,"html-slider-response",17,64645,"0.0-2.0-0.15","K1","R1","K1 R1"
58,3936,71,"html-slider-response",18,68686,"0.0-2.0-0.16","I1","W1","I1 W1"
58,1735,27,"html-slider-response",19,70524,"0.0-2.0-0.17","Q1","R1","Q1 R1"
58,1862,24,"html-slider-response",20,72489,"0.0-2.0-0.18","F1","Q1","F1 Q1"
58,2199,33,"html-slider-response",21,74792,"0.0-2.0-0.19","I1","M1","I1 M1"
58,2262,55,"html-slider-response",22,77160,"0.0-2.0-0.20","L1","R1","L1 R1"
58,1644,57,"html-slider-response",23,78908,"0.0-2.0-0.21","M1","Y1","M1 Y1"
58,1915,57,"html-slider-response",24,80927,"0.0-2.0-0.22","J1","M1","J1 M1"
58,2785,55,"html-slider-response",25,83818,"0.0-2.0-0.23","B2","M1","B2 M1"
58,2216,19,"html-slider-response",26,86139,"0.0-2.0-0.24","B1","K1","B1 K1"
58,1999,19,"html-slider-response",27,88243,"0.0-2.0-0.25","A2","X1","A2 X1"
58,2506,60,"html-slider-response",28,90854,"0.0-2.0-0.26","B2","F1","B2 F1"
59,4421,24,"html-slider-response",2,18401,"0.0-2.0-0.0","F1","T1","F1 T1"
59,3154,17,"html-slider-response",3,21657,"0.0-2.0-0.1","H1","R1","H1 R1"
59,3226,62,"html-slider-response",4,24984,"0.0-2.0-0.2","B2","J1","B2 J1"
59,2055,26,"html-slider-response",5,27142,"0.0-2.0-0.3","C2","O1","C2 O1"
59,2445,72,"html-slider-response",6,29689,"0.0-2.0-0.4","I1","K1","I1 K1"
59,3024,55,"html-slider-response",7,32815,"0.0-2.0-0.5","C2","Q1","C2 Q1"
59,1947,54,"html-slider-response",8,34863,"0.0-2.0-0.6","J1","Y1","J1 Y1"
59,3006,26,"html-slider-response",9,37970,"0.0-2.0-0.7","Q1","Y1","Q1 Y1"
59,1956,68,"html-slider-response",10,40027,"0.0-2.0-0.8","J1","W1","J1 W1"
59,4974,59,"html-slider-response",11,45103,"0.0-2.0-0.9","G1","O1","G1 O1"
59,1476,67,"html-slider-response",12,46683,"0.0-2.0-0.10","H1","K1","H1 K1"
59,6031,54,"html-slider-response",13,52816,"0.0-2.0-0.11","E1","F1","E1 F1"
59,2575,10,"html-slider-response",14,55492,"0.0-2.0-0.12","A1","Y1","A1 Y1"
59,5325,47,"html-slider-response",15,60920,"0.0-2.0-0.13","T1","Z1","T1 Z1"
59,2536,67,"html-slider-response",16,63558,"0.0-2.0-0.14","E1","V1","E1 V1"
59,1396,69,"html-slider-response",17,65056,"0.0-2.0-0.15","F1","H1","F1 H1"
59,1477,56,"html-slider-response",18,66634,"0.0-2.0-0.16","F1","L1","F1 L1"
59,5534,38,"html-slider-response",19,72269,"0.0-2.0-0.17","H1","L1","H1 L1"
59,2414,44,"html-slider-response",20,74786,"0.0-2.0-0.18","A2","B1","A2 B1"
59,1467,40,"html-slider-response",21,76354,"0.0-2.0-0.19","B2","C2","B2 C2"
59,1686,53,"html-slider-response",22,78142,"0.0-2.0-0.20","B1","I1","B1 I1"
59,1496,43,"html-slider-response",23,79740,"0.0-2.0-0.21","Q1","V1","Q1 V1"
59,1538,55,"html-slider-response",24,81379,"0.0-2.0-0.22","G1","V1","G1 V1"
59,1446,57,"html-slider-response",25,82927,"0.0-2.0-0.23","C2","G1","C2 G1"
59,1788,58,"html-slider-response",26,84817,"0.0-2.0-0.24","S1","Y1","S1 Y1"
59,1256,35,"html-slider-response",27,86175,"0.0-2.0-0.25","N1","Z1","N1 Z1"
59,1167,63,"html-slider-response",28,87443,"0.0-2.0-0.26","H1","T1","H1 T1"
60,4353,73,"html-slider-response",2,61414,"0.0-2.0-0.0","U1","W1","U1 W1"
60,3019,6,"html-slider-response",3,64535,"0.0-2.0-0.1","B1","L1","B1 L1"
60,3230,31,"html-slider-response",4,67870,"0.0-2.0-0.2","B1","M1","B1 M1"
60,6145,17,"html-slider-response",5,74117,"0.0-2.0-0.3","B1","N1","B1 N1"
60,3386,21,"html-slider-response",6,77605,"0.0-2.0-0.4","K1","Y1","K1 Y1"
60,2914,59,"html-slider-response",7,80621,"0.0-2.0-0.5","G1","S1","G1 S1"
60,2473,61,"html-slider-response",8,83197,"0.0-2.0-0.6","G1","T1","G1 T1"
60,2841,56,"html-slider-response",9,86141,"0.0-2.0-0.7","K1","O1","K1 O1"
60,2689,13,"html-slider-response",10,88932,"0.0-2.0-0.8","B1","R1","B1 R1"
60,2913,38,"html-slider-response",11,91948,"0.0-2.0-0.9","F1","I1","F1 I1"
60,2802,36,"html-slider-response",12,94852,"0.0-2.0-0.10","C2","X1","C2 X1"
60,3834,15,"html-slider-response",13,98788,"0.0-2.0-0.11","M1","P1","M1 P1"
60,3521,26,"html-slider-response",14,102412,"0.0-2.0-0.12","Q1","W1","Q1 W1"
60,2970,34,"html-slider-response",15,105484,"0.0-2.0-0.13","G1","W1","G1 W1"
60,2785,56,"html-slider-response",16,108372,"0.0-2.0-0.14","H1","S1","H1 S1"
60,4466,13,"html-slider-response",17,112940,"0.0-2.0-0.15","J1","P1","J1 P1"
60,8184,26,"html-slider-response",18,121228,"0.0-2.0-0.16","K1","M1","K1 M1"
60,2888,60,"html-slider-response",19,124219,"0.0-2.0-0.17","H1","X1","H1 X1"
60,2602,64,"html-slider-response",20,126924,"0.0-2.0-0.18","M1","T1","M1 T1"
60,3098,58,"html-slider-response",21,130124,"0.0-2.0-0.19","H1","W1","H1 W1"
60,5079,68,"html-slider-response",22,135307,"0.0-2.0-0.20","A1","O1","A1 O1"
60,2362,60,"html-slider-response",23,137771,"0.0-2.0-0.21","C2","K1","C2 K1"
60,2814,58,"html-slider-response",24,140691,"0.0-2.0-0.22","G1","H1","G1 H1"
60,5518,52,"html-slider-response",25,146315,"0.0-2.0-0.23","Y1","Z1","Y1 Z1"
60,6034,40,"html-slider-response",26,152451,"0.0-2.0-0.24","A1","M1","A1 M1"
60,2833,47,"html-slider-response",27,155387,"0.0-2.0-0.25","I1","V1","I1 V1"
60,3610,64,"html-slider-response",28,159100,"0.0-2.0-0.26","O1","Q1","O1 Q1"
61,6828,55,"html-slider-response",2,18433,"0.0-2.0-0.0","I1","Q1","I1 Q1"
61,3358,38,"html-slider-response",3,21914,"0.0-2.0-0.1","R1","S1","R1 S1"
61,3759,1,"html-slider-response",4,25796,"0.0-2.0-0.2","C2","V1","C2 V1"
61,2811,29,"html-slider-response",5,28728,"0.0-2.0-0.3","Q1","U1","Q1 U1"
61,2697,57,"html-slider-response",6,31543,"0.0-2.0-0.4","M1","R1","M1 R1"
61,4046,57,"html-slider-response",7,35707,"0.0-2.0-0.5","A1","U1","A1 U1"
61,2413,60,"html-slider-response",8,38241,"0.0-2.0-0.6","N1","V1","N1 V1"
61,2848,29,"html-slider-response",9,41207,"0.0-2.0-0.7","E1","N1","E1 N1"
61,3362,33,"html-slider-response",10,44687,"0.0-2.0-0.8","R1","Y1","R1 Y1"
61,2047,60,"html-slider-response",11,46853,"0.0-2.0-0.9","B2","R1","B2 R1"
61,2579,59,"html-slider-response",12,49552,"0.0-2.0-0.10","P1","U1","P1 U1"
61,3310,31,"html-slider-response",13,52983,"0.0-2.0-0.11","L1","V1","L1 V1"
61,2638,58,"html-slider-response",14,55742,"0.0-2.0-0.12","I1","J1","I1 J1"
61,3152,33,"html-slider-response",15,58998,"0.0-2.0-0.13","A1","G1","A1 G1"
61,3547,64,"html-slider-response",16,62662,"0.0-2.0-0.14","P1","X1","P1 X1"
61,2399,45,"html-slider-response",17,65177,"0.0-2.0-0.15","A2","B2","A2 B2"
61,3479,41,"html-slider-response",18,68774,"0.0-2.0-0.16","B1","J1","B1 J1"
61,2878,70,"html-slider-response",19,71773,"0.0-2.0-0.17","A1","A2","A1 A2"
61,3182,52,"html-slider-response",20,75072,"0.0-2.0-0.18","X1","Y1","X1 Y1"
61,3064,37,"html-slider-response",21,78254,"0.0-2.0-0.19","B2","P1","B2 P1"
61,2695,47,"html-slider-response",22,81071,"0.0-2.0-0.20","E1","I1","E1 I1"
61,2515,63,"html-slider-response",23,83702,"0.0-2.0-0.21","E1","Y1","E1 Y1"
61,2880,66,"html-slider-response",24,86701,"0.0-2.0-0.22","J1","L1","J1 L1"
61,4192,22,"html-slider-response",25,91015,"0.0-2.0-0.23","H1","N1","H1 N1"
61,4645,66,"html-slider-response",26,95781,"0.0-2.0-0.24","N1","P1","N1 P1"
61,5429,35,"html-slider-response",27,101328,"0.0-2.0-0.25","H1","O1","H1 O1"
61,3547,55,"html-slider-response",28,104993,"0.0-2.0-0.26","A2","M1","A2 M1"
62,6670,0,"html-slider-response",2,26918,"0.0-2.0-0.0","C2","J1","C2 J1"
62,6041,89,"html-slider-response",3,33060,"0.0-2.0-0.1","K1","W1","K1 W1"
62,3357,87,"html-slider-response",4,36519,"0.0-2.0-0.2","O1","S1","O1 S1"
62,2954,40,"html-slider-response",5,39575,"0.0-2.0-0.3","B1","B2","B1 B2"
62,3323,87,"html-slider-response",6,42999,"0.0-2.0-0.4","K1","S1","K1 S1"
62,2252,33,"html-slider-response",7,45352,"0.0-2.0-0.5","K1","Q1","K1 Q1"
62,2276,2,"html-slider-response",8,47729,"0.0-2.0-0.6","A1","F1","A1 F1"
62,2911,71,"html-slider-response",9,50744,"0.0-2.0-0.7","L1","M1","L1 M1"
62,2384,22,"html-slider-response",10,53231,"0.0-2.0-0.8","V1","Y1","V1 Y1"
62,2282,31,"html-slider-response",11,55614,"0.0-2.0-0.9","A2","O1","A2 O1"
62,2021,13,"html-slider-response",12,57737,"0.0-2.0-0.10","A2","E1","A2 E1"
62,5061,66,"html-slider-response",13,62899,"0.0-2.0-0.11","C2","N1","C2 N1"
62,2185,26,"html-slider-response",14,65185,"0.0-2.0-0.12","L1","N1","L1 N1"
62,2211,20,"html-slider-response",15,67497,"0.0-2.0-0.13","J1","K1","J1 K1"
62,1813,20,"html-slider-response",16,69411,"0.0-2.0-0.14","A1","L1","A1 L1"
62,3236,21,"html-slider-response",17,72749,"0.0-2.0-0.15","S1","X1","S1 X1"
62,2403,2,"html-slider-response",18,75253,"0.0-2.0-0.16","A2","R1","A2 R1"
62,2046,4,"html-slider-response",19,77402,"0.0-2.0-0.17","A1","W1","A1 W1"
62,2228,77,"html-slider-response",20,79731,"0.0-2.0-0.18","J1","X1","J1 X1"
62,2442,4,"html-slider-response",21,82275,"0.0-2.0-0.19","F1","K1","F1 K1"
62,2067,85,"html-slider-response",22,84443,"0.0-2.0-0.20","H1","M1","H1 M1"
62,3990,79,"html-slider-response",23,88534,"0.0-2.0-0.21","P1","V1","P1 V1"
62,1831,2,"html-slider-response",24,90466,"0.0-2.0-0.22","C2","Y1","C2 Y1"
62,2591,3,"html-slider-response",25,93158,"0.0-2.0-0.23","M1","U1","M1 U1"
62,2906,18,"html-slider-response",26,96166,"0.0-2.0-0.24","A1","T1","A1 T1"
62,3780,75,"html-slider-response",27,100047,"0.0-2.0-0.25","N1","X1","N1 X1"
62,2530,18,"html-slider-response",28,102679,"0.0-2.0-0.26","B2","U1","B2 U1"
63,9246,10,"html-slider-response",2,26075,"0.0-2.0-0.0","C2","Z1","C2 Z1"
63,6845,84,"html-slider-response",3,33025,"0.0-2.0-0.1","X1","Z1","X1 Z1"
63,6293,57,"html-slider-response",4,39426,"0.0-2.0-0.2","L1","W1","L1 W1"
63,4563,40,"html-slider-response",5,44094,"0.0-2.0-0.3","E1","O1","E1 O1"
63,5758,46,"html-slider-response",6,49957,"0.0-2.0-0.4","A1","Z1","A1 Z1"
63,3143,62,"html-slider-response",7,53205,"0.0-2.0-0.5","B2","Z1","B2 Z1"
63,4200,15,"html-slider-response",8,57509,"0.0-2.0-0.6","G1","U1","G1 U1"
63,3930,44,"html-slider-response",9,61543,"0.0-2.0-0.7","U1","Z1","U1 Z1"
63,4228,6,"html-slider-response",10,65875,"0.0-2.0-0.8","A2","C2","A2 C2"
63,3337,35,"html-slider-response",11,69316,"0.0-2.0-0.9","A2","L1","A2 L1"
63,3349,40,"html-slider-response",12,72770,"0.0-2.0-0.10","E1","R1","E1 R1"
63,6194,34,"html-slider-response",13,79069,"0.0-2.0-0.11","H1","U1","H1 U1"
63,3907,30,"html-slider-response",14,83081,"0.0-2.0-0.12","T1","V1","T1 V1"
63,3409,22,"html-slider-response",15,86594,"0.0-2.0-0.13","K1","V1","K1 V1"
63,5397,57,"html-slider-response",16,92095,"0.0-2.0-0.14","U1","V1","U1 V1"
