"i","rt","response","trial_type","trial_index","time_elapsed","internal_node_id","group1","group2","pair"
1,2010,22,"html-slider-response",2,76313,"0.0-2.0-0.0","C2","I1","C2 I1"
1,1669,66,"html-slider-response",3,78084,"0.0-2.0-0.1","I1","X1","I1 X1"
1,2330,10,"html-slider-response",4,80517,"0.0-2.0-0.2","W1","Y1","W1 Y1"
1,2459,89,"html-slider-response",5,83078,"0.0-2.0-0.3","S1","W1","S1 W1"
1,2810,39,"html-slider-response",6,85990,"0.0-2.0-0.4","F1","Y1","F1 Y1"
1,1957,40,"html-slider-response",7,88050,"0.0-2.0-0.5","M1","O1","M1 O1"
1,2073,89,"html-slider-response",8,90225,"0.0-2.0-0.6","A2","V1","A2 V1"
1,2195,74,"html-slider-response",9,92523,"0.0-2.0-0.7","O1","T1","O1 T1"
1,1657,38,"html-slider-response",10,94284,"0.0-2.0-0.8","O1","Y1","O1 Y1"
1,2259,96,"html-slider-response",11,96645,"0.0-2.0-0.9","B1","P1","B1 P1"
1,2061,59,"html-slider-response",12,98809,"0.0-2.0-0.10","E1","U1","E1 U1"
1,2042,37,"html-slider-response",13,100953,"0.0-2.0-0.11","A1","V1","A1 V1"
1,1604,28,"html-slider-response",14,102660,"0.0-2.0-0.12","H1","P1","H1 P1"
1,2142,36,"html-slider-response",15,104904,"0.0-2.0-0.13","I1","R1","I1 R1"
1,2254,42,"html-slider-response",16,107262,"0.0-2.0-0.14","E1","W1","E1 W1"
1,1517,27,"html-slider-response",17,108882,"0.0-2.0-0.15","E1","T1","E1 T1"
1,1754,14,"html-slider-response",18,110737,"0.0-2.0-0.16","B1","U1","B1 U1"
1,1360,36,"html-slider-response",19,112199,"0.0-2.0-0.17","A2","S1","A2 S1"
1,1363,54,"html-slider-response",20,113664,"0.0-2.0-0.18","R1","U1","R1 U1"
1,1443,36,"html-slider-response",21,115209,"0.0-2.0-0.19","A1","C2","A1 C2"
1,1741,35,"html-slider-response",22,117051,"0.0-2.0-0.20","P1","T1","P1 T1"
1,1490,61,"html-slider-response",23,118644,"0.0-2.0-0.21","A2","W1","A2 W1"
1,2094,9,"html-slider-response",24,120840,"0.0-2.0-0.22","G1","N1","G1 N1"
1,1620,75,"html-slider-response",25,122565,"0.0-2.0-0.23","O1","X1","O1 X1"
1,1375,23,"html-slider-response",26,124042,"0.0-2.0-0.24","A2","G1","A2 G1"
1,1184,26,"html-slider-response",27,125329,"0.0-2.0-0.25","G1","X1","G1 X1"
1,4607,56,"html-slider-response",28,130039,"0.0-2.0-0.26","A1","P1","A1 P1"
2,6276,23,"html-slider-response",2,31737,"0.0-2.0-0.0","B1","E1","B1 E1"
2,4931,88,"html-slider-response",3,36782,"0.0-2.0-0.1","F1","W1","F1 W1"
2,3153,0,"html-slider-response",4,40039,"0.0-2.0-0.2","C2","F1","C2 F1"
2,5420,18,"html-slider-response",5,45564,"0.0-2.0-0.3","E1","G1","E1 G1"
2,3254,80,"html-slider-response",6,48924,"0.0-2.0-0.4","T1","X1","T1 X1"
2,3743,58,"html-slider-response",7,52770,"0.0-2.0-0.5","M1","X1","M1 X1"
2,3415,31,"html-slider-response",8,56290,"0.0-2.0-0.6","P1","W1","P1 W1"
2,5181,53,"html-slider-response",9,61574,"0.0-2.0-0.7","Q1","X1","Q1 X1"
2,3519,32,"html-slider-response",10,65196,"0.0-2.0-0.8","B1","O1","B1 O1"
2,3012,17,"html-slider-response",11,68312,"0.0-2.0-0.9","M1","Z1","M1 Z1"
2,3261,29,"html-slider-response",12,71678,"0.0-2.0-0.10","B1","W1","B1 W1"
2,4196,78,"html-slider-response",13,75976,"0.0-2.0-0.11","I1","T1","I1 T1"
2,2871,5,"html-slider-response",14,78951,"0.0-2.0-0.12","A1","B2","A1 B2"
2,4605,74,"html-slider-response",15,83659,"0.0-2.0-0.13","F1","U1","F1 U1"
2,2744,39,"html-slider-response",16,86512,"0.0-2.0-0.14","J1","Z1","J1 Z1"
2,2862,30,"html-slider-response",17,89478,"0.0-2.0-0.15","J1","S1","J1 S1"
2,4087,54,"html-slider-response",18,93666,"0.0-2.0-0.16","L1","Q1","L1 Q1"
2,2765,29,"html-slider-response",19,96535,"0.0-2.0-0.17","W1","Z1","W1 Z1"
2,2917,27,"html-slider-response",20,99556,"0.0-2.0-0.18","I1","L1","I1 L1"
2,4886,29,"html-slider-response",21,104544,"0.0-2.0-0.19","S1","U1","S1 U1"
2,3258,25,"html-slider-response",22,107908,"0.0-2.0-0.20","V1","W1","V1 W1"
2,4242,69,"html-slider-response",23,112253,"0.0-2.0-0.21","B2","N1","B2 N1"
2,3400,38,"html-slider-response",24,115757,"0.0-2.0-0.22","E1","Q1","E1 Q1"
2,3077,38,"html-slider-response",25,118940,"0.0-2.0-0.23","M1","Q1","M1 Q1"
2,3292,44,"html-slider-response",26,122337,"0.0-2.0-0.24","P1","S1","P1 S1"
2,4171,82,"html-slider-response",27,126610,"0.0-2.0-0.25","B2","X1","B2 X1"
2,4169,95,"html-slider-response",28,130884,"0.0-2.0-0.26","H1","Y1","H1 Y1"
3,8221,8,"html-slider-response",2,108677,"0.0-2.0-0.0","C2","W1","C2 W1"
3,6555,23,"html-slider-response",3,115335,"0.0-2.0-0.1","A1","H1","A1 H1"
3,9401,46,"html-slider-response",4,124842,"0.0-2.0-0.2","C2","U1","C2 U1"
3,7141,57,"html-slider-response",5,132084,"0.0-2.0-0.3","P1","Y1","P1 Y1"
3,6571,39,"html-slider-response",6,138758,"0.0-2.0-0.4","L1","Y1","L1 Y1"
3,4136,78,"html-slider-response",7,142997,"0.0-2.0-0.5","A2","N1","A2 N1"
3,4842,65,"html-slider-response",8,147940,"0.0-2.0-0.6","L1","T1","L1 T1"
3,6891,54,"html-slider-response",9,154934,"0.0-2.0-0.7","B2","H1","B2 H1"
3,10030,42,"html-slider-response",10,165068,"0.0-2.0-0.8","G1","Q1","G1 Q1"
3,4890,61,"html-slider-response",11,170060,"0.0-2.0-0.9","K1","L1","K1 L1"
3,8258,47,"html-slider-response",12,178420,"0.0-2.0-0.10","E1","Z1","E1 Z1"
3,4227,69,"html-slider-response",13,182750,"0.0-2.0-0.11","E1","X1","E1 X1"
3,6953,58,"html-slider-response",14,189806,"0.0-2.0-0.12","A1","Q1","A1 Q1"
3,13391,78,"html-slider-response",15,203301,"0.0-2.0-0.13","K1","T1","K1 T1"
3,5249,33,"html-slider-response",16,208652,"0.0-2.0-0.14","C2","T1","C2 T1"
3,4323,47,"html-slider-response",17,213078,"0.0-2.0-0.15","G1","J1","G1 J1"
3,4023,54,"html-slider-response",18,217205,"0.0-2.0-0.16","N1","Q1","N1 Q1"
3,3602,70,"html-slider-response",19,220909,"0.0-2.0-0.17","A2","Z1","A2 Z1"
3,6439,45,"html-slider-response",20,227452,"0.0-2.0-0.18","E1","P1","E1 P1"
3,3314,63,"html-slider-response",21,230868,"0.0-2.0-0.19","S1","Z1","S1 Z1"
3,3970,55,"html-slider-response",22,234941,"0.0-2.0-0.20","L1","P1","L1 P1"
3,5383,39,"html-slider-response",23,240428,"0.0-2.0-0.21","F1","M1","F1 M1"
3,7706,47,"html-slider-response",24,248236,"0.0-2.0-0.22","G1","L1","G1 L1"
3,6754,56,"html-slider-response",25,255093,"0.0-2.0-0.23","A2","I1","A2 I1"
3,4457,73,"html-slider-response",26,259654,"0.0-2.0-0.24","J1","R1","J1 R1"
3,5189,43,"html-slider-response",27,264948,"0.0-2.0-0.25","B2","Q1","B2 Q1"
3,5555,66,"html-slider-response",28,270604,"0.0-2.0-0.26","B1","H1","B1 H1"
4,16591,57,"html-slider-response",2,48441,"0.0-2.0-0.0","E1","S1","E1 S1"
4,7715,62,"html-slider-response",3,56261,"0.0-2.0-0.1","B1","Z1","B1 Z1"
4,8453,74,"html-slider-response",4,64817,"0.0-2.0-0.2","A1","S1","A1 S1"
4,10792,39,"html-slider-response",5,75712,"0.0-2.0-0.3","A2","Y1","A2 Y1"
4,6474,45,"html-slider-response",6,82290,"0.0-2.0-0.4","G1","P1","G1 P1"
4,6397,52,"html-slider-response",7,88803,"0.0-2.0-0.5","A2","J1","A2 J1"
4,8012,47,"html-slider-response",8,96918,"0.0-2.0-0.6","E1","K1","E1 K1"
4,8239,47,"html-slider-response",9,105272,"0.0-2.0-0.7","A1","I1","A1 I1"
4,5679,56,"html-slider-response",10,111063,"0.0-2.0-0.8","C2","H1","C2 H1"
4,6098,56,"html-slider-response",11,117272,"0.0-2.0-0.9","C2","M1","C2 M1"
4,6280,88,"html-slider-response",12,123657,"0.0-2.0-0.10","N1","R1","N1 R1"
4,5857,66,"html-slider-response",13,129618,"0.0-2.0-0.11","A2","U1","A2 U1"
4,6986,59,"html-slider-response",14,136709,"0.0-2.0-0.12","P1","Q1","P1 Q1"
4,7048,67,"html-slider-response",15,143861,"0.0-2.0-0.13","R1","V1","R1 V1"
4,11161,54,"html-slider-response",16,155127,"0.0-2.0-0.14","G1","I1","G1 I1"
4,7474,58,"html-slider-response",17,162705,"0.0-2.0-0.15","A1","N1","A1 N1"
4,7786,54,"html-slider-response",18,170595,"0.0-2.0-0.16","A1","B1","A1 B1"
4,10804,28,"html-slider-response",19,181505,"0.0-2.0-0.17","G1","R1","G1 R1"
4,6075,52,"html-slider-response",20,187699,"0.0-2.0-0.18","K1","N1","K1 N1"
4,6134,7,"html-slider-response",21,193939,"0.0-2.0-0.19","F1","G1","F1 G1"
4,6842,60,"html-slider-response",22,200885,"0.0-2.0-0.20","A2","P1","A2 P1"
4,6556,43,"html-slider-response",23,207545,"0.0-2.0-0.21","Q1","S1","Q1 S1"
4,8903,79,"html-slider-response",24,216573,"0.0-2.0-0.22","B2","L1","B2 L1"
4,9500,29,"html-slider-response",25,226189,"0.0-2.0-0.23","B1","F1","B1 F1"
4,6046,85,"html-slider-response",26,232341,"0.0-2.0-0.24","B2","I1","B2 I1"
4,5454,21,"html-slider-response",27,237901,"0.0-2.0-0.25","M1","V1","M1 V1"
4,5925,71,"html-slider-response",28,243944,"0.0-2.0-0.26","M1","S1","M1 S1"
5,7900,42,"html-slider-response",2,23455,"0.0-2.0-0.0","V1","Z1","V1 Z1"
5,3391,41,"html-slider-response",3,26950,"0.0-2.0-0.1","F1","V1","F1 V1"
5,2191,30,"html-slider-response",4,29243,"0.0-2.0-0.2","B2","Y1","B2 Y1"
5,22582,31,"html-slider-response",5,51928,"0.0-2.0-0.3","B1","V1","B1 V1"
5,4971,40,"html-slider-response",6,57001,"0.0-2.0-0.4","W1","X1","W1 X1"
5,2459,32,"html-slider-response",7,59562,"0.0-2.0-0.5","N1","W1","N1 W1"
5,2693,45,"html-slider-response",8,62358,"0.0-2.0-0.6","B1","T1","B1 T1"
5,2378,36,"html-slider-response",9,64838,"0.0-2.0-0.7","O1","P1","O1 P1"
5,4131,40,"html-slider-response",10,69072,"0.0-2.0-0.8","B1","Q1","B1 Q1"
5,2644,43,"html-slider-response",11,71819,"0.0-2.0-0.9","S1","T1","S1 T1"
5,1988,43,"html-slider-response",12,73909,"0.0-2.0-0.10","G1","Z1","G1 Z1"
5,5069,48,"html-slider-response",13,79082,"0.0-2.0-0.11","B1","C2","B1 C2"
5,2223,43,"html-slider-response",14,81407,"0.0-2.0-0.12","R1","W1","R1 W1"
5,2033,41,"html-slider-response",15,83542,"0.0-2.0-0.13","S1","V1","S1 V1"
5,3789,37,"html-slider-response",16,87435,"0.0-2.0-0.14","N1","T1","N1 T1"
5,3834,49,"html-slider-response",17,91370,"0.0-2.0-0.15","U1","Y1","U1 Y1"
5,2233,39,"html-slider-response",18,93706,"0.0-2.0-0.16","C2","S1","C2 S1"
5,2269,38,"html-slider-response",19,96077,"0.0-2.0-0.17","B1","G1","B1 G1"
5,2836,52,"html-slider-response",20,99015,"0.0-2.0-0.18","R1","X1","R1 X1"
5,1886,44,"html-slider-response",21,101003,"0.0-2.0-0.19","V1","X1","V1 X1"
5,1997,45,"html-slider-response",22,103103,"0.0-2.0-0.20","J1","N1","J1 N1"
5,2873,37,"html-slider-response",23,106079,"0.0-2.0-0.21","J1","Q1","J1 Q1"
5,2414,43,"html-slider-response",24,108594,"0.0-2.0-0.22","I1","O1","I1 O1"
5,1837,39,"html-slider-response",25,110534,"0.0-2.0-0.23","M1","N1","M1 N1"
5,2087,41,"html-slider-response",26,112724,"0.0-2.0-0.24","A1","E1","A1 E1"
5,3110,58,"html-slider-response",27,115937,"0.0-2.0-0.25","B2","K1","B2 K1"
5,2323,48,"html-slider-response",28,118364,"0.0-2.0-0.26","B2","O1","B2 O1"
6,5705,84,"html-slider-response",2,35331,"0.0-2.0-0.0","A2","T1","A2 T1"
6,3708,44,"html-slider-response",3,39142,"0.0-2.0-0.1","J1","U1","J1 U1"
6,2895,19,"html-slider-response",4,42140,"0.0-2.0-0.2","H1","V1","H1 V1"
6,4961,39,"html-slider-response",5,47206,"0.0-2.0-0.3","I1","S1","I1 S1"
6,2434,60,"html-slider-response",6,49744,"0.0-2.0-0.4","F1","N1","F1 N1"
6,2720,63,"html-slider-response",7,52568,"0.0-2.0-0.5","B2","M1","B2 M1"
6,3827,56,"html-slider-response",8,56498,"0.0-2.0-0.6","O1","Z1","O1 Z1"
6,4334,29,"html-slider-response",9,60936,"0.0-2.0-0.7","O1","V1","O1 V1"
6,3288,58,"html-slider-response",10,64327,"0.0-2.0-0.8","K1","R1","K1 R1"
6,3379,60,"html-slider-response",11,67808,"0.0-2.0-0.9","I1","U1","I1 U1"
6,3818,64,"html-slider-response",12,71729,"0.0-2.0-0.10","B2","F1","B2 F1"
6,2770,66,"html-slider-response",13,74600,"0.0-2.0-0.11","J1","T1","J1 T1"
6,2678,61,"html-slider-response",14,77380,"0.0-2.0-0.12","K1","Z1","K1 Z1"
6,3008,63,"html-slider-response",15,80490,"0.0-2.0-0.13","M1","Y1","M1 Y1"
6,3342,67,"html-slider-response",16,83935,"0.0-2.0-0.14","T1","U1","T1 U1"
6,3177,10,"html-slider-response",17,87215,"0.0-2.0-0.15","Q1","R1","Q1 R1"
6,2537,59,"html-slider-response",18,89854,"0.0-2.0-0.16","O1","W1","O1 W1"
6,3000,57,"html-slider-response",19,92957,"0.0-2.0-0.17","I1","M1","I1 M1"
6,2806,19,"html-slider-response",20,95865,"0.0-2.0-0.18","B1","K1","B1 K1"
6,3084,34,"html-slider-response",21,99051,"0.0-2.0-0.19","B1","X1","B1 X1"
6,3218,61,"html-slider-response",22,102372,"0.0-2.0-0.20","I1","W1","I1 W1"
6,2761,24,"html-slider-response",23,105235,"0.0-2.0-0.21","K1","U1","K1 U1"
6,3019,24,"html-slider-response",24,108358,"0.0-2.0-0.22","F1","Q1","F1 Q1"
6,3945,60,"html-slider-response",25,112404,"0.0-2.0-0.23","L1","R1","L1 R1"
6,3342,58,"html-slider-response",26,115849,"0.0-2.0-0.24","J1","M1","J1 M1"
6,5701,51,"html-slider-response",27,121652,"0.0-2.0-0.25","A2","X1","A2 X1"
6,2525,57,"html-slider-response",28,124279,"0.0-2.0-0.26","L1","O1","L1 O1"
7,4444,22,"html-slider-response",2,32219,"0.0-2.0-0.0","T1","Z1","T1 Z1"
7,2153,18,"html-slider-response",3,34475,"0.0-2.0-0.1","F1","H1","F1 H1"
7,2497,71,"html-slider-response",4,37074,"0.0-2.0-0.2","F1","L1","F1 L1"
7,4154,30,"html-slider-response",5,41331,"0.0-2.0-0.3","C2","G1","C2 G1"
7,2186,61,"html-slider-response",6,43618,"0.0-2.0-0.4","B2","J1","B2 J1"
7,2145,7,"html-slider-response",7,45866,"0.0-2.0-0.5","Q1","V1","Q1 V1"
7,1865,0,"html-slider-response",8,47834,"0.0-2.0-0.6","G1","O1","G1 O1"
7,1833,0,"html-slider-response",9,49770,"0.0-2.0-0.7","S1","Y1","S1 Y1"
7,1787,7,"html-slider-response",10,51658,"0.0-2.0-0.8","H1","R1","H1 R1"
7,2554,33,"html-slider-response",11,54314,"0.0-2.0-0.9","J1","Y1","J1 Y1"
7,2113,63,"html-slider-response",12,56530,"0.0-2.0-0.10","E1","F1","E1 F1"
7,3514,20,"html-slider-response",13,60146,"0.0-2.0-0.11","B2","C2","B2 C2"
7,2280,39,"html-slider-response",14,62530,"0.0-2.0-0.12","E1","V1","E1 V1"
7,2298,85,"html-slider-response",15,64930,"0.0-2.0-0.13","A2","B1","A2 B1"
7,1865,27,"html-slider-response",16,66899,"0.0-2.0-0.14","C2","O1","C2 O1"
7,3417,2,"html-slider-response",17,70418,"0.0-2.0-0.15","A1","Y1","A1 Y1"
7,2280,79,"html-slider-response",18,72802,"0.0-2.0-0.16","F1","T1","F1 T1"
7,1904,19,"html-slider-response",19,74810,"0.0-2.0-0.17","B1","I1","B1 I1"
7,2416,23,"html-slider-response",20,77330,"0.0-2.0-0.18","G1","V1","G1 V1"
7,1680,62,"html-slider-response",21,79114,"0.0-2.0-0.19","H1","L1","H1 L1"
7,1857,85,"html-slider-response",22,81074,"0.0-2.0-0.20","J1","W1","J1 W1"
7,2041,81,"html-slider-response",23,83218,"0.0-2.0-0.21","I1","K1","I1 K1"
7,1508,17,"html-slider-response",24,84830,"0.0-2.0-0.22","C2","Q1","C2 Q1"
7,2023,68,"html-slider-response",25,86954,"0.0-2.0-0.23","H1","K1","H1 K1"
7,1794,87,"html-slider-response",26,88850,"0.0-2.0-0.24","H1","T1","H1 T1"
7,3674,81,"html-slider-response",27,92626,"0.0-2.0-0.25","N1","Z1","N1 Z1"
7,2170,17,"html-slider-response",28,94899,"0.0-2.0-0.26","Q1","Y1","Q1 Y1"
8,150830,37,"html-slider-response",2,166814,"0.0-2.0-0.0","F1","I1","F1 I1"
8,2104,44,"html-slider-response",3,169022,"0.0-2.0-0.1","A1","M1","A1 M1"
8,929,57,"html-slider-response",4,170053,"0.0-2.0-0.2","A1","O1","A1 O1"
8,1026,60,"html-slider-response",5,171182,"0.0-2.0-0.3","G1","H1","G1 H1"
8,1019,66,"html-slider-response",6,172302,"0.0-2.0-0.4","U1","W1","U1 W1"
8,794,46,"html-slider-response",7,173198,"0.0-2.0-0.5","O1","Q1","O1 Q1"
8,1011,57,"html-slider-response",8,174310,"0.0-2.0-0.6","B1","M1","B1 M1"
8,859,41,"html-slider-response",9,175270,"0.0-2.0-0.7","M1","P1","M1 P1"
8,1137,52,"html-slider-response",10,176510,"0.0-2.0-0.8","M1","T1","M1 T1"
8,1250,34,"html-slider-response",11,177862,"0.0-2.0-0.9","C2","X1","C2 X1"
8,947,45,"html-slider-response",12,178910,"0.0-2.0-0.10","H1","W1","H1 W1"
8,1314,61,"html-slider-response",13,180326,"0.0-2.0-0.11","G1","S1","G1 S1"
8,1169,40,"html-slider-response",14,181597,"0.0-2.0-0.12","B1","N1","B1 N1"
8,994,44,"html-slider-response",15,182693,"0.0-2.0-0.13","Y1","Z1","Y1 Z1"
8,998,61,"html-slider-response",16,183798,"0.0-2.0-0.14","H1","X1","H1 X1"
8,1011,32,"html-slider-response",17,184910,"0.0-2.0-0.15","G1","W1","G1 W1"
8,2274,40,"html-slider-response",18,187286,"0.0-2.0-0.16","K1","O1","K1 O1"
8,985,36,"html-slider-response",19,188374,"0.0-2.0-0.17","H1","S1","H1 S1"
8,1505,59,"html-slider-response",20,189982,"0.0-2.0-0.18","J1","P1","J1 P1"
8,1178,66,"html-slider-response",21,191262,"0.0-2.0-0.19","B1","R1","B1 R1"
8,994,46,"html-slider-response",22,192358,"0.0-2.0-0.20","Q1","W1","Q1 W1"
8,1147,59,"html-slider-response",23,193606,"0.0-2.0-0.21","B1","L1","B1 L1"
8,986,73,"html-slider-response",24,194694,"0.0-2.0-0.22","G1","T1","G1 T1"
8,1282,58,"html-slider-response",25,196078,"0.0-2.0-0.23","I1","V1","I1 V1"
8,1195,43,"html-slider-response",26,197374,"0.0-2.0-0.24","C2","K1","C2 K1"
8,1058,34,"html-slider-response",27,198534,"0.0-2.0-0.25","K1","M1","K1 M1"
8,1794,39,"html-slider-response",28,200430,"0.0-2.0-0.26","K1","Y1","K1 Y1"
9,6559,27,"html-slider-response",2,44581,"0.0-2.0-0.0","L1","V1","L1 V1"
9,4191,28,"html-slider-response",3,48883,"0.0-2.0-0.1","C2","V1","C2 V1"
9,3005,20,"html-slider-response",4,51991,"0.0-2.0-0.2","R1","Y1","R1 Y1"
9,5315,65,"html-slider-response",5,57409,"0.0-2.0-0.3","I1","J1","I1 J1"
9,3283,22,"html-slider-response",6,60798,"0.0-2.0-0.4","B1","J1","B1 J1"
9,5185,14,"html-slider-response",7,66086,"0.0-2.0-0.5","X1","Y1","X1 Y1"
9,4047,7,"html-slider-response",8,70237,"0.0-2.0-0.6","I1","Q1","I1 Q1"
9,3155,6,"html-slider-response",9,73499,"0.0-2.0-0.7","M1","R1","M1 R1"
9,3147,19,"html-slider-response",10,76751,"0.0-2.0-0.8","A2","B2","A2 B2"
9,3547,52,"html-slider-response",11,80407,"0.0-2.0-0.9","E1","N1","E1 N1"
9,2983,18,"html-slider-response",12,83493,"0.0-2.0-0.10","N1","P1","N1 P1"
9,4708,46,"html-slider-response",13,88303,"0.0-2.0-0.11","A1","G1","A1 G1"
9,5098,28,"html-slider-response",14,93507,"0.0-2.0-0.12","Q1","U1","Q1 U1"
9,4537,77,"html-slider-response",15,98148,"0.0-2.0-0.13","J1","L1","J1 L1"
9,3599,26,"html-slider-response",16,101851,"0.0-2.0-0.14","P1","X1","P1 X1"
9,4810,40,"html-slider-response",17,106773,"0.0-2.0-0.15","H1","O1","H1 O1"
9,2744,52,"html-slider-response",18,109625,"0.0-2.0-0.16","E1","Y1","E1 Y1"
9,2974,83,"html-slider-response",19,112701,"0.0-2.0-0.17","B2","R1","B2 R1"
9,2945,94,"html-slider-response",20,115749,"0.0-2.0-0.18","A1","A2","A1 A2"
9,5182,42,"html-slider-response",21,121037,"0.0-2.0-0.19","A1","U1","A1 U1"
9,3703,41,"html-slider-response",22,124843,"0.0-2.0-0.20","E1","I1","E1 I1"
9,2795,35,"html-slider-response",23,127740,"0.0-2.0-0.21","B2","P1","B2 P1"
9,4015,39,"html-slider-response",24,131861,"0.0-2.0-0.22","R1","S1","R1 S1"
9,3494,59,"html-slider-response",25,135460,"0.0-2.0-0.23","P1","U1","P1 U1"
9,2752,67,"html-slider-response",26,138314,"0.0-2.0-0.24","A2","M1","A2 M1"
9,2692,32,"html-slider-response",27,141110,"0.0-2.0-0.25","H1","N1","H1 N1"
9,2325,64,"html-slider-response",28,143539,"0.0-2.0-0.26","N1","V1","N1 V1"
10,5466,14,"html-slider-response",2,23092,"0.0-2.0-0.0","A1","W1","A1 W1"
10,2665,17,"html-slider-response",3,25859,"0.0-2.0-0.1","L1","M1","L1 M1"
10,5429,66,"html-slider-response",4,31393,"0.0-2.0-0.2","B2","U1","B2 U1"
10,2764,36,"html-slider-response",5,34261,"0.0-2.0-0.3","A2","O1","A2 O1"
10,4562,70,"html-slider-response",6,38926,"0.0-2.0-0.4","A1","T1","A1 T1"
10,2347,32,"html-slider-response",7,41375,"0.0-2.0-0.5","M1","U1","M1 U1"
10,3498,75,"html-slider-response",8,44975,"0.0-2.0-0.6","H1","M1","H1 M1"
10,3364,28,"html-slider-response",9,48443,"0.0-2.0-0.7","A2","E1","A2 E1"
10,2230,67,"html-slider-response",10,50775,"0.0-2.0-0.8","S1","X1","S1 X1"
10,1752,30,"html-slider-response",11,52628,"0.0-2.0-0.9","A1","F1","A1 F1"
10,1697,75,"html-slider-response",12,54427,"0.0-2.0-0.10","O1","S1","O1 S1"
10,3716,62,"html-slider-response",13,58245,"0.0-2.0-0.11","K1","Q1","K1 Q1"
10,2546,71,"html-slider-response",14,60892,"0.0-2.0-0.12","J1","K1","J1 K1"
10,3231,13,"html-slider-response",15,64225,"0.0-2.0-0.13","C2","N1","C2 N1"
10,2565,78,"html-slider-response",16,66892,"0.0-2.0-0.14","N1","X1","N1 X1"
10,3431,74,"html-slider-response",17,70425,"0.0-2.0-0.15","A2","R1","A2 R1"
10,1996,26,"html-slider-response",18,72525,"0.0-2.0-0.16","V1","Y1","V1 Y1"
10,2698,76,"html-slider-response",19,75324,"0.0-2.0-0.17","A1","L1","A1 L1"
10,3765,27,"html-slider-response",20,79190,"0.0-2.0-0.18","C2","J1","C2 J1"
10,2599,69,"html-slider-response",21,81891,"0.0-2.0-0.19","L1","N1","L1 N1"
10,2281,86,"html-slider-response",22,84275,"0.0-2.0-0.20","B1","B2","B1 B2"
10,2234,75,"html-slider-response",23,86610,"0.0-2.0-0.21","C2","Y1","C2 Y1"
10,2533,70,"html-slider-response",24,89244,"0.0-2.0-0.22","F1","K1","F1 K1"
10,13712,23,"html-slider-response",25,103058,"0.0-2.0-0.23","K1","S1","K1 S1"
10,2015,65,"html-slider-response",26,105175,"0.0-2.0-0.24","K1","W1","K1 W1"
10,1798,66,"html-slider-response",27,107075,"0.0-2.0-0.25","P1","V1","P1 V1"
10,2168,67,"html-slider-response",28,109344,"0.0-2.0-0.26","J1","X1","J1 X1"
11,2880,55,"html-slider-response",2,1018445,"0.0-2.0-0.0","H1","Z1","H1 Z1"
11,2672,46,"html-slider-response",3,1021222,"0.0-2.0-0.1","B2","Z1","B2 Z1"
11,2004,69,"html-slider-response",4,1023332,"0.0-2.0-0.2","U1","V1","U1 V1"
11,1595,29,"html-slider-response",5,1025033,"0.0-2.0-0.3","B1","Y1","B1 Y1"
11,2426,29,"html-slider-response",6,1027562,"0.0-2.0-0.4","F1","X1","F1 X1"
11,1641,44,"html-slider-response",7,1029308,"0.0-2.0-0.5","H1","U1","H1 U1"
11,1644,56,"html-slider-response",8,1031056,"0.0-2.0-0.6","T1","W1","T1 W1"
11,1955,60,"html-slider-response",9,1033116,"0.0-2.0-0.7","J1","O1","J1 O1"
11,3657,3,"html-slider-response",10,1036876,"0.0-2.0-0.8","A2","C2","A2 C2"
11,1994,64,"html-slider-response",11,1038976,"0.0-2.0-0.9","E1","O1","E1 O1"
11,2350,38,"html-slider-response",12,1041430,"0.0-2.0-0.10","H1","J1","H1 J1"
11,1890,31,"html-slider-response",13,1043424,"0.0-2.0-0.11","C2","Z1","C2 Z1"
11,1709,23,"html-slider-response",14,1045238,"0.0-2.0-0.12","G1","U1","G1 U1"
11,3383,0,"html-slider-response",15,1048726,"0.0-2.0-0.13","A2","H1","A2 H1"
11,2494,62,"html-slider-response",16,1051326,"0.0-2.0-0.14","U1","Z1","U1 Z1"
11,1918,31,"html-slider-response",17,1053348,"0.0-2.0-0.15","N1","O1","N1 O1"
11,2550,24,"html-slider-response",18,1056002,"0.0-2.0-0.16","K1","V1","K1 V1"
11,1779,58,"html-slider-response",19,1057886,"0.0-2.0-0.17","L1","W1","L1 W1"
11,2703,6,"html-slider-response",20,1060694,"0.0-2.0-0.18","P1","R1","P1 R1"
11,20951,39,"html-slider-response",21,1081748,"0.0-2.0-0.19","A2","L1","A2 L1"
11,3574,39,"html-slider-response",22,1085428,"0.0-2.0-0.20","T1","V1","T1 V1"
11,1994,77,"html-slider-response",23,1087525,"0.0-2.0-0.21","O1","U1","O1 U1"
11,1770,53,"html-slider-response",24,1089400,"0.0-2.0-0.22","K1","X1","K1 X1"
11,1958,39,"html-slider-response",25,1091462,"0.0-2.0-0.23","F1","S1","F1 S1"
11,2710,38,"html-slider-response",26,1094275,"0.0-2.0-0.24","E1","R1","E1 R1"
11,2556,33,"html-slider-response",27,1096937,"0.0-2.0-0.25","A1","Z1","A1 Z1"
11,3614,88,"html-slider-response",28,1100656,"0.0-2.0-0.26","X1","Z1","X1 Z1"
12,7132,16,"html-slider-response",2,31681,"0.0-2.0-0.0","I1","Z1","I1 Z1"
12,4567,81,"html-slider-response",3,36351,"0.0-2.0-0.1","F1","O1","F1 O1"
12,3693,45,"html-slider-response",4,40147,"0.0-2.0-0.2","L1","S1","L1 S1"
