W1,T1,O1,I1,X1
B2,X1,L1,R1,O1
I1,T1,J1,K1,B2
J1,I1,W1,R1,K1
K1,T1,I1,J1,L1
L1,B2,K1,R1,J1
O1,W1,R1,L1,J1
R1,O1,L1,X1,B2
T1,I1,K1,X1,W1
X1,T1,B2,W1,O1
