subid,type,trial,target,person,utterance,selection,correct
1,practice,1,apple,parent,I want you to pick an apple,,N
1,practice,1,apple,child,,child,N
1,practice,4,apple,child,it's an apple,,Y
1,practice,4,apple,parent,,parent,Y
1,practice,4,apple,parent,"alright, i picked the apple",,Y
1,practice,2,artichoke,child,it's a cabbage,,Y
1,practice,2,artichoke,parent,a cabbage?,,Y
1,practice,2,artichoke,parent,,parent,Y
1,practice,2,artichoke,child,yeah,,Y
1,practice,5,artichoke,parent,it's a cabbage,,Y
1,practice,5,artichoke,child,,child,Y
1,practice,5,artichoke,parent,do you know what that actually is? i think that's a brussel sprout,,Y
1,practice,3,onion,parent,"i have, my blue square is an onion. do you have an onion? can you pick the onion",,Y
1,practice,3,onion,child,,child,Y
1,practice,6,onion,child,onion,,Y
1,practice,6,onion,parent,,parent,Y
1,test,7,B2,parent,"this one has, it looks like a guy wearing a triangle hat, do you see like a triangle hat?",,Y
1,test,7,B2,child,"um, yeah",,Y
1,test,7,B2,child,,child,Y
1,test,19,B2,child,it has a triangle hat,,Y
1,test,19,B2,parent,,parent,Y
1,test,19,B2,parent,ok,,Y
1,test,25,B2,parent,"alright it's the guy with the triangle top, oh hat",,Y
1,test,25,B2,child,,child,Y
1,test,35,B2,child,it's the one that has the triangle hat,,Y
1,test,35,B2,parent,triangle hat,,Y
1,test,35,B2,parent,,parent,Y
1,test,1,I1,parent,"what i see is a square on top, and then it looks like a guy holding a triangle in his hand",,Y
1,test,1,I1,child,,child,Y
1,test,1,I1,parent,do you see someone holding a triangle?,,Y
1,test,13,I1,child,it's the guy that's holding a triangle,,Y
1,test,13,I1,parent,he's holding a triangle?,,Y
1,test,13,I1,parent,,parent,Y
1,test,13,I1,parent,the not pointy triangle butt?,,Y
1,test,13,I1,child,yeah,,Y
1,test,27,I1,parent,"ok this is the guy with the tilty square head, not the straight square, the tilty square, and he looks like he's holding a triangle",,Y
1,test,27,I1,child,,child,Y
1,test,33,I1,child,"it's the one that's, it's holding a triangle",,Y
1,test,33,I1,parent,,parent,Y
1,test,33,I1,parent,ok,,Y
1,test,10,J1,child,"now it has, it has the one with the not pointy",,Y
1,test,10,J1,parent,it's the guy with the not triangle butt?,,Y
1,test,10,J1,child,yeah,,Y
1,test,10,J1,parent,does it kind of look like a mermaid?,,Y
1,test,10,J1,parent,,parent,Y
1,test,12,J1,parent,"this one, mine looks like a mermaid, the one in the square looks like a mermaid",,Y
1,test,12,J1,child,ok,,Y
1,test,12,J1,child,,child,Y
1,test,30,J1,child,it's the mermaid one,,Y
1,test,30,J1,parent,,parent,Y
1,test,40,J1,parent,it's the mermaid one,,Y
1,test,40,J1,child,,child,Y
1,test,4,K1,child,now,,Y
1,test,4,K1,parent,does this guy have a triangle butt or no? which one is in the blue square? triangle butt or the one without the triangle butt?,,Y
1,test,4,K1,child,triangle butt,,Y
1,test,4,K1,parent,"the one with the butt sticking out, like the triangle sticking out?",,Y
1,test,4,K1,child,yeah,,Y
1,test,4,K1,parent,,parent,Y
1,test,4,K1,parent,"no, no, no,  you can't look, that's cheating. you gotta stay in your seat",,Y
1,test,16,K1,parent,"okay, it's the guy with the pointy, pointy uh, triangle butt",,Y
1,test,16,K1,child,,child,Y
1,test,26,K1,child,it's the one that has the pointy butt,,Y
1,test,26,K1,parent,,parent,Y
1,test,34,K1,parent,it's the guy with the pointy triangle butt,,Y
1,test,34,K1,parent,it's the guy with the pointy triangle butt,,Y
1,test,34,K1,child,,child,Y
1,test,6,L1,child,now it has like a box on it's head,,Y
1,test,6,L1,parent,like just a square? or a square with like a triangle on it too?,,Y
1,test,6,L1,child,"uh, a triangle on it",,Y
1,test,6,L1,parent,is it like a square and it's got like pointy triangles coming out of it?,,Y
1,test,6,L1,child,"yeah, at the back",,Y
1,test,6,L1,parent,at the back?,,Y
1,test,6,L1,child,yeah,,Y
1,test,6,L1,parent,"well, so, is it, wait, wait, so is his head a tilty square? or is his head not a square?",,Y
1,test,6,L1,child,tilty square,,Y
1,test,6,L1,parent,it's the other one?,,Y
1,test,6,L1,child,yeah,,Y
1,test,6,L1,parent,,parent,Y
1,test,6,L1,parent,okay,,Y
1,test,20,L1,parent,"this is like the, it looks like kind of like a square on his head, but then there's like, it's like a square with some pointy, with some points on it",,Y
1,test,20,L1,child,,child,Y
1,test,24,L1,child,it's the one that has the hexagon,,Y
1,test,24,L1,parent,"the hexagon. i don't know what a hexagon, i don't see a hexagon. it's the not, does he have a triangle butt or no?",,Y
1,test,24,L1,child,no,,Y
1,test,24,L1,parent,the other guy>,,Y
1,test,24,L1,child,yeah,,Y
1,test,24,L1,parent,i don't see a hexagon in there,,Y
1,test,24,L1,parent,,parent,Y
1,test,38,L1,parent,"alright, this is the guy who, he's got like",,Y
1,test,38,L1,parent,"this guy has like a, it's like a square but then it's got a pointy thing sticking out of the square and it's not the diamond body. so it's the guy that doesn't, not the diamond body, it's the other guy with the square and like the pointy things",,Y
1,test,38,L1,child,,child,Y
1,test,2,N1,child,well it's a guy that has a square on his head,,Y
1,test,2,N1,parent,is the square tilty or is it...?,,Y
1,test,2,N1,child,tilty,,Y
1,test,2,N1,parent,it's a tilty square? ok,,Y
1,test,2,N1,parent,,parent,Y
1,test,18,N1,parent,it's the guy that looks like it's running,,Y
1,test,18,N1,child,,child,Y
1,test,18,N1,parent,like he's got a big diamond body and it looks like he's running,,Y
1,test,22,N1,child,it's the one with the diamond body,,N
1,test,22,N1,parent,"well both have a diamond body. one of them looks like he's running, the other looks like he's just standing up",,N
1,test,22,N1,child,the one that he's standing,,N
1,test,22,N1,parent,not the running one?,,N
1,test,22,N1,parent,,parent,N
1,test,22,N1,child,yeah,,N
1,test,32,N1,parent,it's the guy,,Y
1,test,32,N1,parent,it's the guy with the diamond body who looks like he's running,,Y
1,test,32,N1,child,,child,Y
1,test,9,O1,parent,"alright, this one, hmm",,N
1,test,9,O1,parent,"so my, the guy in my, the blue square, there's a guy like with a diamond body, it's the other one. it's the guy that doesn't have the diamond body, he's got like a tilty square head, and then it's like a trapezoid and a triangle",,N
1,test,9,O1,child,this one?,,N
1,test,9,O1,child,,child,N
1,test,9,O1,parent,"i don't know, i can't see yours, but hopefullt",,N
1,test,15,O1,child,"it's the one that has, uh, i don't know what it is",,Y
1,test,15,O1,parent,"it's ok, well you just describe it to me, what shapes do you see?",,Y
1,test,15,O1,child,there's triangle feet,,Y
1,test,15,O1,parent,okay well both of them have triangle feet. what about their body? one of them looks like he has a diamond body and the other one looks like he has a trapezoid and a triangle,,Y
1,test,15,O1,child,it's this one,,Y
1,test,15,O1,parent,the diamond body or the trapezoid and triangle?,,Y
1,test,15,O1,child,the trapezoid and the triangle,,Y
1,test,15,O1,parent,,parent,Y
1,test,23,O1,parent,"okay, it's the guy with the tilty square",,Y
1,test,23,O1,child,,child,Y
1,test,23,O1,parent,for a head,,Y
1,test,37,O1,child,"this is the one that has, the one that's standing on one leg",,N
1,test,37,O1,parent,"and he's got the straight square head, not the tilty square?",,N
1,test,37,O1,child,yeah,,N
1,test,37,O1,parent,,parent,N
1,test,5,R1,parent,"this guy has, it looks like this guy has two legs, two triangle legs. the other guy has one, but the guy in my blue square has two triangle legs",,Y
1,test,5,R1,child,,child,Y
1,test,5,R1,parent,do you see the guy with two triangle feet?,,Y
1,test,5,R1,child,yep,,Y
1,test,11,R1,child,it has two triangle legs,,Y
1,test,11,R1,parent,"two triangle, well both of them look like they have two triangle legs. does he have a tilty square or a striaght square for a head?",,Y
1,test,11,R1,parent,does he have a tilty square or a not tilty square?,,Y
1,test,11,R1,child,not,,Y
1,test,11,R1,parent,,parent,Y
1,test,29,R1,parent,"alright this is the guy with the straight square head, not the tilty square but he's got a straigh square head",,Y
1,test,29,R1,parent,you know what i mean?,,Y
1,test,29,R1,child,,child,Y
1,test,31,R1,child,it's the one that has the square,,Y
1,test,31,R1,parent,"the square head? the straight square head? that's, ok",,Y
1,test,31,R1,parent,,parent,Y
1,test,8,T1,parent,is he holding a triangle or no?,,Y
1,test,8,T1,child,nope,,Y
1,test,8,T1,parent,it's the guy who's not holding the triangle?,,Y
1,test,8,T1,child,yeah,,Y
1,test,8,T1,parent,ok,,Y
1,test,8,T1,parent,,parent,Y
1,test,14,T1,parent,"this is the guy, let's see, the not with the diamond body, the other guy",,Y
1,test,14,T1,child,,child,Y
1,test,14,T1,child,ok,,Y
1,test,28,T1,child,"it's the one like he's holding, he's hat, it's holding one foot up",,Y
1,test,28,T1,parent,foot up? ok,,Y
1,test,28,T1,child,yeah,,Y
1,test,28,T1,parent,"so it's not the guy with the triangle hat or the pointy triangle butt, it's the other guy?",,Y
1,test,28,T1,child,yeah,,Y
1,test,28,T1,parent,,parent,Y
1,test,28,T1,parent,ok,,Y
1,test,36,T1,parent,"it's the guy with the tilty square head, not the straight square, the tilty square. not the mermaid, the other guy",,Y
1,test,36,T1,child,,child,Y
1,test,3,U1,parent,"these look a lot alike, let's see what's different. this guy looks like he has a big diamond for a body",,Y
1,test,3,U1,child,why can i not see it?,,Y
1,test,3,U1,parent,"well can you see just the guy, he's got a tilty square",,Y
1,test,3,U1,child,,child,Y
1,test,3,U1,parent,"and then a diamond for his body,  you see that one?",,Y
1,test,3,U1,child,mhmm,,Y
1,test,17,U1,child,it's the one with the pointy rhombus or diamond one,,Y
1,test,17,U1,parent,it's the one with the diamond body? not the guy with the triangle on his head?,,Y
1,test,17,U1,child,yeah,,Y
1,test,17,U1,parent,,parent,Y
1,test,21,U1,parent,"this, it's the diamond body one",,Y
1,test,21,U1,child,,child,Y
1,test,39,U1,child,"now it's the one that has the um, standing one leg but",,Y
1,test,39,U1,parent,does it look like he's running or does it look like he's just standing?,,Y
1,test,39,U1,child,standing,,Y
1,test,39,U1,parent,ok,,Y
1,test,39,U1,parent,,parent,Y
1,test,39,U1,child,not running,,Y
