iterationName,id,wID,aID,utterance,rt,target_type,competitor_type,target,foil,trial_type,trial_index,time_elapsed,age_group,age,button_pressed,utt_length,clean_utt,informativity
NA,kid_21,21,NA,tiny bird,5702.3,familiar,close,sparrow.jpg,eagle.jpg,NA,37,339329,kid,7,NA,9,tinybird,1
NA,kid_21,21,NA,big dog,4166.4,familiar,close,germanshepherd.jpg,pug.jpg,NA,38,344016,kid,7,NA,7,bigdog,1
NA,kid_21,21,NA,jelly beans,4101.8,familiar,close,jellybeans.jpg,gummybears.jpg,NA,39,348635,kid,7,NA,11,jellybean,1
NA,kid_21,21,NA,brown bear,5241.5,familiar,close,grizzlybear.jpg,polarbear.jpg,NA,40,354401,kid,7,NA,10,brownbear,1
NA,kid_21,21,NA,rectangle table,7310.3,familiar,close,diningtable.jpg,picnictable.jpg,NA,41,362229,kid,7,NA,15,rectangletable,1
NA,kid_21,21,NA,goldfish,4649.3,familiar,close,goldfish.jpg,swordfish.jpg,NA,42,367400,kid,7,NA,8,goldfish,1
NA,kid_21,21,NA,blue tshirt,6208.9,familiar,close,poloshirt.jpg,hawaiishirt.jpg,NA,43,374129,kid,7,NA,11,bluetshirt,1
NA,kid_21,21,NA,blue car,5497.8,familiar,close,sedan.jpg,sportscar.jpg,NA,44,380143,kid,7,NA,8,bluecar,1
NA,kid_21,21,NA,person that's walking,6277.4,tangram,close,B1.jpg,P1.jpg,NA,46,395418,kid,7,NA,21,walk,
NA,kid_21,21,NA,person that's running,6376.7,tangram,close,tangram-90.jpg,tangram-81.jpg,NA,47,402317,kid,7,NA,21,run,
NA,kid_21,21,NA,person that's jumping and running,8517.5,tangram,close,tangram-55.jpg,N1.jpg,NA,48,411346,kid,7,NA,33,jumpandrun,
NA,kid_21,21,NA,person that's sitting,6071.9,tangram,close,tangram-164.jpg,tangram-183.jpg,NA,49,417931,kid,7,NA,21,sit,
NA,kid_21,21,NA,person that's jogging,6244.2,tangram,close,tangram-67.jpg,tangram-32.jpg,NA,50,424681,kid,7,NA,21,jog,
NA,kid_21,21,NA,person that's kicking,5817.7,tangram,close,tangram-48.jpg,tangram-187.jpg,NA,51,431012,kid,7,NA,21,kick,
NA,kid_21,21,NA,person sitting doing some work,34893.9,tangram,close,H1.jpg,I1.jpg,NA,52,466436,kid,7,NA,30,sitdosomework,
NA,kid_21,21,NA,lady that's walking,9170.8,tangram,close,A2.jpg,tangram-99.jpg,NA,53,476136,kid,7,NA,19,ladywalk,
NA,kid_21,21,NA,table,10262.8,familiar,check,pug.jpg,rabbit.jpg,NA,55,516651,kid,7,1,5,table,
NA,kid_21,21,NA,m&ms,6935.1,familiar,check,mnms.jpg,gummybears.jpg,NA,56,524116,kid,7,0,4,mnms,
NA,kid_21,21,NA,bird,5949.3,familiar,check,parrot.jpg,pigeon.jpg,NA,57,530571,kid,7,1,4,bird,
NA,kid_21,21,NA,shirt,5885.7,familiar,check,dressshirt.jpg,campshirt.jpg,NA,58,536965,kid,7,1,5,shirt,
NA,kid_21,21,NA,cup,5859.2,familiar,check,apple.jpg,pear.jpg,NA,59,543330,kid,7,1,3,cup,
NA,kid_21,21,NA,red flower,5922.9,familiar,check,rose.jpg,daisy.jpg,NA,60,549770,kid,7,0,10,redflower,
NA,kid_21,21,NA,bear,5866.5,familiar,check,firetruck.jpg,ambulance.jpg,NA,61,556142,kid,7,1,4,bear,
NA,kid_21,21,NA,dog,5856.1,familiar,check,husky.jpg,dalmatian.jpg,NA,62,562522,kid,7,1,3,dog,
NA,kid_21,21,NA,polar bear,6155.3,familiar,check,polarbear.jpg,grizzlybear.jpg,NA,63,569197,kid,7,0,10,polarbear,
NA,kid_22,22,NA,blue car,5652.5,familiar,close,sedan.jpg,sportscar.jpg,NA,19,218809,kid,6,NA,8,bluecar,1
NA,kid_22,22,NA,fish,5240.6,familiar,close,goldfish.jpg,swordfish.jpg,NA,20,224570,kid,6,NA,4,fish,0
NA,kid_22,22,NA,jelly beans,4922.5,familiar,close,jellybeans.jpg,gummybears.jpg,NA,21,230002,kid,6,NA,11,jellybean,1
NA,kid_22,22,NA,stretching dog,21174.4,familiar,close,germanshepherd.jpg,pug.jpg,NA,22,251692,kid,6,NA,14,stretchdog,1
NA,kid_22,22,NA,bear,6162.1,familiar,close,grizzlybear.jpg,polarbear.jpg,NA,23,258362,kid,6,NA,4,bear,0
NA,kid_22,22,NA,bird,3968.9,familiar,close,sparrow.jpg,eagle.jpg,NA,24,262847,kid,6,NA,4,bird,0
NA,kid_22,22,NA,blue shirt,5566.4,familiar,close,poloshirt.jpg,hawaiishirt.jpg,NA,25,268937,kid,6,NA,10,blueshirt,1
NA,kid_22,22,NA,table with no seats,8370,familiar,close,diningtable.jpg,picnictable.jpg,NA,26,277811,kid,6,NA,19,tablewithnoseat,1
NA,kid_22,22,NA,person running,8122.7,tangram,far,tangram-55.jpg,tangram-143.jpg,NA,28,294731,kid,6,NA,14,run,
NA,kid_22,22,NA,person walking,6555.2,tangram,far,A2.jpg,C1.jpg,NA,29,301797,kid,6,NA,14,walk,
NA,kid_22,22,NA,person running really fast,11219.4,tangram,far,tangram-67.jpg,G1.jpg,NA,30,313541,kid,6,NA,26,runreallyfast,
NA,kid_22,22,NA,person kicking,7276.2,tangram,far,tangram-48.jpg,D1.jpg,NA,31,321347,kid,6,NA,14,kick,
NA,kid_22,22,NA,person stretching,7547.6,tangram,far,tangram-90.jpg,tangram-120.jpg,NA,32,329404,kid,6,NA,17,stretch,
NA,kid_22,22,NA,person resting,7086,tangram,far,H1.jpg,tangram-8.jpg,NA,33,336997,kid,6,NA,14,rest,
NA,kid_22,22,NA,person looking sad walking,10575.8,tangram,far,B1.jpg,tangram-4.jpg,NA,34,348098,kid,6,NA,26,looksadwalk,
NA,kid_22,22,NA,person sitting,6609.3,tangram,far,tangram-164.jpg,tangram-64.jpg,NA,35,355221,kid,6,NA,14,sit,
NA,kid_22,22,NA,bird,4106.3,familiar,far,sparrow.jpg,squirrel.jpg,NA,37,367266,kid,6,NA,4,bird,1
NA,kid_22,22,NA,bear,4452.3,familiar,far,grizzlybear.jpg,lion.jpg,NA,38,372227,kid,6,NA,4,bear,1
NA,kid_22,22,NA,blue shirt,4400.4,familiar,far,poloshirt.jpg,dress.jpg,NA,39,377142,kid,6,NA,10,blueshirt,2
NA,kid_22,22,NA,stretching dog,5078.6,familiar,far,germanshepherd.jpg,cow.jpg,NA,40,382752,kid,6,NA,14,stretchdog,2
NA,kid_22,22,NA,jelly beans,4836.6,familiar,far,jellybeans.jpg,pretzels.jpg,NA,41,388099,kid,6,NA,11,jellybean,1
NA,kid_22,22,NA,fish,2953.4,familiar,far,goldfish.jpg,iguana.jpg,NA,42,391571,kid,6,NA,4,fish,1
NA,kid_22,22,NA,blue car,3965.7,familiar,far,sedan.jpg,firetruck.jpg,NA,43,396060,kid,6,NA,8,bluecar,2
NA,kid_22,22,NA,table,3665.1,familiar,far,diningtable.jpg,wardrobe.jpg,NA,44,400244,kid,6,NA,5,table,1
NA,kid_22,22,NA,person running,11614.4,tangram,close,A2.jpg,tangram-99.jpg,NA,46,420655,kid,6,NA,14,run,
NA,kid_22,22,NA,person running really fast,6825.9,tangram,close,tangram-90.jpg,tangram-81.jpg,NA,47,427996,kid,6,NA,26,runreallyfast,
NA,kid_22,22,NA,person kicking,5484.5,tangram,close,tangram-48.jpg,tangram-187.jpg,NA,48,433989,kid,6,NA,14,kick,
NA,kid_22,22,NA,person running really really fast,8346.1,tangram,close,tangram-67.jpg,tangram-32.jpg,NA,49,442855,kid,6,NA,33,runreallyreallyfast,
NA,kid_22,22,NA,person sad and walking,7517.5,tangram,close,B1.jpg,P1.jpg,NA,50,450889,kid,6,NA,22,sadandwalk,
NA,kid_22,22,NA,person sitting,5400.3,tangram,close,tangram-164.jpg,tangram-183.jpg,NA,51,456814,kid,6,NA,14,sit,
NA,kid_22,22,NA,person running with head ahead,14310.3,tangram,close,tangram-55.jpg,N1.jpg,NA,52,471633,kid,6,NA,30,runwithheadahead,
NA,kid_22,22,NA,person resting,6138.6,tangram,close,H1.jpg,I1.jpg,NA,53,478316,kid,6,NA,14,rest,
NA,kid_22,22,NA,dog,10630.1,familiar,check,husky.jpg,dalmatian.jpg,NA,55,519017,kid,6,1,3,dog,
NA,kid_22,22,NA,bird,6544.1,familiar,check,parrot.jpg,pigeon.jpg,NA,56,526065,kid,6,0,4,bird,
NA,kid_22,22,NA,polar bear,7400.3,familiar,check,polarbear.jpg,grizzlybear.jpg,NA,57,533970,kid,6,1,10,polarbear,
NA,kid_22,22,NA,bear,6240.3,familiar,check,firetruck.jpg,ambulance.jpg,NA,58,540720,kid,6,0,4,bear,
NA,kid_22,22,NA,cup,9610.4,familiar,check,apple.jpg,pear.jpg,NA,59,550843,kid,6,0,3,cup,
NA,kid_22,22,NA,table,8639.1,familiar,check,pug.jpg,rabbit.jpg,NA,60,559989,kid,6,0,5,table,
NA,kid_22,22,NA,shirt,6564.6,familiar,check,dressshirt.jpg,campshirt.jpg,NA,61,567065,kid,6,1,5,shirt,
NA,kid_22,22,NA,m&ms,5865.4,familiar,check,mnms.jpg,gummybears.jpg,NA,62,573476,kid,6,1,4,mnms,
NA,kid_22,22,NA,red flower,6467.2,familiar,check,rose.jpg,daisy.jpg,NA,63,580468,kid,6,1,10,redflower,
NA,kid_23,23,NA,jellybeans,6404.9,familiar,close,jellybeans.jpg,gummybears.jpg,NA,19,1386779,kid,5,NA,10,jellybeans,1
NA,kid_23,23,NA,gray bird,10621.8,familiar,close,sparrow.jpg,eagle.jpg,NA,20,1397905,kid,5,NA,9,graybird,1
NA,kid_23,23,NA,bear,7954.3,familiar,close,grizzlybear.jpg,polarbear.jpg,NA,21,1406362,kid,5,NA,4,bear,0
NA,kid_23,23,NA,blue car,6853.5,familiar,close,sedan.jpg,sportscar.jpg,NA,22,1413719,kid,5,NA,8,bluecar,1
NA,kid_23,23,NA,kitchen table,6803.8,familiar,close,diningtable.jpg,picnictable.jpg,NA,23,1421025,kid,5,NA,13,kitchentable,1
NA,kid_23,23,NA,big dog,8274.6,familiar,close,germanshepherd.jpg,pug.jpg,NA,24,1429804,kid,5,NA,7,bigdog,1
NA,kid_23,23,NA,blue shirt,5350.2,familiar,close,poloshirt.jpg,hawaiishirt.jpg,NA,25,1435658,kid,5,NA,10,blueshirt,1
NA,kid_23,23,NA,orange fish,5423.9,familiar,close,goldfish.jpg,swordfish.jpg,NA,26,1441586,kid,5,NA,11,orangefish,1
NA,kid_23,23,NA,triangle with more triangles,13268.3,tangram,close,tangram-90.jpg,tangram-81.jpg,NA,28,1468336,kid,5,NA,28,trianglewithmuchtriangle,
NA,kid_23,23,NA,world map,11249.5,tangram,close,tangram-67.jpg,tangram-32.jpg,NA,29,1480088,kid,5,NA,9,worldmap,
NA,kid_23,23,NA,world map,8752.6,tangram,close,tangram-48.jpg,tangram-187.jpg,NA,30,1489343,kid,5,NA,9,worldmap,
NA,kid_23,23,NA,world map,7839.8,tangram,close,A2.jpg,tangram-99.jpg,NA,31,1497687,kid,5,NA,9,worldmap,
NA,kid_23,23,NA,world map,6017.2,tangram,close,tangram-164.jpg,tangram-183.jpg,NA,32,1504207,kid,5,NA,9,worldmap,
NA,kid_23,23,NA,world map,10677.2,tangram,close,H1.jpg,I1.jpg,NA,33,1515389,kid,5,NA,9,worldmap,
NA,kid_23,23,NA,person kneeling,7262.6,tangram,close,tangram-55.jpg,N1.jpg,NA,34,1523154,kid,5,NA,15,kneel,
NA,kid_23,23,NA,person walking,5437.5,tangram,close,B1.jpg,P1.jpg,NA,35,1529094,kid,5,NA,14,walk,
NA,kid_23,23,NA,jellybeans,5695.6,familiar,far,jellybeans.jpg,pretzels.jpg,NA,37,1545898,kid,5,NA,10,jellybeans,1
NA,kid_23,23,NA,big dog,8713.5,familiar,far,germanshepherd.jpg,cow.jpg,NA,38,1555116,kid,5,NA,7,bigdog,2
NA,kid_23,23,NA,nice shirt,6265.5,familiar,far,poloshirt.jpg,dress.jpg,NA,39,1561885,kid,5,NA,10,niceshirt,1
NA,kid_23,23,NA,blue car,9021.2,familiar,far,sedan.jpg,firetruck.jpg,NA,40,1571413,kid,5,NA,8,bluecar,2
NA,kid_23,23,NA,bear,6080.3,familiar,far,grizzlybear.jpg,lion.jpg,NA,41,1577999,kid,5,NA,4,bear,1
NA,kid_23,23,NA,table,4378,familiar,far,diningtable.jpg,wardrobe.jpg,NA,42,1582881,kid,5,NA,5,table,1
NA,kid_23,23,NA,gray bird,4239,familiar,far,sparrow.jpg,squirrel.jpg,NA,43,1587624,kid,5,NA,9,graybird,2
NA,kid_23,23,NA,orange fish,7469.4,familiar,far,goldfish.jpg,iguana.jpg,NA,44,1595599,kid,5,NA,11,orangefish,2
NA,kid_23,23,NA,person kicking its leg up,6437.9,tangram,far,tangram-48.jpg,D1.jpg,NA,46,1626439,kid,5,NA,25,kicklegup,
NA,kid_23,23,NA,person running,7435.5,tangram,far,tangram-67.jpg,G1.jpg,NA,47,1634381,kid,5,NA,14,run,
NA,kid_23,23,NA,person walking,6556.3,tangram,far,B1.jpg,tangram-4.jpg,NA,48,1641443,kid,5,NA,14,walk,
NA,kid_23,23,NA,person with its leg back,8348.6,tangram,far,tangram-90.jpg,tangram-120.jpg,NA,49,1650294,kid,5,NA,24,legback,
NA,kid_23,23,NA,world map,6824.4,tangram,far,A2.jpg,C1.jpg,NA,50,1657623,kid,5,NA,9,worldmap,
NA,kid_23,23,NA,person kneeling,8252.5,tangram,far,tangram-55.jpg,tangram-143.jpg,NA,51,1666379,kid,5,NA,15,kneel,
NA,kid_23,23,NA,person holding something,5481.3,tangram,far,H1.jpg,tangram-8.jpg,NA,52,1672366,kid,5,NA,24,hold,
NA,kid_23,23,NA,person sitting with one leg down and one up,9159.5,tangram,far,tangram-164.jpg,tangram-64.jpg,NA,53,1682028,kid,5,NA,43,sitwithonelegdownandoneup,
NA,kid_23,23,NA,dog,18527.8,familiar,check,husky.jpg,dalmatian.jpg,NA,55,1802686,kid,5,0,3,dog,
NA,kid_23,23,NA,red flower,10363,familiar,check,rose.jpg,daisy.jpg,NA,56,1813551,kid,5,0,10,redflower,
NA,kid_23,23,NA,polar bear,9147.5,familiar,check,polarbear.jpg,grizzlybear.jpg,NA,57,1823200,kid,5,0,10,polarbear,
NA,kid_23,23,NA,cup,11305.5,familiar,check,apple.jpg,pear.jpg,NA,58,1835007,kid,5,0,3,cup,
NA,kid_23,23,NA,table,10638.1,familiar,check,pug.jpg,rabbit.jpg,NA,59,1846146,kid,5,0,5,table,
NA,kid_23,23,NA,bear,10729.7,familiar,check,firetruck.jpg,ambulance.jpg,NA,60,1857377,kid,5,0,4,bear,
NA,kid_23,23,NA,shirt,15576.7,familiar,check,dressshirt.jpg,campshirt.jpg,NA,61,1873454,kid,5,0,5,shirt,
NA,kid_23,23,NA,bird,10491.1,familiar,check,parrot.jpg,pigeon.jpg,NA,62,1884449,kid,5,0,4,bird,
NA,kid_23,23,NA,m&ms,10055.4,familiar,check,mnms.jpg,gummybears.jpg,NA,63,1895006,kid,5,0,4,mnms,
NA,kid_24,24,NA,bird,5290.3,familiar,far,sparrow.jpg,squirrel.jpg,NA,19,1522462,kid,5,NA,4,bird,1
NA,kid_24,24,NA,wolf,8682,familiar,far,germanshepherd.jpg,cow.jpg,NA,20,1531650,kid,5,NA,4,wolf,1
NA,kid_24,24,NA,fish,4066.6,familiar,far,goldfish.jpg,iguana.jpg,NA,21,1536222,kid,5,NA,4,fish,1
NA,kid_24,24,NA,big table,5838.8,familiar,far,diningtable.jpg,wardrobe.jpg,NA,22,1542566,kid,5,NA,9,bigtable,2
NA,kid_24,24,NA,full of balls,7771.3,familiar,far,jellybeans.jpg,pretzels.jpg,NA,23,1550841,kid,5,NA,13,ball,1
NA,kid_24,24,NA,big bear,5546.2,familiar,far,grizzlybear.jpg,lion.jpg,NA,24,1556893,kid,5,NA,8,bigbear,2
NA,kid_24,24,NA,big dad shirt,7180.1,familiar,far,poloshirt.jpg,dress.jpg,NA,25,1564577,kid,5,NA,13,bigdadshirt,2
NA,kid_24,24,NA,car,3628.5,familiar,far,sedan.jpg,firetruck.jpg,NA,26,1568711,kid,5,NA,3,car,1
NA,kid_24,24,NA,paper made up of people,14219.3,tangram,far,A2.jpg,C1.jpg,NA,28,1598086,kid,5,NA,23,people,
NA,kid_24,24,NA,paper made up into a guy,10518.8,tangram,far,B1.jpg,tangram-4.jpg,NA,29,1609108,kid,5,NA,24,guy,
NA,kid_24,24,NA,paper made up into a dancing guy,9878.6,tangram,far,tangram-90.jpg,tangram-120.jpg,NA,30,1619492,kid,5,NA,32,guydance,
NA,kid_24,24,NA,running guy,7288,tangram,far,tangram-67.jpg,G1.jpg,NA,31,1627283,kid,5,NA,11,guyrun,
NA,kid_24,24,NA,another running guy,9587.7,tangram,far,tangram-55.jpg,tangram-143.jpg,NA,32,1637377,kid,5,NA,19,guyrun,
NA,kid_24,24,NA,guy eating food,9447.3,tangram,far,H1.jpg,tangram-8.jpg,NA,33,1647331,kid,5,NA,15,guyeatfood,
NA,kid_24,24,NA,guy kicking,6907.1,tangram,far,tangram-48.jpg,D1.jpg,NA,34,1654740,kid,5,NA,11,guykick,
NA,kid_24,24,NA,another guy kicking,8636.2,tangram,far,tangram-164.jpg,tangram-64.jpg,NA,35,1663883,kid,5,NA,19,guykick,
NA,kid_24,24,NA,orange fish,7359.6,familiar,close,goldfish.jpg,swordfish.jpg,NA,37,1683654,kid,5,NA,11,orangefish,1
NA,kid_24,24,NA,bird,5133.4,familiar,close,sparrow.jpg,eagle.jpg,NA,38,1689290,kid,5,NA,4,bird,0
NA,kid_24,24,NA,wolf,4893.8,familiar,close,germanshepherd.jpg,pug.jpg,NA,39,1694686,kid,5,NA,4,wolf,1
NA,kid_24,24,NA,shirt,4891.7,familiar,close,poloshirt.jpg,hawaiishirt.jpg,NA,40,1700083,kid,5,NA,5,shirt,0
NA,kid_24,24,NA,bear,4497.8,familiar,close,grizzlybear.jpg,polarbear.jpg,NA,41,1705086,kid,5,NA,4,bear,0
NA,kid_24,24,NA,full of balls,5581.2,familiar,close,jellybeans.jpg,gummybears.jpg,NA,42,1711172,kid,5,NA,13,fullofball,1
NA,kid_24,24,NA,car,5025.1,familiar,close,sedan.jpg,sportscar.jpg,NA,43,1716699,kid,5,NA,3,car,0
NA,kid_24,24,NA,table,4203,familiar,close,diningtable.jpg,picnictable.jpg,NA,44,1721406,kid,5,NA,5,table,
NA,kid_24,24,NA,guy eating,7727.5,tangram,close,H1.jpg,I1.jpg,NA,46,1741757,kid,5,NA,10,eat,
NA,kid_24,24,NA,guy kicking,5311.7,tangram,close,tangram-164.jpg,tangram-183.jpg,NA,47,1747571,kid,5,NA,11,kick,
NA,kid_24,24,NA,guy running,5113.8,tangram,close,tangram-55.jpg,N1.jpg,NA,48,1753192,kid,5,NA,11,run,
NA,kid_24,24,NA,guy running,5401.4,tangram,close,tangram-67.jpg,tangram-32.jpg,NA,49,1759099,kid,5,NA,11,run,
NA,kid_24,24,NA,guy dancing,5048.7,tangram,close,tangram-90.jpg,tangram-81.jpg,NA,50,1764651,kid,5,NA,11,dance,
NA,kid_24,24,NA,guy walking,5451.8,tangram,close,B1.jpg,P1.jpg,NA,51,1770609,kid,5,NA,11,walk,
NA,kid_24,24,NA,guy going behind with his hand,15213.4,tangram,close,A2.jpg,tangram-99.jpg,NA,52,1786327,kid,5,NA,30,gobehindwithhishand,
NA,kid_24,24,NA,guy kicking,6141,tangram,close,tangram-48.jpg,tangram-187.jpg,NA,53,1792975,kid,5,NA,11,kick,
NA,kid_24,24,NA,bear,8457.3,familiar,check,firetruck.jpg,ambulance.jpg,NA,55,1844482,kid,5,1,4,bear,
NA,kid_24,24,NA,cup,7471.5,familiar,check,apple.jpg,pear.jpg,NA,56,1852455,kid,5,1,3,cup,
NA,kid_24,24,NA,table,7578.7,familiar,check,pug.jpg,rabbit.jpg,NA,57,1860540,kid,5,1,5,table,
NA,kid_24,24,NA,bird,7391.4,familiar,check,parrot.jpg,pigeon.jpg,NA,58,1868436,kid,5,0,4,bird,
NA,kid_24,24,NA,m&ms,7572,familiar,check,mnms.jpg,gummybears.jpg,NA,59,1876513,kid,5,0,4,mnms,
NA,kid_24,24,NA,shirt,8929.1,familiar,check,dressshirt.jpg,campshirt.jpg,NA,60,1885943,kid,5,0,5,shirt,
NA,kid_24,24,NA,polar bear,7287.8,familiar,check,polarbear.jpg,grizzlybear.jpg,NA,61,1893736,kid,5,0,10,polarbear,
NA,kid_24,24,NA,dog,7073.8,familiar,check,husky.jpg,dalmatian.jpg,NA,62,1901313,kid,5,0,3,dog,
NA,kid_24,24,NA,red flower,7398.3,familiar,check,rose.jpg,daisy.jpg,NA,63,1909217,kid,5,0,10,redflower,
NA,kid_25,25,NA,jellybeans,6076.1,familiar,close,jellybeans.jpg,gummybears.jpg,NA,19,2719548,kid,7,NA,10,jellybeans,1
NA,kid_25,25,NA,table,4173.3,familiar,close,diningtable.jpg,picnictable.jpg,NA,20,2724228,kid,7,NA,5,table,0
NA,kid_25,25,NA,blue shirt,4315.1,familiar,close,poloshirt.jpg,hawaiishirt.jpg,NA,21,2729049,kid,7,NA,10,blueshirt,1
NA,kid_25,25,NA,grey bird,8799.4,familiar,close,sparrow.jpg,eagle.jpg,NA,22,2738352,kid,7,NA,9,greybird,1
NA,kid_25,25,NA,blue car,5059.5,familiar,close,sedan.jpg,sportscar.jpg,NA,23,2743918,kid,7,NA,8,bluecar,1
NA,kid_25,25,NA,dog,4758.6,familiar,close,germanshepherd.jpg,pug.jpg,NA,24,2749180,kid,7,NA,3,dog,0
NA,kid_25,25,NA,fish,4359,familiar,close,goldfish.jpg,swordfish.jpg,NA,25,2754042,kid,7,NA,4,fish,0
NA,kid_25,25,NA,brown bear,4595.7,familiar,close,grizzlybear.jpg,polarbear.jpg,NA,26,2759142,kid,7,NA,10,brownbear,1
NA,kid_25,25,NA,person running,6803.6,tangram,close,tangram-55.jpg,N1.jpg,NA,28,2779733,kid,7,NA,14,run,
NA,kid_25,25,NA,person dancing,11758.2,tangram,close,A2.jpg,tangram-99.jpg,NA,29,2791996,kid,7,NA,14,dance,
NA,kid_25,25,NA,person giving something,8845.1,tangram,close,H1.jpg,I1.jpg,NA,30,2801344,kid,7,NA,23,give,
NA,kid_25,25,NA,person who is sad,8479.2,tangram,close,B1.jpg,P1.jpg,NA,31,2810326,kid,7,NA,17,sad,
NA,kid_25,25,NA,person running really fast,8079.5,tangram,close,tangram-67.jpg,tangram-32.jpg,NA,32,2818911,kid,7,NA,26,runreallyfast,
NA,kid_25,25,NA,person kicking something,6339.7,tangram,close,tangram-48.jpg,tangram-187.jpg,NA,33,2825754,kid,7,NA,24,kick,
NA,kid_25,25,NA,person standing on one leg,7849.1,tangram,close,tangram-164.jpg,tangram-183.jpg,NA,34,2834108,kid,7,NA,26,standononeleg,
NA,kid_25,25,NA,person standing on one leg,8436.5,tangram,close,tangram-90.jpg,tangram-81.jpg,NA,35,2843050,kid,7,NA,26,standononeleg,
NA,kid_25,25,NA,brown bear,4117.5,familiar,far,grizzlybear.jpg,lion.jpg,NA,37,2860910,kid,7,NA,10,brownbear,2
NA,kid_25,25,NA,jellybeans,3513.7,familiar,far,jellybeans.jpg,pretzels.jpg,NA,38,2864931,kid,7,NA,10,jellybeans,1
NA,kid_25,25,NA,blue shirt,7037.4,familiar,far,poloshirt.jpg,dress.jpg,NA,39,2872475,kid,7,NA,10,blueshirt,2
NA,kid_25,25,NA,grey bird,10769.9,familiar,far,sparrow.jpg,squirrel.jpg,NA,40,2883747,kid,7,NA,9,greybird,2
NA,kid_25,25,NA,dog,4651.5,familiar,far,germanshepherd.jpg,cow.jpg,NA,41,2888905,kid,7,NA,3,dog,1
NA,kid_25,25,NA,goldfish,4948.5,familiar,far,goldfish.jpg,iguana.jpg,NA,42,2894360,kid,7,NA,8,goldfish,1
NA,kid_25,25,NA,brown long table,7806.4,familiar,far,diningtable.jpg,wardrobe.jpg,NA,43,2902673,kid,7,NA,16,brownlongtable,2
NA,kid_25,25,NA,blue car which is shiny,8899.1,familiar,far,sedan.jpg,firetruck.jpg,NA,44,2912082,kid,7,NA,23,bluecarshiny,2
NA,kid_25,25,NA,person sad,7064.4,tangram,far,B1.jpg,tangram-4.jpg,NA,46,2932795,kid,7,NA,10,sad,
NA,kid_25,25,NA,person who is giving soup,11069,tangram,far,H1.jpg,tangram-8.jpg,NA,47,2944366,kid,7,NA,25,givesoup,
NA,kid_25,25,NA,person standing on one leg,8207.5,tangram,far,tangram-90.jpg,tangram-120.jpg,NA,48,2953078,kid,7,NA,26,standononeleg,
NA,kid_25,25,NA,person running,4597.4,tangram,far,tangram-55.jpg,tangram-143.jpg,NA,49,2958178,kid,7,NA,14,run,
NA,kid_25,25,NA,person running really fast,7772.7,tangram,far,tangram-67.jpg,G1.jpg,NA,50,2966455,kid,7,NA,26,runreallyfast,
NA,kid_25,25,NA,person standing on one leg,8491.8,tangram,far,tangram-48.jpg,D1.jpg,NA,51,2975451,kid,7,NA,26,standononeleg,
NA,kid_25,25,NA,person who is putting their hand up,11374.5,tangram,far,A2.jpg,C1.jpg,NA,52,2987329,kid,7,NA,35,puttingtheirhandup,
NA,kid_25,25,NA,person who is about to trip,10309.9,tangram,far,tangram-164.jpg,tangram-64.jpg,NA,53,2998145,kid,7,NA,27,abouttotrip,
NA,kid_25,25,NA,table,7878.3,familiar,check,pug.jpg,rabbit.jpg,NA,55,3049083,kid,7,1,5,table,
NA,kid_25,25,NA,dog,7894.3,familiar,check,husky.jpg,dalmatian.jpg,NA,56,3057481,kid,7,0,3,dog,
NA,kid_25,25,NA,shirt,6471.2,familiar,check,dressshirt.jpg,campshirt.jpg,NA,57,3064456,kid,7,0,5,shirt,
NA,kid_25,25,NA,cup,5749.2,familiar,check,apple.jpg,pear.jpg,NA,58,3070709,kid,7,1,3,cup,
NA,kid_25,25,NA,bird,6646,familiar,check,parrot.jpg,pigeon.jpg,NA,59,3077859,kid,7,0,4,bird,
NA,kid_25,25,NA,bear,6962.6,familiar,check,firetruck.jpg,ambulance.jpg,NA,60,3085323,kid,7,1,4,bear,
NA,kid_25,25,NA,polar bear,6465.7,familiar,check,polarbear.jpg,grizzlybear.jpg,NA,61,3092290,kid,7,0,10,polarbear,
NA,kid_25,25,NA,m&ms,6215.6,familiar,check,mnms.jpg,gummybears.jpg,NA,62,3099008,kid,7,0,4,mnms,
NA,kid_25,25,NA,red flower,7310.2,familiar,check,rose.jpg,daisy.jpg,NA,63,3106820,kid,7,0,10,redflower,
NA,kid_26,26,NA,blue car,8286.1,familiar,close,sedan.jpg,sportscar.jpg,NA,19,243741,kid,5,NA,8,bluecar,1
NA,kid_26,26,NA,blue shirt,5751.1,familiar,close,poloshirt.jpg,hawaiishirt.jpg,NA,20,249998,kid,5,NA,10,blueshirt,1
NA,kid_26,26,NA,bird,5904,familiar,close,sparrow.jpg,eagle.jpg,NA,21,256405,kid,5,NA,4,bird,0
NA,kid_26,26,NA,table,5836.3,familiar,close,diningtable.jpg,picnictable.jpg,NA,22,262748,kid,5,NA,5,table,0
NA,kid_26,26,NA,bear,4530.3,familiar,close,grizzlybear.jpg,polarbear.jpg,NA,23,267781,kid,5,NA,4,bear,0
NA,kid_26,26,NA,dog,5654.4,familiar,close,germanshepherd.jpg,pug.jpg,NA,24,273937,kid,5,NA,3,dog,0
NA,kid_26,26,NA,candies,5342,familiar,close,jellybeans.jpg,gummybears.jpg,NA,25,279781,kid,5,NA,7,candy,0
NA,kid_26,26,NA,goldfish,3481,familiar,close,goldfish.jpg,swordfish.jpg,NA,26,283768,kid,5,NA,8,goldfish,1
