iterationName,utterance,rt,target_type,competitor_type,target,foil,trial_type,trial_index,time_elapsed,anonymized_id
testing,brown,10675.764999999956,familiar,close,grizzlybear.jpg,polarbear.jpg,survey-text,30,278456,14
testing,hard,5043.840000000317,familiar,close,mnms.jpg,gummybears.jpg,survey-text,31,284017,14
testing,long,3829.999999999942,familiar,close,diningtable.jpg,picnictable.jpg,survey-text,32,288371,14
testing,big,5953.669999999867,familiar,close,sedan.jpg,sportscar.jpg,survey-text,33,294842,14
testing,plain,6839.110000000335,familiar,close,poloshirt.jpg,hawaiishirt.jpg,survey-text,34,302197,14
testing,gold,4321.079999999725,familiar,close,goldfish.jpg,swordfish.jpg,survey-text,35,307029,14
testing,big,6688.285000000207,familiar,close,germanshepherd.jpg,pug.jpg,survey-text,36,314222,14
testing,NA,1342.875000000291,NA,NA,NA,NA,html-button-response,37,316068,14
testing,giving,8350.149999999732,tangram,isolated,K1.jpg,T1.jpg,survey-text,38,324938,14
testing,receiving,9504.599999999744,tangram,isolated,H1.jpg,Y1.jpg,survey-text,39,334955,14
testing,running,4010.6500000001397,tangram,isolated,A1.jpg,A2.jpg,survey-text,40,339482,14
testing,leaping,3720.7949999996927,tangram,isolated,F1.jpg,W1.jpg,survey-text,41,343712,14
testing,holding,6225.880000000005,tangram,isolated,I1.jpg,J1.jpg,survey-text,42,350459,14
testing,jumping,2788.4199999998673,tangram,isolated,E1.jpg,F1.jpg,survey-text,43,353762,14
testing,sitting,2069.419999999809,tangram,isolated,G1.jpg,M1.jpg,survey-text,44,356338,14
testing,follwin,3063.160000000149,tangram,isolated,B1.jpg,P1.jpg,survey-text,45,359908,14
testing,NA,2968.1799999998766,NA,NA,NA,NA,html-button-response,46,363391,14
testing,bear,8901.664999999863,familiar,far,grizzlybear.jpg,lion.jpg,survey-text,47,372808,14
testing,bird,2863.9800000000396,familiar,far,sparrow.jpg,squirrel.jpg,survey-text,48,376196,14
testing,shirt,1945.9550000001327,familiar,far,poloshirt.jpg,dress.jpg,survey-text,49,378649,14
testing,car,1656.6350000002421,familiar,far,sedan.jpg,firetruck.jpg,survey-text,50,380821,14
testing,fish,1728.4250000002212,familiar,far,goldfish.jpg,iguana.jpg,survey-text,51,383062,14
testing,dog,1726.3550000002724,familiar,far,germanshepherd.jpg,cow.jpg,survey-text,52,385295,14
testing,table,5853.0250000003725,familiar,far,diningtable.jpg,wardrobe.jpg,survey-text,53,391656,14
testing,candy,5242.385000000009,familiar,far,mnms.jpg,pretzels.jpg,survey-text,54,397406,14
testing,NA,1682.0000000298023,NA,NA,NA,NA,html-button-response,0,1686,11
testing,NA,1259.000000078231,NA,NA,NA,NA,html-button-response,1,3952,11
testing,bird,8103.000000119209,familiar,isolated,sparrow.jpg,eagle.jpg,survey-text,2,12563,11
testing,car,2813.0000000819564,familiar,isolated,sedan.jpg,sportscar.jpg,survey-text,3,15889,11
testing,shirt,3384.9999997764826,familiar,isolated,poloshirt.jpg,hawaiishirt.jpg,survey-text,4,19783,11
testing,cookies,15654.000000096858,familiar,isolated,mnms.jpg,gummybears.jpg,survey-text,5,35942,11
testing,table,4538.000000175089,familiar,isolated,diningtable.jpg,picnictable.jpg,survey-text,6,40991,11
testing,fish,3197.0000001601875,familiar,isolated,goldfish.jpg,swordfish.jpg,survey-text,7,44692,11
testing,bear,3804.0000000037253,familiar,isolated,grizzlybear.jpg,polarbear.jpg,survey-text,8,49000,11
testing,dog,3206.99999993667,familiar,isolated,germanshepherd.jpg,pug.jpg,survey-text,9,52712,11
testing,NA,936.9999999180436,NA,NA,NA,NA,html-button-response,10,54153,11
testing,birth,12764.999999664724,tangram,far,F1.jpg,C1.jpg,survey-text,11,67426,11
testing,run,6104.999999981374,tangram,far,A1.jpg,D1.jpg,survey-text,12,74061,11
testing,jump,8866.00000038743,tangram,far,E1.jpg,C2.jpg,survey-text,13,83436,11
testing,NA,180008.00000003073,NA,NA,NA,NA,html-button-response,0,180021,17
testing,NA,7358.000000007451,NA,NA,NA,NA,html-button-response,1,188452,17
testing,shapes,17309.999999939464,tangram,isolated,G1.jpg,M1.jpg,survey-text,2,206302,17
testing,square,19919.999999925494,tangram,isolated,E1.jpg,F1.jpg,survey-text,3,226781,17
testing,tree,42929.99999993481,tangram,isolated,K1.jpg,T1.jpg,survey-text,4,270251,17
testing,running,8724.999999976717,tangram,isolated,A1.jpg,A2.jpg,survey-text,5,279522,17
testing,walking,18981.00000002887,tangram,isolated,F1.jpg,W1.jpg,survey-text,6,299084,17
testing,bending,6787.000000011176,tangram,isolated,B1.jpg,P1.jpg,survey-text,7,306402,17
testing,bending,13489.999999990687,tangram,isolated,I1.jpg,J1.jpg,survey-text,8,320428,17
testing,reading,7564.0000000130385,tangram,isolated,H1.jpg,Y1.jpg,survey-text,9,328547,17
testing,NA,4599.999999976717,NA,NA,NA,NA,html-button-response,10,333696,17
testing,dog,13967.99999999348,familiar,far,germanshepherd.jpg,cow.jpg,survey-text,11,348206,17
testing,table,6363.000000012107,familiar,far,diningtable.jpg,wardrobe.jpg,survey-text,12,355090,17
testing,bear,45266.99999999255,familiar,far,grizzlybear.jpg,lion.jpg,survey-text,13,400890,17
testing,car,5165.999999968335,familiar,far,sedan.jpg,firetruck.jpg,survey-text,14,406595,17
testing,shirt,8062.000000034459,familiar,far,poloshirt.jpg,dress.jpg,survey-text,15,415194,17
testing,sweet,12316.9999999227,familiar,far,mnms.jpg,pretzels.jpg,survey-text,16,428031,17
testing,fish,5161.000000080094,familiar,far,goldfish.jpg,iguana.jpg,survey-text,17,433712,17
testing,bird,21930.999999982305,familiar,far,sparrow.jpg,squirrel.jpg,survey-text,18,456167,17
testing,NA,5287.000000011176,NA,NA,NA,NA,html-button-response,19,461983,17
testing,sitting,8790.000000037253,tangram,close,E1.jpg,F1.jpg,survey-text,20,471292,17
testing,readinf,17012.999999918975,tangram,close,H1.jpg,Y1.jpg,survey-text,21,488824,17
testing,bending,13386.00000005681,tangram,close,K1.jpg,T1.jpg,survey-text,22,502803,17
testing,running,6569.999999948777,tangram,close,A1.jpg,A2.jpg,survey-text,23,509901,17
testing,bending,6459.999999962747,tangram,close,B1.jpg,P1.jpg,survey-text,24,516900,17
testing,sitting,8372.000000090338,tangram,close,G1.jpg,M1.jpg,survey-text,25,525794,17
testing,bending,9162.000000011176,tangram,close,I1.jpg,J1.jpg,survey-text,26,535481,17
testing,running,7415.999999968335,tangram,close,F1.jpg,W1.jpg,survey-text,27,543441,17
testing,NA,2534.999999916181,NA,NA,NA,NA,html-button-response,28,546485,17
testing,sweet,5037.999999942258,familiar,close,mnms.jpg,gummybears.jpg,survey-text,29,552097,17
testing,bird,7772.999999928288,familiar,close,sparrow.jpg,eagle.jpg,survey-text,30,560395,17
testing,shirt,7381.000000052154,familiar,close,poloshirt.jpg,hawaiishirt.jpg,survey-text,31,568290,17
testing,dog,5211.000000010245,familiar,close,germanshepherd.jpg,pug.jpg,survey-text,32,574021,17
testing,fish,6513.00000003539,familiar,close,goldfish.jpg,swordfish.jpg,survey-text,33,581137,17
testing,table,5851.9999999552965,familiar,close,diningtable.jpg,picnictable.jpg,survey-text,34,587504,17
testing,bear,6913.999999989755,familiar,close,grizzlybear.jpg,polarbear.jpg,survey-text,35,594953,17
testing,car,7456.000000005588,familiar,close,sedan.jpg,sportscar.jpg,survey-text,36,602987,17
testing,NA,2373.0000000214204,NA,NA,NA,NA,html-button-response,37,605890,17
testing,dog,7415.000000037253,familiar,isolated,germanshepherd.jpg,pug.jpg,survey-text,38,613828,17
testing,shirt,6244.000000064261,familiar,isolated,poloshirt.jpg,hawaiishirt.jpg,survey-text,39,620628,17
testing,fish,5609.99999998603,familiar,isolated,goldfish.jpg,swordfish.jpg,survey-text,40,626799,17
testing,sweet,5282.000000006519,familiar,isolated,mnms.jpg,gummybears.jpg,survey-text,41,632607,17
testing,car,6770.000000018626,familiar,isolated,sedan.jpg,sportscar.jpg,survey-text,42,639905,17
testing,bird,6486.99999996461,familiar,isolated,sparrow.jpg,eagle.jpg,survey-text,43,646929,17
testing,bear,4922.000000020489,familiar,isolated,grizzlybear.jpg,polarbear.jpg,survey-text,44,652389,17
testing,table,4454.9999999580905,familiar,isolated,diningtable.jpg,picnictable.jpg,survey-text,45,657369,17
testing,NA,2140.999999945052,NA,NA,NA,NA,html-button-response,46,660033,17
testing,running,6381.999999983236,tangram,far,A1.jpg,D1.jpg,survey-text,47,666933,17
testing,sitting,5626.000000047497,tangram,far,G1.jpg,N1.jpg,survey-text,48,673076,17
testing,bending,5907.000000006519,tangram,far,K1.jpg,V1.jpg,survey-text,49,679503,17
testing,walking,17868.999999947846,tangram,far,F1.jpg,C1.jpg,survey-text,50,697907,17
testing,reading,29495.999999926426,tangram,far,H1.jpg,A2.jpg,survey-text,51,728114,17
testing,bending,8910.999999963678,tangram,far,B1.jpg,O1.jpg,survey-text,52,737550,17
testing,reading,9893.999999971129,tangram,far,I1.jpg,R1.jpg,survey-text,53,748013,17
testing,sitting,6514.000000082888,tangram,far,E1.jpg,C2.jpg,survey-text,54,755042,17
testing,NA,26804.040000017267,NA,NA,NA,NA,html-button-response,0,26807,29
testing,NA,5557.9300000099465,NA,NA,NA,NA,html-button-response,1,33368,29
testing,Shirt,6511.0550000099465,familiar,far,poloshirt.jpg,dress.jpg,survey-text,2,40383,29
testing,bird,5011.3949999795295,familiar,far,sparrow.jpg,squirrel.jpg,survey-text,3,45897,29
testing,dog,2755.7050000177696,familiar,far,germanshepherd.jpg,cow.jpg,survey-text,4,49156,29
testing,goldfish,3759.1900000115857,familiar,far,goldfish.jpg,iguana.jpg,survey-text,5,53417,29
testing,bear,2695.4750000149943,familiar,far,grizzlybear.jpg,lion.jpg,survey-text,6,56615,29
testing,table,3567.795000039041,familiar,far,diningtable.jpg,wardrobe.jpg,survey-text,7,60685,29
testing,candy,2645.0950000435114,familiar,far,mnms.jpg,pretzels.jpg,survey-text,8,63833,29
testing,car,2591.7999999946915,familiar,far,sedan.jpg,firetruck.jpg,survey-text,9,66928,29
testing,NA,3134.090000006836,NA,NA,NA,NA,html-button-response,10,70563,29
testing,sitting,5109.355000022333,tangram,far,G1.jpg,N1.jpg,survey-text,11,76175,29
testing,running,5571.949999954086,tangram,far,A1.jpg,D1.jpg,survey-text,12,82249,29
testing,jumping,3392.4300000071526,tangram,far,E1.jpg,C2.jpg,survey-text,13,86145,29
testing,running,5035.269999993034,tangram,far,F1.jpg,C1.jpg,survey-text,14,91682,29
testing,serving,3220.835000043735,tangram,far,I1.jpg,R1.jpg,survey-text,15,95405,29
testing,holding,3677.514999988489,tangram,far,H1.jpg,A2.jpg,survey-text,16,99585,29
testing,dejected,5153.0849999981,tangram,far,B1.jpg,O1.jpg,survey-text,17,105240,29
testing,pleading,3552.475000033155,tangram,far,K1.jpg,V1.jpg,survey-text,18,109296,29
testing,NA,2773.849999997765,NA,NA,NA,NA,html-button-response,19,112571,29
testing,sparrow,5351.480000012089,familiar,close,sparrow.jpg,eagle.jpg,survey-text,20,118425,29
testing,goldfish,3937.035000009928,familiar,close,goldfish.jpg,swordfish.jpg,survey-text,21,122865,29
testing,sedan,6088.174999982584,familiar,close,sedan.jpg,sportscar.jpg,survey-text,22,129455,29
testing,shirt,12541.685000003781,familiar,close,poloshirt.jpg,hawaiishirt.jpg,survey-text,23,142500,29
testing,german,4977.019999991171,familiar,close,germanshepherd.jpg,pug.jpg,survey-text,24,147979,29
testing,table,4569.359999964945,familiar,close,diningtable.jpg,picnictable.jpg,survey-text,25,153051,29
testing,chocolate,5550.4999999538995,familiar,close,mnms.jpg,gummybears.jpg,survey-text,26,159105,29
testing,grizzly,5591.245000017807,familiar,close,grizzlybear.jpg,polarbear.jpg,survey-text,27,165199,29
testing,NA,1116.9499999959953,NA,NA,NA,NA,html-button-response,28,166817,29
testing,table,2657.390000007581,familiar,isolated,diningtable.jpg,picnictable.jpg,survey-text,29,169977,29
testing,sedan,2159.739999973681,familiar,isolated,sedan.jpg,sportscar.jpg,survey-text,30,172639,29
testing,grizzly,2656.5150000387803,familiar,isolated,grizzlybear.jpg,polarbear.jpg,survey-text,31,175798,29
testing,shirt,1995.7949999952689,familiar,isolated,poloshirt.jpg,hawaiishirt.jpg,survey-text,32,178297,29
testing,chocolate,3153.7850000313483,familiar,isolated,mnms.jpg,gummybears.jpg,survey-text,33,181953,29
testing,goldfish,2894.094999996014,familiar,isolated,goldfish.jpg,swordfish.jpg,survey-text,34,185350,29
testing,german,1996.0500000161119,familiar,isolated,germanshepherd.jpg,pug.jpg,survey-text,35,187848,29
testing,sparrow,2250.270000018645,familiar,isolated,sparrow.jpg,eagle.jpg,survey-text,36,190601,29
testing,NA,1198.305000027176,NA,NA,NA,NA,html-button-response,37,192301,29
testing,dejected,3681.769999966491,tangram,close,B1.jpg,P1.jpg,survey-text,38,196485,29
testing,pleading,4524.619999981951,tangram,close,K1.jpg,T1.jpg,survey-text,39,201513,29
testing,sitting,2764.8449999978766,tangram,close,G1.jpg,M1.jpg,survey-text,40,204780,29
testing,jaunt,18153.545000008307,tangram,close,A1.jpg,A2.jpg,survey-text,41,223436,29
testing,serving,3535.6400000164285,tangram,close,I1.jpg,J1.jpg,survey-text,42,227474,29
testing,holding,3357.3750000214204,tangram,close,H1.jpg,Y1.jpg,survey-text,43,231335,29
testing,leaping,2969.4299999973737,tangram,close,E1.jpg,F1.jpg,survey-text,44,234807,29
testing,fleeing,5385.880000016186,tangram,close,F1.jpg,W1.jpg,survey-text,45,240696,29
testing,NA,1120.2049999847077,NA,NA,NA,NA,html-button-response,46,242318,29
testing,dejected,3426.435000030324,tangram,isolated,B1.jpg,P1.jpg,survey-text,47,246246,29
testing,holding,2313.640000007581,tangram,isolated,H1.jpg,Y1.jpg,survey-text,48,249062,29
testing,sitting,2251.2299999943934,tangram,isolated,G1.jpg,M1.jpg,survey-text,49,251816,29
testing,fleeing,5327.935000008438,tangram,isolated,F1.jpg,W1.jpg,survey-text,50,257646,29
testing,skipping,6508.474999980535,tangram,isolated,A1.jpg,A2.jpg,survey-text,51,264657,29
testing,pleading,4958.619999990333,tangram,isolated,K1.jpg,T1.jpg,survey-text,52,270117,29
testing,serving,2629.2049999465235,tangram,isolated,I1.jpg,J1.jpg,survey-text,53,273249,29
testing,jumping,3129.9400000134483,tangram,isolated,E1.jpg,F1.jpg,survey-text,54,276881,29
testing,NA,2560.9999999996944,NA,NA,NA,NA,html-button-response,0,2566,22
testing,NA,2251.0000000002037,NA,NA,NA,NA,html-button-response,1,5828,22
testing,human,15549.999999999272,tangram,isolated,I1.jpg,J1.jpg,survey-text,2,21885,22
testing,fish,10405.000000000655,tangram,isolated,F1.jpg,W1.jpg,survey-text,3,32797,22
testing,girl,7073.00000000032,tangram,isolated,A1.jpg,A2.jpg,survey-text,4,40382,22
testing,granny,10668.999999999869,tangram,isolated,B1.jpg,P1.jpg,survey-text,5,51557,22
testing,house,11033.99999999965,tangram,isolated,H1.jpg,Y1.jpg,survey-text,6,63095,22
testing,bat,30547.00000000048,tangram,isolated,E1.jpg,F1.jpg,survey-text,7,94157,22
testing,house,10715.000000000146,tangram,isolated,G1.jpg,M1.jpg,survey-text,8,105377,22
testing,girl,7160.999999998239,tangram,isolated,K1.jpg,T1.jpg,survey-text,9,113043,22
testing,NA,1699.0000000005239,NA,NA,NA,NA,html-button-response,10,115242,22
testing,house,4665.000000000859,tangram,close,G1.jpg,M1.jpg,survey-text,11,120422,22
testing,dog,93298.99999999907,tangram,close,I1.jpg,J1.jpg,survey-text,12,214253,22
testing,puppy,13200.000000000698,tangram,close,K1.jpg,T1.jpg,survey-text,13,227957,22
testing,girl,5266.999999999825,tangram,close,A1.jpg,A2.jpg,survey-text,14,233731,22
testing,house,4262.00000000064,tangram,close,H1.jpg,Y1.jpg,survey-text,15,238502,22
testing,bat,8871.000000001019,tangram,close,E1.jpg,F1.jpg,survey-text,16,247878,22
testing,granny,8391.000000001455,tangram,close,B1.jpg,P1.jpg,survey-text,17,256772,22
testing,fish,7209.000000000757,tangram,close,F1.jpg,W1.jpg,survey-text,18,264485,22
testing,NA,1114.000000001397,NA,NA,NA,NA,html-button-response,19,266101,22
testing,chocolates,12170.000000000116,familiar,far,mnms.jpg,pretzels.jpg,survey-text,20,278787,22
testing,car,4921.000000000291,familiar,far,sedan.jpg,firetruck.jpg,survey-text,21,284218,22
testing,grizzly,8747.000000001222,familiar,far,grizzlybear.jpg,lion.jpg,survey-text,22,293466,22
testing,bird,13023.000000001048,familiar,far,sparrow.jpg,squirrel.jpg,survey-text,23,306995,22
testing,dog,4880.99999999936,familiar,far,germanshepherd.jpg,cow.jpg,survey-text,24,312381,22
testing,table,6637.00000000064,familiar,far,diningtable.jpg,wardrobe.jpg,survey-text,25,319522,22
testing,shirt,5851.000000000582,familiar,far,poloshirt.jpg,dress.jpg,survey-text,26,325883,22
testing,fish,5377.999999998836,familiar,far,goldfish.jpg,iguana.jpg,survey-text,27,331765,22
testing,NA,1183.9999999993015,NA,NA,NA,NA,html-button-response,28,333452,22
testing,chocolates,8253.99999999901,familiar,close,mnms.jpg,gummybears.jpg,survey-text,29,342213,22
testing,goldfish,7265.999999999651,familiar,close,goldfish.jpg,swordfish.jpg,survey-text,30,349999,22
testing,T-shirt,13216.00000000035,familiar,close,poloshirt.jpg,hawaiishirt.jpg,survey-text,31,363728,22
testing,car,5815.000000000524,familiar,close,sedan.jpg,sportscar.jpg,survey-text,32,370046,22
testing,sparrow,6781.000000000873,familiar,close,sparrow.jpg,eagle.jpg,survey-text,33,377342,22
testing,dauber-man,19051.99999999965,familiar,close,germanshepherd.jpg,pug.jpg,survey-text,34,396902,22
testing,grizzly,9622.000000001222,familiar,close,grizzlybear.jpg,polarbear.jpg,survey-text,35,407030,22
testing,table,9310.999999999709,familiar,close,diningtable.jpg,picnictable.jpg,survey-text,36,416850,22
testing,NA,1259,NA,NA,NA,NA,html-button-response,37,418611,22
testing,bat,7895.0000000004075,tangram,far,E1.jpg,C2.jpg,survey-text,38,427021,22
testing,lady,15630.00000000099,tangram,far,F1.jpg,C1.jpg,survey-text,39,443157,22
testing,house,4545.000000000058,tangram,far,G1.jpg,N1.jpg,survey-text,40,448207,22
testing,puppy,9818.999999999534,tangram,far,K1.jpg,V1.jpg,survey-text,41,458532,22
testing,granny,4961.000000001164,tangram,far,B1.jpg,O1.jpg,survey-text,42,464006,22
testing,tool,29506.999999999593,tangram,far,I1.jpg,R1.jpg,survey-text,43,494026,22
testing,doll,20431.000000000466,tangram,far,A1.jpg,D1.jpg,survey-text,44,514963,22
testing,house,5220.999999999534,tangram,far,H1.jpg,A2.jpg,survey-text,45,520693,22
testing,NA,1206.0000000001164,NA,NA,NA,NA,html-button-response,46,522402,22
testing,fish,6280.999999999069,familiar,isolated,goldfish.jpg,swordfish.jpg,survey-text,47,529189,22
testing,chocolates,4731.999999999884,familiar,isolated,mnms.jpg,gummybears.jpg,survey-text,48,534425,22
testing,dog,5280.0000000006985,familiar,isolated,germanshepherd.jpg,pug.jpg,survey-text,49,540208,22
testing,car,4283.000000001281,familiar,isolated,sedan.jpg,sportscar.jpg,survey-text,50,544994,22
testing,grizzly,5923.0000000006985,familiar,isolated,grizzlybear.jpg,polarbear.jpg,survey-text,51,551423,22
testing,sparrow,5397.000000000815,familiar,isolated,sparrow.jpg,eagle.jpg,survey-text,52,557325,22
testing,shirt,3971.999999999767,familiar,isolated,poloshirt.jpg,hawaiishirt.jpg,survey-text,53,561805,22
testing,table,4639.000000001048,familiar,isolated,diningtable.jpg,picnictable.jpg,survey-text,54,566952,22
testing,NA,34092.650000000045,NA,NA,NA,NA,html-button-response,0,34111,5
testing,NA,3671.3850000000966,NA,NA,NA,NA,html-button-response,1,38796,5
testing,bird,6727.139999999963,familiar,isolated,sparrow.jpg,eagle.jpg,survey-text,2,46057,5
testing,dog,5525.765000000094,familiar,isolated,germanshepherd.jpg,pug.jpg,survey-text,3,52111,5
testing,car,7657.514999999868,familiar,isolated,sedan.jpg,sportscar.jpg,survey-text,4,60297,5
testing,table,4079.2900000001246,familiar,isolated,diningtable.jpg,picnictable.jpg,survey-text,5,64889,5
testing,shirt,3603.3250000000407,familiar,isolated,poloshirt.jpg,hawaiishirt.jpg,survey-text,6,69035,5
testing,candy,4808.314999999988,familiar,isolated,mnms.jpg,gummybears.jpg,survey-text,7,74386,5
testing,fish,4257.354999999967,familiar,isolated,goldfish.jpg,swordfish.jpg,survey-text,8,79168,5
testing,bear,3955.855000000156,familiar,isolated,grizzlybear.jpg,polarbear.jpg,survey-text,9,83642,5
testing,NA,4745.224999999889,NA,NA,NA,NA,html-button-response,10,88904,5
testing,shephard,7947.339999999938,familiar,close,germanshepherd.jpg,pug.jpg,survey-text,11,97392,5
testing,sparrow,8154.989999999991,familiar,close,sparrow.jpg,eagle.jpg,survey-text,12,106103,5
testing,grizzly,5484.999999999898,familiar,close,grizzlybear.jpg,polarbear.jpg,survey-text,13,112104,5
testing,chocolate,5595.525000000183,familiar,close,mnms.jpg,gummybears.jpg,survey-text,14,118227,5
testing,gold,3599.2249999999185,familiar,close,goldfish.jpg,swordfish.jpg,survey-text,15,122348,5
testing,blue,5916.99000000018,familiar,close,sedan.jpg,sportscar.jpg,survey-text,16,128779,5
testing,solid,5223.389999999868,familiar,close,poloshirt.jpg,hawaiishirt.jpg,survey-text,17,134550,5
testing,dining,12270.115000000049,familiar,close,diningtable.jpg,picnictable.jpg,survey-text,18,147353,5
testing,NA,5046.929999999964,NA,NA,NA,NA,html-button-response,19,152920,5
testing,walk,8546.124999999825,tangram,far,A1.jpg,D1.jpg,survey-text,20,162011,5
testing,thinner,6821.965000000084,tangram,far,K1.jpg,V1.jpg,survey-text,21,169382,5
testing,taller,4857.594999999943,tangram,far,G1.jpg,N1.jpg,survey-text,22,174763,5
testing,larger,7113.244999999995,tangram,far,F1.jpg,C1.jpg,survey-text,23,182407,5
testing,handing,6568.430000000051,tangram,far,I1.jpg,R1.jpg,survey-text,24,189504,5
testing,kneeling,7093.790000000125,tangram,far,B1.jpg,O1.jpg,survey-text,25,197151,5
testing,jumping,5886.600000000064,tangram,far,E1.jpg,C2.jpg,survey-text,26,203578,5
testing,praying,5968.965000000026,tangram,far,H1.jpg,A2.jpg,survey-text,27,210087,5
testing,NA,3271.9899999999616,NA,NA,NA,NA,html-button-response,28,213877,5
testing,large,8752.160000000003,tangram,isolated,E1.jpg,F1.jpg,survey-text,29,223189,5
testing,kneeling,6461.325000000012,tangram,isolated,I1.jpg,J1.jpg,survey-text,30,230171,5
testing,praying,5107.780000000028,tangram,isolated,H1.jpg,Y1.jpg,survey-text,31,235826,5
testing,wide,4990.3749999998545,tangram,isolated,F1.jpg,W1.jpg,survey-text,32,241365,5
testing,bending,9084.87500000003,tangram,isolated,K1.jpg,T1.jpg,survey-text,33,250978,5
testing,skipping,5922.279999999999,tangram,isolated,A1.jpg,A2.jpg,survey-text,34,257433,5
testing,sitting,5568.465000000026,tangram,isolated,G1.jpg,M1.jpg,survey-text,35,263552,5
testing,bending,7014.165000000037,tangram,isolated,B1.jpg,P1.jpg,survey-text,36,271082,5
testing,NA,1371.1599999999162,NA,NA,NA,NA,html-button-response,37,272966,5
testing,hat,12079.880000000005,tangram,close,K1.jpg,T1.jpg,survey-text,38,285593,5
testing,right-facing,46813.790000000154,tangram,close,G1.jpg,M1.jpg,survey-text,39,332950,5
testing,upwards,7174.975000000151,tangram,close,I1.jpg,J1.jpg,survey-text,40,340686,5
testing,praying,11262.93499999994,tangram,close,H1.jpg,Y1.jpg,survey-text,41,352485,5
testing,larger,14849.929999999818,tangram,close,F1.jpg,W1.jpg,survey-text,42,367849,5
testing,skinnier,5240.940000000119,tangram,close,A1.jpg,A2.jpg,survey-text,43,373618,5
testing,taller,9303.609999999928,tangram,close,E1.jpg,F1.jpg,survey-text,44,383468,5
testing,bending,6877.285000000033,tangram,close,B1.jpg,P1.jpg,survey-text,45,390876,5
testing,NA,2145.6300000002375,NA,NA,NA,NA,html-button-response,46,393540,5
testing,dog,9677.540000000154,familiar,far,germanshepherd.jpg,cow.jpg,survey-text,47,403763,5
testing,fish,3617.715000000084,familiar,far,goldfish.jpg,iguana.jpg,survey-text,48,407908,5
testing,table,3686.2850000000326,familiar,far,diningtable.jpg,wardrobe.jpg,survey-text,49,412117,5
testing,grizzly,4694.639999999956,familiar,far,grizzlybear.jpg,lion.jpg,survey-text,50,417331,5
testing,chocolate,6308.679999999877,familiar,far,mnms.jpg,pretzels.jpg,survey-text,51,424193,5
testing,car,4173.234999999986,familiar,far,sedan.jpg,firetruck.jpg,survey-text,52,428912,5
testing,polo,3984.069999999949,familiar,far,poloshirt.jpg,dress.jpg,survey-text,53,433454,5
testing,bird,5132.40000000014,familiar,far,sparrow.jpg,squirrel.jpg,survey-text,54,439133,5
