"","iterationName","wID","aID","utterance","rt","target_type","competitor_type","target","foil","trial_type","trial_index","time_elapsed","utt_length","clean_utt"
"118","pilot2",4,"3F6KKYWMNCQ98CSTFVO3QOMIDN1DN5","candy",4800.27499998687,"familiar","isolated","mnms.jpg","gummybears.jpg","survey-text",26,289102,5,"candy"
"119","pilot2",4,"3F6KKYWMNCQ98CSTFVO3QOMIDN1DN5","fish",1863.1849999947,"familiar","isolated","goldfish.jpg","swordfish.jpg","survey-text",27,291477,4,"fish"
"120","pilot2",4,"3F6KKYWMNCQ98CSTFVO3QOMIDN1DN5","car",5062.93500002357,"familiar","isolated","sedan.jpg","sportscar.jpg","survey-text",28,297057,3,"car"
"121","pilot2",4,"3F6KKYWMNCQ98CSTFVO3QOMIDN1DN5","balanced square",21058.2299999951,"tangram","close","tangram-55.jpg","N1.jpg","survey-text",30,321802,15,"balancesquare"
"122","pilot2",4,"3F6KKYWMNCQ98CSTFVO3QOMIDN1DN5","looking down",4774.78499998688,"tangram","close","B1.jpg","P1.jpg","survey-text",31,327093,12,"lookdown"
"123","pilot2",4,"3F6KKYWMNCQ98CSTFVO3QOMIDN1DN5","square tilted",11758.3300000115,"tangram","close","tangram-48.jpg","tangram-187.jpg","survey-text",32,339365,13,"squaretilt"
"124","pilot2",4,"3F6KKYWMNCQ98CSTFVO3QOMIDN1DN5","upsidedown triangle",20875.5599999859,"tangram","close","tangram-90.jpg","tangram-81.jpg","survey-text",33,360761,19,"upsidedowntriangle"
"125","pilot2",4,"3F6KKYWMNCQ98CSTFVO3QOMIDN1DN5","balanced square",10989.5650000253,"tangram","close","tangram-164.jpg","tangram-183.jpg","survey-text",34,372274,15,"balancesquare"
"126","pilot2",4,"3F6KKYWMNCQ98CSTFVO3QOMIDN1DN5","running",6316.45500002196,"tangram","close","tangram-67.jpg","tangram-32.jpg","survey-text",35,379106,7,"run"
"127","pilot2",4,"3F6KKYWMNCQ98CSTFVO3QOMIDN1DN5","shapes compressed",11014.3000000098,"tangram","close","H1.jpg","I1.jpg","survey-text",36,390641,17,"shapecompress"
"128","pilot2",4,"3F6KKYWMNCQ98CSTFVO3QOMIDN1DN5","rhombus",6724.67500000494,"tangram","close","A2.jpg","tangram-99.jpg","survey-text",37,397887,7,"rhombus"
"129","pilot2",4,"3F6KKYWMNCQ98CSTFVO3QOMIDN1DN5","diamond head",9501.46499997936,"tangram","isolated","H1.jpg","I1.jpg","survey-text",39,410129,12,"diamondhead"
"130","pilot2",4,"3F6KKYWMNCQ98CSTFVO3QOMIDN1DN5","running",3199.35500001884,"tangram","isolated","tangram-55.jpg","N1.jpg","survey-text",40,413843,7,"run"
"131","pilot2",4,"3F6KKYWMNCQ98CSTFVO3QOMIDN1DN5","looking down",6462.51499999198,"tangram","isolated","B1.jpg","P1.jpg","survey-text",41,420820,12,"lookdown"
"132","pilot2",4,"3F6KKYWMNCQ98CSTFVO3QOMIDN1DN5","kicking",3310.55500000366,"tangram","isolated","tangram-48.jpg","tangram-187.jpg","survey-text",42,424653,7,"kick"
"133","pilot2",4,"3F6KKYWMNCQ98CSTFVO3QOMIDN1DN5","balanced square",13531.6600000078,"tangram","isolated","tangram-164.jpg","tangram-183.jpg","survey-text",43,438696,15,"balancesquare"
"134","pilot2",4,"3F6KKYWMNCQ98CSTFVO3QOMIDN1DN5","upsidedown triangle",4518.1750000047,"tangram","isolated","tangram-90.jpg","tangram-81.jpg","survey-text",44,443745,19,"upsidedowntriangle"
"135","pilot2",4,"3F6KKYWMNCQ98CSTFVO3QOMIDN1DN5","rhombus",6616.06000000029,"tangram","isolated","A2.jpg","tangram-99.jpg","survey-text",45,450885,7,"rhombus"
"136","pilot2",4,"3F6KKYWMNCQ98CSTFVO3QOMIDN1DN5","running",3550.53499998758,"tangram","isolated","tangram-67.jpg","tangram-32.jpg","survey-text",46,454948,7,"run"
"137","pilot2",4,"3F6KKYWMNCQ98CSTFVO3QOMIDN1DN5","running",5341.67000002344,"tangram","far","tangram-67.jpg","G1.jpg","survey-text",48,462782,7,"run"
"138","pilot2",4,"3F6KKYWMNCQ98CSTFVO3QOMIDN1DN5","rhombus",6910.97000002628,"tangram","far","A2.jpg","C1.jpg","survey-text",49,470218,7,"rhombus"
"139","pilot2",4,"3F6KKYWMNCQ98CSTFVO3QOMIDN1DN5","diamond head",5078.90500000212,"tangram","far","H1.jpg","tangram-8.jpg","survey-text",50,475812,12,"diamondhead"
