iterationName,wID,aID,utterance,rt,target_type,competitor_type,target,foil,trial_type,trial_index,time_elapsed
full_sample,70,3EA3QWIZ4JKOB0DZ45BQQK8NKBFTI0,cheer,2726.234999950975,tangram,isolated,tangram-103.jpg,NA,survey-text,23,106315
full_sample,101,3E337GFOLAXCKW2KHLPBW9PFGG3NG3,girl,9750,tangram,isolated,tangram-150.jpg,NA,survey-text,15,155910
full_sample,13,36H9ULYP63JAN6F4R3R1LH8M6HXJFV,resting,3956,tangram,isolated,tangram-120.jpg,NA,survey-text,22,162181
full_sample,108,3II4UPYCOKWUB95LVNGKUIHN8Z8QDH,stretcher,6391.084999995655,tangram,isolated,tangram-67.jpg,NA,survey-text,25,261841
full_sample,109,3I2PTA7R3UJ2PFBVN427YVCDS86QKV,DANCE,9323.835000046529,tangram,isolated,tangram-168.jpg,NA,survey-text,3,53082
full_sample,70,3EA3QWIZ4JKOB0DZ45BQQK8NKBFTI0,bow,4467.364999931306,tangram,isolated,tangram-9.jpg,NA,survey-text,24,111285
full_sample,97,3R6P78PK7L0AF974EHBN58V75YNTG8,runner,12811.710000038147,tangram,isolated,tangram-168.jpg,NA,survey-text,19,263240
full_sample,51,3Z4XG4ZF49G23BA60T0W2YZFUBY8XQ,Walking,8319.119999883696,tangram,isolated,tangram-178.jpg,NA,survey-text,19,219689
full_sample,59,3TPWUS5F8AQPQEVT70KF21HRB0FCW9,magician,12289,tangram,isolated,tangram-187.jpg,NA,survey-text,27,290794
full_sample,13,36H9ULYP63JAN6F4R3R1LH8M6HXJFV,looking,5097,tangram,isolated,tangram-44.jpg,NA,survey-text,23,167783
full_sample,108,3II4UPYCOKWUB95LVNGKUIHN8Z8QDH,bender,5979.50999999739,tangram,isolated,tangram-9.jpg,NA,survey-text,26,268327
full_sample,70,3EA3QWIZ4JKOB0DZ45BQQK8NKBFTI0,hop,3865.669999970123,tangram,isolated,tangram-90.jpg,NA,survey-text,25,115653
full_sample,84,3RXCAC0YISERHPFGBJ0SECZKRL2G86,Museum,12525.53499955684,tangram,isolated,Y1.jpg,NA,survey-text,31,356205
full_sample,55,3SB4CE2TJWKGMZ3LXRKAYP5AKZZAXX,jaunt,14382.229999995558,tangram,isolated,tangram-67.jpg,NA,survey-text,31,690400
full_sample,70,3EA3QWIZ4JKOB0DZ45BQQK8NKBFTI0,walk,2904.0250000543892,tangram,isolated,tangram-126.jpg,NA,survey-text,26,119060
full_sample,101,3E337GFOLAXCKW2KHLPBW9PFGG3NG3,bend,12060.999999986961,tangram,isolated,C1.jpg,NA,survey-text,16,168476
full_sample,97,3R6P78PK7L0AF974EHBN58V75YNTG8,preacher,7940.899999928661,tangram,isolated,H1.jpg,NA,survey-text,20,271691
full_sample,51,3Z4XG4ZF49G23BA60T0W2YZFUBY8XQ,Walking,7649.66500014998,tangram,isolated,tangram-108.jpg,NA,survey-text,20,227883
full_sample,108,3II4UPYCOKWUB95LVNGKUIHN8Z8QDH,faller,4539.764999994077,tangram,isolated,W1.jpg,NA,survey-text,27,273372
full_sample,70,3EA3QWIZ4JKOB0DZ45BQQK8NKBFTI0,surprised,3652.849999954924,tangram,isolated,tangram-140.jpg,NA,survey-text,27,123215
full_sample,59,3TPWUS5F8AQPQEVT70KF21HRB0FCW9,Asian,9334,tangram,isolated,tangram-71.jpg,NA,survey-text,28,300639
full_sample,84,3RXCAC0YISERHPFGBJ0SECZKRL2G86,Cook,5101.7199996858835,tangram,isolated,tangram-143.jpg,NA,survey-text,32,361815
