subid,type,trial,target,person,utterance,selection,correct
118,practice,1,apple,right,umm it's an apple,,Y
118,practice,1,apple,left,,left,Y
118,practice,4,apple,right,it's a brussel sprout,,Y
118,practice,4,apple,left,,left,Y
118,practice,2,artichoke,left,uhh it's a brussel sprout,,Y
118,practice,2,artichoke,right,,right,Y
118,practice,2,artichoke,right,it's an onion,,Y
118,practice,2,artichoke,left,,left,Y
118,practice,5,artichoke,left,uh it's an onion,,Y
118,practice,5,artichoke,right,,right,Y
118,practice,3,onion,left,uh it's an apple,,Y
118,practice,3,onion,right,,right,Y
118,test,10,A1,left,umm it looks like someone galloping and their legs are at a ninety degree angle,,Y
118,test,10,A1,right,,right,Y
118,test,18,A1,right,it's a person walking with a 90 degree angle,,Y
118,test,18,A1,left,,left,Y
118,test,28,A1,left,um it's a person walking at a 90 degree angle,,Y
118,test,28,A1,right,,right,Y
118,test,34,A1,right,it's a person walking at a 90 degree angle,,Y
118,test,34,A1,left,,left,Y
118,test,6,B1,left,umm it looks like someone walking with their head down,,Y
118,test,6,B1,right,,right,Y
118,test,12,B1,right,it's the person walking with their head down,,Y
118,test,12,B1,left,,left,Y
118,test,24,B1,left,um it's the person walking while looking down,,Y
118,test,24,B1,right,,right,Y
118,test,40,B1,right,it's the person walking with their head down,,Y
118,test,40,B1,left,,left,Y
118,test,8,C1,left,umm it looks like someone kneeling all the way down,,Y
118,test,8,C1,right,,right,Y
118,test,14,C1,right,it's the person leaning almost as if they're in child's pose,,Y
118,test,14,C1,left,,left,Y
118,test,30,C1,left,um it's a person bending all the way down,,Y
118,test,30,C1,right,,right,Y
118,test,32,C1,right,it's a person kneeling all the way down,,Y
118,test,32,C1,left,,left,Y
118,test,5,D1,right,umm it looks like a person in a airplane,,Y
118,test,5,D1,left,,left,Y
118,test,11,D1,left,umm it's the person in the plane,,Y
118,test,11,D1,right,,right,Y
118,test,29,D1,right,it's a person in the plane,,Y
118,test,29,D1,left,,left,Y
118,test,39,D1,left,"uh it's a person in a plane, uh that's just going forwards",,Y
118,test,39,D1,right,,right,Y
118,test,4,E1,left,umm it looks like someone serving a volleyball.. where they're like jumping,,Y
118,test,4,E1,right,oh yeah... got it,,Y
118,test,4,E1,right,,right,Y
118,test,16,E1,right,umm it's the person i think that you said that looks like it's serving a volleyball,,Y
118,test,16,E1,left,,left,Y
118,test,26,E1,left,um it's the person serving the volleyball,,Y
118,test,26,E1,right,,right,Y
118,test,36,E1,right,it's a person serving the volleyball,,Y
118,test,36,E1,left,,left,Y
118,test,9,F1,right,"it looks like a... person in like maybe a plane flying, shooting",,Y
118,test,9,F1,left,,left,Y
118,test,15,F1,left,umm its a person in the plane that's shooting upwards,,Y
118,test,15,F1,right,,right,Y
118,test,25,F1,right,it's like the person in the plane shooting something,,Y
118,test,25,F1,left,,left,Y
118,test,35,F1,left,uh it's the person in the plane that's shooting up,,Y
118,test,35,F1,right,,right,Y
118,test,2,G1,left,"um it looks like someone sitting, or just kneeling",,Y
118,test,2,G1,right,,right,Y
118,test,20,G1,right,"it's a person, it looks like they're sitting",,Y
118,test,20,G1,left,,left,Y
118,test,22,G1,left,"um it's a person kneeling um but not all the way to the ground, they're like upright",,Y
118,test,22,G1,right,,right,Y
118,test,38,G1,right,it's a person sitting down,,Y
118,test,38,G1,left,,left,Y
118,test,7,H1,right,ummm it looks like a person uh like standing by a podium,,Y
118,test,7,H1,left,,left,Y
118,test,13,H1,left,um it's the person by the podium,,Y
118,test,13,H1,right,,right,Y
118,test,23,H1,right,it looks like a person um at the podium,,Y
118,test,23,H1,left,,left,Y
118,test,31,H1,left,um it's the person at the podium,,Y
118,test,31,H1,right,,right,Y
118,test,3,I1,right,"umm it looks like a person or maybe an animal holding something, like a triangle",,Y
118,test,3,I1,left,,left,Y
118,test,19,I1,left,um it's a person who's leaning forwards with like a bowl that's triangular,,Y
118,test,19,I1,right,,right,Y
118,test,27,I1,right,it looks like a person bending forward with something in its hands like the triangle,,Y
118,test,27,I1,left,,left,Y
118,test,33,I1,left,um it's a person leaning forwards with something in their hands,,Y
118,test,33,I1,right,,right,Y
118,test,1,K1,right,uh it looks like a dog on its hind legs,,Y
118,test,1,K1,left,,left,Y
118,test,17,K1,left,uh it's the person that or it's the dog thats kind of on its hind legs,,Y
118,test,17,K1,right,,right,Y
118,test,21,K1,right,it looks like a dog on its hind legs,,Y
118,test,21,K1,left,,left,Y
118,test,37,K1,left,um it's a dog on its hind legs,,Y
118,test,37,K1,right,,right,Y
