subid,type,trial,target,person,utterance,selection,correct
105,practice,1,apple,right,there's an apple inside the blue box,,Y
105,practice,1,apple,left,so I just click it?,,Y
105,practice,1,apple,left,,left,Y
105,practice,4,apple,left,"it's an apple, in the blue box",,Y
105,practice,4,apple,right,,right,Y
105,practice,2,artichoke,left,"uh, it's an artichoke",,Y
105,practice,2,artichoke,right,,right,Y
105,practice,5,artichoke,right,it's artichoke again,,Y
105,practice,5,artichoke,left,,left,Y
105,practice,3,onion,right,it's an onion,,Y
105,practice,3,onion,left,,left,Y
105,practice,6,onion,left,onion,,Y
105,practice,6,onion,right,,right,Y
105,test,9,A1,right,person's skipping,,Y
105,test,9,A1,left,,left,Y
105,test,17,A1,left,"um, um, the person's on one leg",,Y
105,test,17,A1,right,,right,Y
105,test,25,A1,right,skipping,,Y
105,test,25,A1,left,,left,Y
105,test,37,A1,left,"um, she's skipping",,Y
105,test,37,A1,right,,right,Y
105,test,5,B1,right,the person's sulking,,Y
105,test,5,B1,left,,left,Y
105,test,13,B1,left,"um, person's sulking",,Y
105,test,13,B1,right,,right,Y
105,test,23,B1,right,sulking,,Y
105,test,23,B1,left,,left,Y
105,test,33,B1,left,sulking,,Y
105,test,33,B1,right,,right,Y
105,test,1,C1,right,"um, it's a person, on their hands and knees",,Y
105,test,1,C1,left,,left,Y
105,test,19,C1,left,"um, the person's crouched down on the floor",,Y
105,test,19,C1,right,,right,Y
105,test,27,C1,right,on the ground hand and knees,,Y
105,test,27,C1,left,,left,Y
105,test,35,C1,left,"um, doggy style",,Y
105,test,35,C1,right,,right,Y
105,test,8,D1,left,he's on an airplane,,Y
105,test,8,D1,right,,right,Y
105,test,12,D1,right,the person's back in the airplane,,Y
105,test,12,D1,left,,left,Y
105,test,22,D1,left,"um, airplane",,Y
105,test,22,D1,right,,right,Y
105,test,36,D1,right,flying an airplane,,Y
105,test,36,D1,left,,left,Y
105,test,6,E1,left,"um, he's jumping like happy",,Y
105,test,6,E1,right,,right,Y
105,test,14,E1,right,the person's walking,,Y
105,test,14,E1,left,,left,Y
105,test,26,E1,left,"um, she's like flying",,Y
105,test,26,E1,right,,right,Y
105,test,38,E1,right,flying,,Y
105,test,38,E1,left,,left,Y
105,test,10,F1,left,"uh, the person is running",,Y
105,test,10,F1,right,"maybe, can't really tell,",,Y
105,test,10,F1,right,,right,Y
105,test,16,F1,right,the person's running,,Y
105,test,16,F1,left,,left,Y
105,test,24,F1,left,"um, jumping",,Y
105,test,24,F1,right,,right,Y
105,test,32,F1,right,running away,,Y
105,test,32,F1,left,,left,Y
105,test,4,G1,left,"um, it's like sitting",,Y
105,test,4,G1,right,,right,Y
105,test,18,G1,right,person's sitting,,Y
105,test,18,G1,left,,left,Y
105,test,30,G1,left,um sitting,,Y
105,test,30,G1,right,,right,Y
105,test,40,G1,right,sitting down,,Y
105,test,40,G1,left,,left,Y
105,test,2,H1,left,"um, this person is holding something",,Y
105,test,2,H1,right,,right,Y
105,test,20,H1,right,the person's holding a platter,,Y
105,test,20,H1,left,,left,Y
105,test,28,H1,left,"um, he's holding something",,Y
105,test,28,H1,right,,right,Y
105,test,34,H1,right,accepting his diploma,,Y
105,test,34,H1,left,,left,Y
105,test,7,I1,right,the person is holding a picture of some sort,,Y
105,test,7,I1,left,,left,Y
105,test,15,I1,left,"um, the person has something in his hand",,Y
105,test,15,I1,right,,right,Y
105,test,29,I1,right,bowing down with a platter,,Y
105,test,29,I1,left,,left,Y
105,test,31,I1,left,platter,,Y
105,test,31,I1,right,,right,Y
105,test,3,K1,right,"it looks like a dog, in a dog position",,Y
105,test,3,K1,left,,left,Y
105,test,11,K1,left,"um, the person's bowing, kind of",,Y
105,test,11,K1,right,,right,Y
105,test,21,K1,right,"it's the dog again, on hind legs",,Y
105,test,21,K1,left,,left,Y
105,test,39,K1,left,"um, dog",,Y
105,test,39,K1,right,,right,Y
