subid,type,trial,target,person,utterance,selection,correct
116,practice,1,apple,right,okay. there's like an apple... on the screen,,Y
116,practice,1,apple,left,,left,Y
116,practice,4,apple,left,an apple,,Y
116,practice,4,apple,right,,right,Y
116,practice,2,artichoke,left,there's a... i think it's an artichoke zzzz,,Y
116,practice,2,artichoke,right,"oh, i don't know what an artichoke is",,Y
116,practice,2,artichoke,right,oh okay,,Y
116,practice,2,artichoke,right,,right,Y
116,practice,5,artichoke,right,artichoke,,Y
116,practice,5,artichoke,left,,left,Y
116,practice,3,onion,right,ummm I have... i think it's an onion in mine,,Y
116,practice,3,onion,left,,left,Y
116,practice,3,onion,right,I don't even know mine,,Y
116,practice,6,onion,left,onion,,Y
116,practice,6,onion,right,,right,Y
116,test,5,A1,right,"umm it's, like, the one who's like kind of like skipping, or like running around, yeah",,Y
116,test,5,A1,left,,left,Y
116,test,15,A1,left,its the person who's like skipping sideways,,Y
116,test,15,A1,right,yeah,,Y
116,test,15,A1,right,,right,Y
116,test,29,A1,right,umm not the dog,,Y
116,test,29,A1,left,,left,Y
116,test,31,A1,left,umm the one walk- skipping sideways,,Y
116,test,31,A1,right,,right,Y
116,test,6,B1,left,umm just like a person who's looking down,,Y
116,test,6,B1,left,yeah,,Y
116,test,6,B1,right,yeah,,Y
116,test,6,B1,right,,right,Y
116,test,12,B1,right,umm just a person walking looking down,,Y
116,test,12,B1,left,,left,Y
116,test,28,B1,left,"the one walking, looking down",,Y
116,test,28,B1,right,not the dog,,Y
116,test,28,B1,left,no,,Y
116,test,28,B1,right,,right,Y
116,test,38,B1,right,the one looking down and walking,,Y
116,test,38,B1,left,,left,Y
116,test,7,C1,right,"umm, the one that's, like, looking on the floor, like kneeling on the floor, like, yeah",,Y
116,test,7,C1,left,,left,Y
116,test,13,C1,left,"it's the person praying, yeah",,Y
116,test,13,C1,right,,right,Y
116,test,23,C1,right,umm the person who's maybe praying or just on the floor,,Y
116,test,23,C1,left,,left,Y
116,test,35,C1,left,the one praying,,Y
116,test,35,C1,right,,right,Y
116,test,8,D1,left,it's like lying on the floor and then there are like two triangles on the left side of the screen look like-,,Y
116,test,8,D1,right,"so like, so the person with like legs up, like, kind of",,Y
116,test,8,D1,left,look like they have a zzz,,Y
116,test,8,D1,right,yeah,,Y
116,test,8,D1,right,,right,Y
116,test,18,D1,right,umm again the one that's not the dog thing yeah,,Y
116,test,18,D1,left,,left,Y
116,test,22,D1,left,the person who's lying on the floor with his feet up,,Y
116,test,22,D1,right,,right,Y
116,test,36,D1,right,the one lying on the floor with feet up,,Y
116,test,36,D1,left,,left,Y
116,test,9,E1,right,"umm mine's like the one where like, imagine a person in the air, like, like  jumping up in the air and their leg, like, like their feet are in the air yeah",,Y
116,test,9,E1,left,,left,Y
116,test,11,E1,left,umm it's a person jumping in the air with their legs in the air,,Y
116,test,11,E1,right,,right,Y
116,test,27,E1,right,"umm the one jumping up, feet in the air",,Y
116,test,27,E1,left,,left,Y
116,test,37,E1,left,the one jumping in the air,,Y
116,test,37,E1,right,,right,Y
116,test,2,F1,right,oh,,Y
116,test,2,F1,left,god what,,Y
116,test,2,F1,left,"umm.. okay so there's a square in the, like, top left corner, just like, hanging on, like, a triangle, and then there are like two tri- two small triangles on the bottom right and left corner",,Y
116,test,2,F1,right,okay,,Y
116,test,2,F1,right,,right,Y
116,test,16,F1,right,umm the one that's not the dog with the butt out,,Y
116,test,16,F1,left,,left,Y
116,test,26,F1,left,the one that doesn't look like anything- it doesn't look like a person,,Y
116,test,26,F1,right,"like, the weird thing",,Y
116,test,26,F1,left,yeah,,Y
116,test,26,F1,right,"a bird almost, yeah, okay",,Y
116,test,26,F1,right,,right,Y
116,test,34,F1,right,the one that doesn't look like anything,,Y
116,test,34,F1,left,,left,Y
116,test,10,G1,left,mine is like a person sitting on like a square block,,Y
116,test,10,G1,right,okay,,Y
116,test,10,G1,right,,right,Y
116,test,20,G1,right,umm it's the person who's sitting on that square thing,,Y
116,test,20,G1,left,,left,Y
116,test,30,G1,left,um the one sitting on the square,,Y
116,test,30,G1,right,,right,Y
116,test,32,G1,right,umm the one sitting on the little square,,Y
116,test,32,G1,left,,left,Y
116,test,1,H1,left,okay,,Y
116,test,1,H1,right,"i mean like it's like a, it's like not obviously a person, but it, like, looks like a person",,Y
116,test,1,H1,left,okay zzz,,Y
116,test,1,H1,left,,left,Y
116,test,17,H1,left,it's like the person with the dish in their hand and they're standing straight up,,Y
116,test,17,H1,right,,right,Y
116,test,21,H1,right,umm the person who's holding out like a dish or something sitting upright,,Y
116,test,21,H1,left,,left,Y
116,test,39,H1,left,the one with the dish in their hand,,Y
116,test,39,H1,right,,right,Y
116,test,3,I1,right,"umm, it looks like a person again, and it looks like the person's, like, leaning forward a little bit and, like, holding out, like, a bowl or something",,Y
116,test,3,I1,left,,left,Y
116,test,19,I1,left,"it's the person with a triangular dish, leaning little bit forward",,Y
116,test,19,I1,right,,right,Y
116,test,25,I1,right,umm the person with the triangular dish thing,,Y
116,test,25,I1,left,,left,Y
116,test,33,I1,left,the one with the triangle dish,,Y
116,test,33,I1,right,,right,Y
116,test,4,K1,left,umm it looks like a dog with a triangle head,,Y
116,test,4,K1,right,"okay, yeah, gotcha",,Y
116,test,4,K1,right,,right,Y
116,test,14,K1,right,"umm like the dog or whatever, sticking its butt out",,Y
116,test,14,K1,left,,left,Y
116,test,24,K1,left,the dog with the triangle hat,,Y
116,test,24,K1,right,,right,Y
116,test,40,K1,right,umm the dog,,Y
116,test,40,K1,left,,left,Y
