subid,type,trial,target,person,utterance,selection,correct
107,practice,1,apple,left,alright um so it's the apple,,Y
107,practice,1,apple,right,,right,Y
107,practice,4,apple,right,apple,,Y
107,practice,4,apple,left,,left,Y
107,practice,2,artichoke,right,it's the artichoke,,Y
107,practice,2,artichoke,left,,left,Y
107,practice,5,artichoke,left,"oh, uh artichoke",,Y
107,practice,5,artichoke,right,,right,Y
107,practice,3,onion,left,it's the onion,,Y
107,practice,3,onion,right,,right,Y
107,practice,6,onion,right,it's the onion,,Y
107,practice,6,onion,left,,left,Y
107,test,3,A1,left,"it's the, I guess the vertical one with the square on top -or the diamond on top",,Y
107,test,3,A1,right,,right,Y
107,test,11,A1,right,um it's the one that doesn't have the thing that looks like a house on top,,Y
107,test,11,A1,left,okay no house?,,Y
107,test,11,A1,right,no house,,Y
107,test,11,A1,left,,left,Y
107,test,25,A1,right,um it's the one that's more vertical,,Y
107,test,33,A1,right,um it's the one where the person's not holding the triangle,,Y
107,test,33,A1,left,,left,Y
107,test,5,B1,left,"um, it's the, well it's the one that I didn't just pick--it's the square with the-- leaning, kinda like leaning with no arms",,Y
107,test,5,B1,right,oh okay so it's not the one where it sorta looks like uh someone holding the triangle,,Y
107,test,5,B1,left,yeah not the one xxx,,Y
107,test,5,B1,right,okay,,Y
107,test,5,B1,right,,right,Y
107,test,17,B1,left,"um it's the one that does not have a house, it kinda looks like, yeah",,Y
107,test,17,B1,right,,right,Y
107,test,27,B1,left,"it's the one that's more vertical, not kneeling again",,Y
107,test,27,B1,right,,right,Y
107,test,39,B1,right,uh it's the one kinda walking,,Y
107,test,39,B1,right,the more vertical one,,Y
107,test,39,B1,left,,left,Y
107,test,39,B1,left,yeah,,Y
107,test,7,C1,left,"alright, it's the kneeling one",,Y
107,test,7,C1,right,,right,Y
107,test,13,C1,right,uh it's the one that kinda looks like it's kneeling?,,Y
107,test,13,C1,left,,left,Y
107,test,29,C1,left,it's the one that's kneeling,,Y
107,test,29,C1,right,,right,Y
107,test,31,C1,right,uh it's the kneeling one,,Y
107,test,31,C1,left,,left,Y
107,test,1,D1,left,"it's the one with--it's the horizontal one, uh with",,Y
107,test,1,D1,right,,right,Y
107,test,19,D1,left,it's the one that is more pointed upwards with the triangle next to the square,,Y
107,test,23,D1,right,um it's the one that doesn't have a house on top,,Y
107,test,23,D1,left,,left,Y
107,test,35,D1,right,it's the more horizontal one,,Y
107,test,35,D1,left,,left,Y
107,test,10,E1,right,um it's kinda the more abstract-y one that has um,,Y
107,test,10,E1,left,the one that-,,Y
107,test,10,E1,right,two big points at the top?,,Y
107,test,10,E1,left,"yeah, the one that's not holding the triangle",,Y
107,test,10,E1,right,yeah,,Y
107,test,10,E1,left,,left,Y
107,test,12,E1,left,"um it's the more abstract one- it doesn't look like, it doesn't, it's not like holding anything, it kinda looks like it's jumping",,Y
107,test,12,E1,right,,right,Y
107,test,22,E1,left,it's the more horizontal one,,Y
107,test,22,E1,right,,right,Y
107,test,40,E1,left,it's the jumping one,,Y
107,test,40,E1,right,,right,Y
107,test,4,F1,right,um there um there's lika a -on top there's a square and there's a triangle and triangle's like a right triangle,,Y
107,test,4,F1,left,umm,,Y
107,test,4,F1,right,pointing to the right,,Y
107,test,4,F1,left,okay the righ- the right triangle on the right side of the square?,,Y
107,test,4,F1,right,yeah,,Y
107,test,4,F1,left,alright,,Y
107,test,4,F1,left,,left,Y
107,test,20,F1,right,are there like two triangles at the bottom?,,Y
107,test,20,F1,left,uhh yes,,Y
107,test,20,F1,right,,right,Y
107,test,24,F1,left,"um it's the tall, skinny one",,Y
107,test,24,F1,right,,right,Y
107,test,32,F1,left,it's the not kneeling one,,Y
107,test,32,F1,right,,right,Y
107,test,8,G1,right,"um, it's the more vertical one with the square right at the top",,Y
107,test,8,G1,left,uh looks kinda like the big triangle at the bottom?,,Y
107,test,8,G1,right,yeah,,Y
107,test,8,G1,left,,left,Y
107,test,18,G1,right,um it's the more horizontal one,,Y
107,test,18,G1,left,gotch,,Y
107,test,18,G1,left,,left,Y
107,test,26,G1,left,"uh not kneeling, right?",,Y
107,test,26,G1,right,not kneeling,,Y
107,test,26,G1,left,,left,Y
107,test,36,G1,left,it's the one with the big triangle on the bottom and the square on the bottom,,Y
107,test,36,G1,left,the not the jumping one,,Y
107,test,36,G1,right,,right,Y
107,test,2,H1,right,uh it's the one that kinda looks like a person standing up,,Y
107,test,2,H1,left,okay,,Y
107,test,2,H1,left,,left,Y
107,test,16,H1,right,"um it's the one that kinda looks like a person walking, sadly",,Y
107,test,16,H1,left,"oh okay, not- no house?",,Y
107,test,16,H1,right,no house,,Y
107,test,16,H1,left,,left,Y
107,test,30,H1,right,"uh it's the one where, it's the one that's not jumping",,Y
107,test,30,H1,left,,left,Y
107,test,34,H1,left,it's the more vertical one,,Y
107,test,34,H1,right,,right,Y
107,test,6,I1,right,um it is the one with the pers- well there's a square on top,,Y
107,test,6,I1,left,uh the one ho-,,Y
107,test,6,I1,right,-or there's a diamond on top,,Y
107,test,6,I1,left,"the one holding the triangle, not the kneeling one?",,Y
107,test,6,I1,right,"yeah, mhm",,Y
107,test,6,I1,left,,left,Y
107,test,14,I1,left,it's the one that's holding the triangle,,Y
