"rt","utterance","target","foil","responses","competitor_type","target_type","test_part","trialtype","trial_type","trial_index","time_elapsed","internal_node_id","id","age","button_pressed"
"12015.20000000298","table with a crack in it","diningtable.jpg","wardrobe.jpg","{""Q0"":""table with a crack in it""}","far","familiar","trial","paired","survey-text","19","404757","0.0-19.0-0.0","46","8",""
"14041.09999999404","something golden","goldfish.jpg","iguana.jpg","{""Q0"":""something golden""}","far","familiar","trial","paired","survey-text","20","419302","0.0-19.0-0.1","46","8",""
"23791.39999999106","something prowling ","grizzlybear.jpg","lion.jpg","{""Q0"":""something prowling ""}","far","familiar","trial","paired","survey-text","21","443600","0.0-19.0-0.2","46","8",""
"8444.70000000298","dog ","germanshepherd.jpg","cow.jpg","{""Q0"":""dog ""}","far","familiar","trial","paired","survey-text","22","452553","0.0-19.0-0.3","46","8",""
"26180.10000000894","something that is blue and wheels","sedan.jpg","firetruck.jpg","{""Q0"":""something that is blue and wheels""}","far","familiar","trial","paired","survey-text","23","479235","0.0-19.0-0.4","46","8",""
"13238.29999999702","something that flies ","sparrow.jpg","squirrel.jpg","{""Q0"":""something that flies ""}","far","familiar","trial","paired","survey-text","24","492977","0.0-19.0-0.5","46","8",""
"8099.70000000298","shirt","poloshirt.jpg","dress.jpg","{""Q0"":""shirt""}","far","familiar","trial","paired","survey-text","25","501580","0.0-19.0-0.6","46","8",""
"8788.70000000298","jellybeans","jellybeans.jpg","pretzels.jpg","{""Q0"":""jellybeans""}","far","familiar","trial","paired","survey-text","26","510876","0.0-19.0-0.7","46","8",""
"13444.5","someone sitting ","H1.jpg","tangram-8.jpg","{""Q0"":""someone sitting ""}","far","tangram","trial","paired","survey-text","28","541807","0.0-21.0-0.0","46","8",""
"13282.10000000894","someone doing exercises ","tangram-90.jpg","tangram-120.jpg","{""Q0"":""someone doing exercises ""}","far","tangram","trial","paired","survey-text","29","555598","0.0-21.0-0.1","46","8",""
"18294.90000000596","someone in a tight space trying to climb","tangram-164.jpg","tangram-64.jpg","{""Q0"":""someone in a tight space trying to climb""}","far","tangram","trial","paired","survey-text","30","574398","0.0-21.0-0.2","46","8",""
"11494.79999999702","someone running with pointy elbows","tangram-67.jpg","G1.jpg","{""Q0"":""someone running with pointy elbows""}","far","tangram","trial","paired","survey-text","31","586398","0.0-21.0-0.3","46","8",""
"37791.29999999702","a woman with ponytail walking","A2.jpg","C1.jpg","{""Q0"":""a woman with ponytail walking""}","far","tangram","trial","paired","survey-text","32","624694","0.0-21.0-0.4","46","8",""
"7260.9000000059605","man walking ","B1.jpg","tangram-4.jpg","{""Q0"":""man walking ""}","far","tangram","trial","paired","survey-text","33","632462","0.0-21.0-0.5","46","8",""
"7235.70000000298","someone kicking","tangram-48.jpg","D1.jpg","{""Q0"":""someone kicking""}","far","tangram","trial","paired","survey-text","34","640202","0.0-21.0-0.6","46","8",""
"7266.9000000059605","someone running with no arms","tangram-55.jpg","tangram-143.jpg","{""Q0"":""someone running with no arms""}","far","tangram","trial","paired","survey-text","35","647976","0.0-21.0-0.7","46","8",""
"6581.600000008941","cracked table ","diningtable.jpg","picnictable.jpg","{""Q0"":""cracked table ""}","close","familiar","trial","paired","survey-text","37","668748","0.0-23.0-0.0","46","8",""
