"rt","utterance","target","foil","responses","competitor_type","target_type","test_part","trialtype","trial_type","trial_index","time_elapsed","internal_node_id","id","age","button_pressed"
"5497.699999928474","brown bear","grizzlybear.jpg","polarbear.jpg","{""Q0"":""brown bear""}","close","familiar","trial","paired","survey-text","19","925154","0.0-19.0-0.0","27","8",""
"9169.699999928474","multi colored jellybeans","jellybeans.jpg","gummybears.jpg","{""Q0"":""multi colored jellybeans""}","close","familiar","trial","paired","survey-text","20","934829","0.0-19.0-0.1","27","8",""
"6972.399999976158","blue shirt with no pattern","poloshirt.jpg","hawaiishirt.jpg","{""Q0"":""blue shirt with no pattern""}","close","familiar","trial","paired","survey-text","21","942304","0.0-19.0-0.2","27","8",""
"7491.100000023842","brownish grayish bird","sparrow.jpg","eagle.jpg","{""Q0"":""brownish grayish bird""}","close","familiar","trial","paired","survey-text","22","950298","0.0-19.0-0.3","27","8",""
"8610.399999976158","no seats table","diningtable.jpg","picnictable.jpg","{""Q0"":""no seats table""}","close","familiar","trial","paired","survey-text","23","959413","0.0-19.0-0.4","27","8",""
"4763","orange fish","goldfish.jpg","swordfish.jpg","{""Q0"":""orange fish""}","close","familiar","trial","paired","survey-text","24","964681","0.0-19.0-0.5","27","8",""
"9434.200000047684","german shepard ","germanshepherd.jpg","pug.jpg","{""Q0"":""german shepard ""}","close","familiar","trial","paired","survey-text","25","974619","0.0-19.0-0.6","27","8",""
"4320.899999976158","blue car","sedan.jpg","sportscar.jpg","{""Q0"":""blue car""}","close","familiar","trial","paired","survey-text","26","979444","0.0-19.0-0.7","27","8",""
"6756.699999928474","person running","tangram-67.jpg","G1.jpg","{""Q0"":""person running""}","far","tangram","trial","paired","survey-text","28","999595","0.0-21.0-0.0","27","8",""
"7442.899999976158","person hopping on one leg","tangram-48.jpg","D1.jpg","{""Q0"":""person hopping on one leg""}","far","tangram","trial","paired","survey-text","29","1007544","0.0-21.0-0.1","27","8",""
"12211","person kneeling","H1.jpg","tangram-8.jpg","{""Q0"":""person kneeling""}","far","tangram","trial","paired","survey-text","30","1020259","0.0-21.0-0.2","27","8",""
"5928.5","person sitting ","tangram-164.jpg","tangram-64.jpg","{""Q0"":""person sitting ""}","far","tangram","trial","paired","survey-text","31","1026692","0.0-21.0-0.3","27","8",""
"4512","person walking","B1.jpg","tangram-4.jpg","{""Q0"":""person walking""}","far","tangram","trial","paired","survey-text","32","1031708","0.0-21.0-0.4","27","8",""
"10929.399999976158","a girl","A2.jpg","C1.jpg","{""Q0"":""a girl""}","far","tangram","trial","paired","survey-text","33","1043141","0.0-21.0-0.5","27","8",""
"12049.899999976158","person running","tangram-55.jpg","tangram-143.jpg","{""Q0"":""person running""}","far","tangram","trial","paired","survey-text","34","1055693","0.0-21.0-0.6","27","8",""
"16022.399999976158","person on one leg","tangram-90.jpg","tangram-120.jpg","{""Q0"":""person on one leg""}","far","tangram","trial","paired","survey-text","35","1072221","0.0-21.0-0.7","27","8",""
"6871","bird","sparrow.jpg","squirrel.jpg","{""Q0"":""bird""}","far","familiar","trial","paired","survey-text","37","1092349","0.0-23.0-0.0","27","8",""
"5501.899999976158","brown bear","grizzlybear.jpg","lion.jpg","{""Q0"":""brown bear""}","far","familiar","trial","paired","survey-text","38","1098353","0.0-23.0-0.1","27","8",""
"4392.100000023842","table","diningtable.jpg","wardrobe.jpg","{""Q0"":""table""}","far","familiar","trial","paired","survey-text","39","1103249","0.0-23.0-0.2","27","8",""
"4530.400000095367","blue shirt","poloshirt.jpg","dress.jpg","{""Q0"":""blue shirt""}","far","familiar","trial","paired","survey-text","40","1108282","0.0-23.0-0.3","27","8",""
"4036.5","dog","germanshepherd.jpg","cow.jpg","{""Q0"":""dog""}","far","familiar","trial","paired","survey-text","41","1112822","0.0-23.0-0.4","27","8",""
"4785.5","candy","jellybeans.jpg","pretzels.jpg","{""Q0"":""candy""}","far","familiar","trial","paired","survey-text","42","1118112","0.0-23.0-0.5","27","8",""
"7677.800000071526","orange fish","goldfish.jpg","iguana.jpg","{""Q0"":""orange fish""}","far","familiar","trial","paired","survey-text","43","1126292","0.0-23.0-0.6","27","8",""
"6500.100000023842","blue regular car","sedan.jpg","firetruck.jpg","{""Q0"":""blue regular car""}","far","familiar","trial","paired","survey-text","44","1133297","0.0-23.0-0.7","27","8",""
"6460.399999976158","person running","tangram-55.jpg","N1.jpg","{""Q0"":""person running""}","close","tangram","trial","paired","survey-text","46","1153202","0.0-25.0-0.0","27","8",""
"30133.100000023842","person with no arms ","tangram-48.jpg","tangram-187.jpg","{""Q0"":""person with no arms ""}","close","tangram","trial","paired","survey-text","47","1183840","0.0-25.0-0.1","27","8",""
"7472.400000095367","person crossing its legs ","tangram-164.jpg","tangram-183.jpg","{""Q0"":""person crossing its legs ""}","close","tangram","trial","paired","survey-text","48","1191816","0.0-25.0-0.2","27","8",""
"5432.100000023842","person kneeling","H1.jpg","I1.jpg","{""Q0"":""person kneeling""}","close","tangram","trial","paired","survey-text","49","1197753","0.0-25.0-0.3","27","8",""
"14199","person jumping splits ","tangram-67.jpg","tangram-32.jpg","{""Q0"":""person jumping splits ""}","close","tangram","trial","paired","survey-text","50","1212458","0.0-25.0-0.4","27","8",""
"4834.799999952316","a girl","A2.jpg","tangram-99.jpg","{""Q0"":""a girl""}","close","tangram","trial","paired","survey-text","51","1217798","0.0-25.0-0.5","27","8",""
"8940.699999928474","person walking ","B1.jpg","P1.jpg","{""Q0"":""person walking ""}","close","tangram","trial","paired","survey-text","52","1227246","0.0-25.0-0.6","27","8",""
"7217.400000095367","person on one leg","tangram-90.jpg","tangram-81.jpg","{""Q0"":""person on one leg""}","close","tangram","trial","paired","survey-text","53","1234970","0.0-25.0-0.7","27","8",""
"7632.700000047684","table","pug.jpg","rabbit.jpg","","check","familiar","check","check","html-button-response-1","55","1284202","0.0-27.0-0.0","27","8","1"
"7918.299999952316","dog","husky.jpg","dalmatian.jpg","","check","familiar","check","check","html-button-response-1","56","1292622","0.0-27.0-0.1","27","8","1"
"7825.300000071526","cup","apple.jpg","pear.jpg","","check","familiar","check","check","html-button-response-1","57","1300951","0.0-27.0-0.2","27","8","1"
"11784.100000023842","bird","parrot.jpg","pigeon.jpg","","check","familiar","check","check","html-button-response-1","58","1313240","0.0-27.0-0.3","27","8","1"
"7800.199999928474","bear","firetruck.jpg","ambulance.jpg","","check","familiar","check","check","html-button-response-1","59","1321543","0.0-27.0-0.4","27","8","1"
"7358.5","red flower","rose.jpg","daisy.jpg","","check","familiar","check","check","html-button-response-1","60","1329404","0.0-27.0-0.5","27","8","0"
"7276.399999976158","polar bear","polarbear.jpg","grizzlybear.jpg","","check","familiar","check","check","html-button-response-1","61","1337186","0.0-27.0-0.6","27","8","0"
"7568.799999952316","M&Ms","mnms.jpg","gummybears.jpg","","check","familiar","check","check","html-button-response-1","62","1345260","0.0-27.0-0.7","27","8","0"
"10481.700000047684","shirt","dressshirt.jpg","campshirt.jpg","","check","familiar","check","check","html-button-response-1","63","1356246","0.0-27.0-0.8","27","8","1"
