"rt","utterance","target","foil","responses","competitor_type","target_type","test_part","trialtype","trial_type","trial_index","time_elapsed","internal_node_id","id","age","button_pressed"
"8286.100000023842","blue car","sedan.jpg","sportscar.jpg","{""Q0"":""blue car""}","close","familiar","trial","paired","survey-text","19","243741","0.0-19.0-0.0","26","5",""
"5751.100000023842","blue shirt","poloshirt.jpg","hawaiishirt.jpg","{""Q0"":""blue shirt""}","close","familiar","trial","paired","survey-text","20","249998","0.0-19.0-0.1","26","5",""
"5904","bird","sparrow.jpg","eagle.jpg","{""Q0"":""bird""}","close","familiar","trial","paired","survey-text","21","256405","0.0-19.0-0.2","26","5",""
"5836.300000071526","table","diningtable.jpg","picnictable.jpg","{""Q0"":""table""}","close","familiar","trial","paired","survey-text","22","262748","0.0-19.0-0.3","26","5",""
"4530.299999952316","bear","grizzlybear.jpg","polarbear.jpg","{""Q0"":""bear""}","close","familiar","trial","paired","survey-text","23","267781","0.0-19.0-0.4","26","5",""
"5654.399999976158","dog","germanshepherd.jpg","pug.jpg","{""Q0"":""dog""}","close","familiar","trial","paired","survey-text","24","273937","0.0-19.0-0.5","26","5",""
"5342","candies","jellybeans.jpg","gummybears.jpg","{""Q0"":""candies""}","close","familiar","trial","paired","survey-text","25","279781","0.0-19.0-0.6","26","5",""
"3481","goldfish","goldfish.jpg","swordfish.jpg","{""Q0"":""goldfish""}","close","familiar","trial","paired","survey-text","26","283768","0.0-19.0-0.7","26","5",""
"15184.899999976158","weird person ","tangram-90.jpg","tangram-120.jpg","{""Q0"":""weird person ""}","far","tangram","trial","paired","survey-text","28","314934","0.0-21.0-0.0","26","5",""
"4622.5","walking person","B1.jpg","tangram-4.jpg","{""Q0"":""walking person""}","far","tangram","trial","paired","survey-text","29","320061","0.0-21.0-0.1","26","5",""
"5976.099999904633","sitting person","H1.jpg","tangram-8.jpg","{""Q0"":""sitting person""}","far","tangram","trial","paired","survey-text","30","326542","0.0-21.0-0.2","26","5",""
"8569.800000071526","lying down person ","tangram-55.jpg","tangram-143.jpg","{""Q0"":""lying down person ""}","far","tangram","trial","paired","survey-text","31","335615","0.0-21.0-0.3","26","5",""
"6498.100000023842","running person","A2.jpg","C1.jpg","{""Q0"":""running person""}","far","tangram","trial","paired","survey-text","32","342619","0.0-21.0-0.4","26","5",""
"5519.700000047684","kicking person","tangram-164.jpg","tangram-64.jpg","{""Q0"":""kicking person""}","far","tangram","trial","paired","survey-text","33","348644","0.0-21.0-0.5","26","5",""
"4668.199999928474","running","tangram-67.jpg","G1.jpg","{""Q0"":""running""}","far","tangram","trial","paired","survey-text","34","353817","0.0-21.0-0.6","26","5",""
"8566.400000095367","kicking the other way","tangram-48.jpg","D1.jpg","{""Q0"":""kicking the other way""}","far","tangram","trial","paired","survey-text","35","362888","0.0-21.0-0.7","26","5",""
"3261.3000000715256","bear","grizzlybear.jpg","lion.jpg","{""Q0"":""bear""}","far","familiar","trial","paired","survey-text","37","379462","0.0-23.0-0.0","26","5",""
