"rt","utterance","target","foil","responses","competitor_type","target_type","test_part","trialtype","trial_type","trial_index","time_elapsed","internal_node_id","id","age","button_pressed"
"17089","type of bird ","sparrow.jpg","squirrel.jpg","{""Q0"":""type of bird ""}","far","familiar","trial","paired","survey-text","19","2528503","0.0-19.0-0.0","5","5",""
"7598.399999976158","rectangle table","diningtable.jpg","wardrobe.jpg","{""Q0"":""rectangle table""}","far","familiar","trial","paired","survey-text","20","2536607","0.0-19.0-0.1","5","5",""
"10673.900000035763","type of fish ","goldfish.jpg","iguana.jpg","{""Q0"":""type of fish ""}","far","familiar","trial","paired","survey-text","21","2547790","0.0-19.0-0.2","5","5",""
"6250.800000011921","bear","grizzlybear.jpg","lion.jpg","{""Q0"":""bear""}","far","familiar","trial","paired","survey-text","22","2554551","0.0-19.0-0.3","5","5",""
"7209.400000035763","shirt","poloshirt.jpg","dress.jpg","{""Q0"":""shirt""}","far","familiar","trial","paired","survey-text","23","2562268","0.0-19.0-0.4","5","5",""
"5062.600000023842","car","sedan.jpg","firetruck.jpg","{""Q0"":""car""}","far","familiar","trial","paired","survey-text","24","2567837","0.0-19.0-0.5","5","5",""
"5621.299999952316","wolf ","germanshepherd.jpg","cow.jpg","{""Q0"":""wolf ""}","far","familiar","trial","paired","survey-text","25","2573967","0.0-19.0-0.6","5","5",""
"5891.600000023842","jellybeans","jellybeans.jpg","pretzels.jpg","{""Q0"":""jellybeans""}","far","familiar","trial","paired","survey-text","26","2580362","0.0-19.0-0.7","5","5",""
"12956.599999964237","man made out of paper","tangram-48.jpg","D1.jpg","{""Q0"":""man made out of paper""}","far","tangram","trial","paired","survey-text","28","2608051","0.0-21.0-0.0","5","5",""
"35805.39999997616","diamond on the top ","H1.jpg","tangram-8.jpg","{""Q0"":""diamond on the top ""}","far","tangram","trial","paired","survey-text","29","2644367","0.0-21.0-0.1","5","5",""
"39664.39999997616","rock ","tangram-90.jpg","tangram-120.jpg","{""Q0"":""rock ""}","far","tangram","trial","paired","survey-text","30","2684538","0.0-21.0-0.2","5","5",""
"30702.200000047684","feet with pants","tangram-55.jpg","tangram-143.jpg","{""Q0"":""feet with pants""}","far","tangram","trial","paired","survey-text","31","2715748","0.0-21.0-0.3","5","5",""
"11475","man doing yoga","tangram-164.jpg","tangram-64.jpg","{""Q0"":""man doing yoga""}","far","tangram","trial","paired","survey-text","32","2727728","0.0-21.0-0.4","5","5",""
"8764.100000023842","sad man","B1.jpg","tangram-4.jpg","{""Q0"":""sad man""}","far","tangram","trial","paired","survey-text","33","2737004","0.0-21.0-0.5","5","5",""
"8906.900000035763","a happy man ","A2.jpg","C1.jpg","{""Q0"":""a happy man ""}","far","tangram","trial","paired","survey-text","34","2746416","0.0-21.0-0.6","5","5",""
"7522.5","man running","tangram-67.jpg","G1.jpg","{""Q0"":""man running""}","far","tangram","trial","paired","survey-text","35","2754449","0.0-21.0-0.7","5","5",""
"8176.300000011921","jellybeans","jellybeans.jpg","gummybears.jpg","{""Q0"":""jellybeans""}","close","familiar","trial","paired","survey-text","37","2776642","0.0-23.0-0.0","5","5",""
"8402.600000023842","blue shirt","poloshirt.jpg","hawaiishirt.jpg","{""Q0"":""blue shirt""}","close","familiar","trial","paired","survey-text","38","2785553","0.0-23.0-0.1","5","5",""
"7048.300000011921","fish","goldfish.jpg","swordfish.jpg","{""Q0"":""fish""}","close","familiar","trial","paired","survey-text","39","2793106","0.0-23.0-0.2","5","5",""
"13039.399999976158","wolf","germanshepherd.jpg","pug.jpg","{""Q0"":""wolf""}","close","familiar","trial","paired","survey-text","40","2806651","0.0-23.0-0.3","5","5",""
"6638.5","type of bird","sparrow.jpg","eagle.jpg","{""Q0"":""type of bird""}","close","familiar","trial","paired","survey-text","41","2813794","0.0-23.0-0.4","5","5",""
"7386.699999988079","rectangle table","diningtable.jpg","picnictable.jpg","{""Q0"":""rectangle table""}","close","familiar","trial","paired","survey-text","42","2821684","0.0-23.0-0.5","5","5",""
"5157.100000023842","bear","grizzlybear.jpg","polarbear.jpg","{""Q0"":""bear""}","close","familiar","trial","paired","survey-text","43","2827347","0.0-23.0-0.6","5","5",""
"14559.399999976158","blue car ","sedan.jpg","sportscar.jpg","{""Q0"":""blue car ""}","close","familiar","trial","paired","survey-text","44","2842414","0.0-23.0-0.7","5","5",""
"13531.5","a man walking","A2.jpg","tangram-99.jpg","{""Q0"":""a man walking""}","close","tangram","trial","paired","survey-text","46","2868500","0.0-25.0-0.0","5","5",""
"12287.899999976158","man doing yoga","tangram-164.jpg","tangram-183.jpg","{""Q0"":""man doing yoga""}","close","tangram","trial","paired","survey-text","47","2881292","0.0-25.0-0.1","5","5",""
"15412.600000023842","a man running","tangram-90.jpg","tangram-81.jpg","{""Q0"":""a man running""}","close","tangram","trial","paired","survey-text","48","2897213","0.0-25.0-0.2","5","5",""
"6358.100000023842","man walking ","tangram-48.jpg","tangram-187.jpg","{""Q0"":""man walking ""}","close","tangram","trial","paired","survey-text","49","2904075","0.0-25.0-0.3","5","5",""
"6101.299999952316","a man running","tangram-55.jpg","N1.jpg","{""Q0"":""a man running""}","close","tangram","trial","paired","survey-text","50","2910680","0.0-25.0-0.4","5","5",""
"8798.400000035763","man running","tangram-67.jpg","tangram-32.jpg","{""Q0"":""man running""}","close","tangram","trial","paired","survey-text","51","2919984","0.0-25.0-0.5","5","5",""
"6498","a sad man","B1.jpg","P1.jpg","{""Q0"":""a sad man""}","close","tangram","trial","paired","survey-text","52","2926988","0.0-25.0-0.6","5","5",""
"11010.400000035763","a rock ","H1.jpg","I1.jpg","{""Q0"":""a rock ""}","close","tangram","trial","paired","survey-text","53","2938504","0.0-25.0-0.7","5","5",""
"47647.30000001192","dog","husky.jpg","dalmatian.jpg","","check","familiar","check","check","html-button-response-1","55","3033727","0.0-27.0-0.0","5","5","0"
"9634","bear","firetruck.jpg","ambulance.jpg","","check","familiar","check","check","html-button-response-1","56","3043864","0.0-27.0-0.1","5","5","1"
"11377.399999976158","polar bear","polarbear.jpg","grizzlybear.jpg","","check","familiar","check","check","html-button-response-1","57","3055747","0.0-27.0-0.2","5","5","0"
"9937.699999988079","M&Ms","mnms.jpg","gummybears.jpg","","check","familiar","check","check","html-button-response-1","58","3066190","0.0-27.0-0.3","5","5","0"
"8462.100000023842","table","pug.jpg","rabbit.jpg","","check","familiar","check","check","html-button-response-1","59","3075157","0.0-27.0-0.4","5","5","1"
"8078.699999988079","bird","parrot.jpg","pigeon.jpg","","check","familiar","check","check","html-button-response-1","60","3083738","0.0-27.0-0.5","5","5","1"
