subid,type,trial,target,person,utterance,selection,correct
112,practice,1,apple,right,"uh, this is an apple",,Y
112,practice,1,apple,left,ok,,Y
112,practice,1,apple,left,,left,Y
112,practice,4,apple,left,an apple,,Y
112,practice,4,apple,right,,right,Y
112,practice,2,artichoke,left,"uh, it's an artichoke",,Y
112,practice,2,artichoke,right,,right,Y
112,practice,2,artichoke,right,i don't know what an artichoke it,,Y
112,practice,5,artichoke,right,artichoke,,Y
112,practice,5,artichoke,left,,left,Y
112,practice,3,onion,right,"uh, the onion",,Y
112,practice,3,onion,left,,left,Y
112,practice,6,onion,left,onion,,Y
112,practice,6,onion,right,,right,Y
112,test,3,A1,right,"uh it's like kicking, kind of, it looks like he's about to kick something",,Y
112,test,3,A1,left,,left,Y
112,test,17,A1,left,kicking,,Y
112,test,17,A1,right,,right,Y
112,test,27,A1,right,"uh, kicking",,Y
112,test,27,A1,left,,left,Y
112,test,37,A1,left,kicking,,Y
112,test,37,A1,right,,right,Y
112,test,5,B1,right,"uh, this one has like, looks like someone who has their head down, kinda looks like sad",,Y
112,test,5,B1,left,ok,,Y
112,test,5,B1,left,,left,Y
112,test,11,B1,left,"uh, this is the one with the head down",,Y
112,test,11,B1,right,,right,Y
112,test,11,B1,left,kinda looks like he's sad,,Y
112,test,29,B1,right,"uh, like sad looking one",,Y
112,test,29,B1,left,,left,Y
112,test,39,B1,left,sad guy,,Y
112,test,39,B1,right,,right,Y
112,test,1,C1,right,"um, okay, there's like a square and it's way to the right",,Y
112,test,1,C1,right,"or like, diamond, kind of",,Y
112,test,1,C1,left,,left,Y
112,test,19,C1,left,praying,,Y
112,test,19,C1,right,,right,Y
112,test,23,C1,right,"uh, praying",,Y
112,test,23,C1,left,,left,Y
112,test,31,C1,left,praying,,Y
112,test,31,C1,right,,right,Y
112,test,8,D1,left,this one's the one lying down,,Y
112,test,8,D1,right,,right,Y
112,test,16,D1,right,"uh, laying down",,Y
112,test,16,D1,left,,left,Y
112,test,30,D1,left,lying down,,Y
112,test,30,D1,right,,right,Y
112,test,36,D1,right,"uh, laying down",,Y
112,test,36,D1,left,,left,Y
112,test,2,E1,left,"it's kinda like leaping, it's got",,Y
112,test,2,E1,right,"leaping, ok",,Y
112,test,2,E1,left,one arm up in the air,,Y
112,test,2,E1,right,yeah,,Y
112,test,2,E1,right,,right,Y
112,test,12,E1,right,"uh, leaping",,Y
112,test,12,E1,left,,left,Y
112,test,22,E1,left,leaping,,Y
112,test,22,E1,right,,right,Y
112,test,32,E1,right,"uh, leaping",,Y
112,test,32,E1,left,,left,Y
112,test,9,F1,right,"oh, this is the not dog one",,Y
112,test,9,F1,left,ok,,Y
112,test,9,F1,left,,left,Y
112,test,9,F1,right,i don't know what that is,,Y
112,test,13,F1,left,"um, not bent, not like praying",,Y
112,test,13,F1,right,not bent over? ok,,Y
112,test,13,F1,right,,right,Y
112,test,13,F1,right,i don't even know what that is,,Y
112,test,13,F1,left,i'm not sure either,,Y
112,test,25,F1,right,the funky one that's not sitting,,Y
112,test,25,F1,left,,left,Y
112,test,25,F1,left,"mhm, i thinkt it's like he's running or something, with his arms up",,Y
112,test,33,F1,left,funky one,,Y
112,test,33,F1,right,,right,Y
112,test,33,F1,left,where he's running,,Y
112,test,7,G1,right,"uh, this one looks like someone's like sitting, not like laying down, but like, sitting",,Y
112,test,7,G1,left,ok,,Y
112,test,7,G1,left,,left,Y
112,test,15,G1,left,this is the sitting one,,Y
112,test,15,G1,right,,right,Y
112,test,15,G1,left,with their head down,,Y
112,test,21,G1,right,"uh, sitting",,Y
112,test,21,G1,left,,left,Y
112,test,35,G1,left,"uh, the sitting",,Y
112,test,35,G1,right,,right,Y
112,test,4,H1,left,"um, this one, like, it looks like someone's holding out a hat, kind of, for, like a street performer, holding out a hat",,Y
112,test,4,H1,right,ok,,Y
112,test,4,H1,right,,right,Y
112,test,20,H1,right,"uh, it's like holding out a hat",,Y
112,test,20,H1,left,,left,Y
112,test,28,H1,left,"uh, holding out the hat",,Y
112,test,28,H1,right,,right,Y
112,test,40,H1,right,"uh, holding out, something",,Y
112,test,40,H1,left,,left,Y
112,test,10,I1,left,"um, this is the one, kinda hunched over, it's not leaping",,Y
112,test,10,I1,right,,right,Y
112,test,14,I1,right,"uh, this is the one that's like holding out a triangle",,Y
112,test,14,I1,left,,left,Y
112,test,24,I1,left,holding out the triangle,,Y
112,test,24,I1,right,,right,Y
112,test,34,I1,right,now holding out triangle,,Y
112,test,34,I1,left,,left,Y
112,test,6,K1,left,this one looks like a dog on its rear legs,,Y
112,test,6,K1,right,yeah,,Y
112,test,6,K1,right,,right,Y
112,test,18,K1,right,"uh, dog",,Y
112,test,18,K1,left,,left,Y
112,test,18,K1,right,looking one,,Y
112,test,26,K1,left,dog,,Y
112,test,26,K1,right,,right,Y
112,test,38,K1,right,"uh, the dog one",,Y
112,test,38,K1,left,,left,Y
